,SA1_7DIGIT,Neighbour
9973,1107119,1107108
9974,1107120,1107114
9975,1107120,1107128
9976,1107120,1107121
9977,1107120,1107101
9978,1107120,1107103
9979,1107120,1107102
9980,1107120,1106018
9981,1107120,1107116
9982,1107120,1107115
9983,1107120,1107124
9984,1107121,1107114
9985,1107121,1107128
9986,1107121,1107122
9987,1107121,1107104
9988,1107121,1107102
9989,1107121,1107120
9990,1107121,1107124
9991,1107122,1107121
9992,1107122,1107101
9993,1107122,1107103
9994,1107122,1107104
9995,1107122,1107124
9996,1107123,1107128
9997,1107124,1107121
9998,1107124,1107122
9999,1107124,1107101
10000,1107124,1107120
10001,1107125,1107004
10002,1107125,1107112
10003,1107125,1107116
10004,1107125,1107115
10005,1107125,1107117
10006,1107125,1107030
10007,1107126,1107501
10008,1107126,1107111
10009,1107126,1107112
10010,1107126,1144908
10011,1107127,1107112
10012,1107127,1107109
10013,1107127,1107110
10014,1107127,1144908
10015,1107127,1144911
10016,1107127,1107117
10017,1107128,1107114
10018,1107128,1107113
10019,1107128,1107310
10020,1107128,1107311
10021,1107128,1106005
10022,1107128,1106006
10023,1107128,1107121
10024,1107128,1107123
10025,1107128,1106018
10026,1107128,1107120
10027,1107201,1107209
10028,1107201,1107210
10029,1107201,1107206
10030,1107201,1107202
10031,1107201,1107203
10032,1107202,1107228
10033,1107202,1107206
10034,1107202,1107224
10035,1107202,1107203
10036,1107202,1107201
10037,1107203,1107217
10038,1107203,1107209
10039,1107203,1107228
10040,1107203,1107202
10041,1107203,1107204
10042,1107203,1107224
10043,1107203,1107201
10044,1107204,1107228
10045,1107204,1107226
10046,1107204,1107224
10047,1107204,1107203
10048,1107205,1107208
10049,1107205,1107207
10050,1107205,1107220
10051,1107205,1107225
10052,1107206,1107208
10053,1107206,1107210
10054,1107206,1107228
10055,1107206,1107207
10056,1107206,1107222
10057,1107206,1107418
10058,1107206,1107421
10059,1107206,1107202
10060,1107206,1107201
10061,1107207,1107427
10062,1107207,1107208
10063,1107207,1107210
10064,1107207,1107206
10065,1107207,1107220
10066,1107207,1107205
10067,1107207,1107222
10068,1107207,1107225
10069,1107207,1107227
10070,1107207,1107420
10071,1107208,1107209
10072,1107208,1107210
10073,1107208,1107206
10074,1107208,1107207
10075,1107208,1107220
10076,1107208,1107205
10077,1107208,1107221
10078,1107209,1107217
10079,1107209,1107208
10080,1107209,1107210
10081,1107209,1107203
10082,1107209,1107201
10083,1107209,1107216
10084,1107209,1107221
10085,1107210,1107209
10086,1107210,1107208
10087,1107210,1107206
10088,1107210,1107207
10089,1107210,1107201
10090,1107211,1107217
10091,1107211,1107228
10092,1107211,1107212
10093,1107211,1107215
10094,1107211,1107216
10095,1107212,1107228
10096,1107212,1107211
10097,1107212,1107215
10098,1107212,1107214
10099,1107214,1107228
10100,1107214,1107212
10101,1107214,1107215
10102,1107214,1107227
10103,1107214,1107218
10104,1107215,1107212
10105,1107215,1107211
10106,1107215,1107214
10107,1107215,1107218
10108,1107215,1107219
10109,1107215,1107216
10110,1107216,1107217
10111,1107216,1107209
10112,1107216,1107220
10113,1107216,1107225
10114,1107216,1107211
10115,1107216,1107215
10116,1107216,1107219
10117,1107216,1107221
10118,1107217,1107209
10119,1107217,1107228
10120,1107217,1107211
10121,1107217,1107203
10122,1107217,1107216
10123,1107217,1107221
10124,1107218,1107225
10125,1107218,1107215
10126,1107218,1107214
10127,1107218,1107227
10128,1107218,1107219
10129,1107219,1107225
10130,1107219,1107215
10131,1107219,1107218
10132,1107219,1107216
10133,1107220,1107208
10134,1107220,1107207
10135,1107220,1107205
10136,1107220,1107225
10137,1107220,1107216
10138,1107220,1107221
10139,1107221,1107217
10140,1107221,1107209
10141,1107221,1107208
10142,1107221,1107220
10143,1107221,1107216
10144,1107222,1107427
10145,1107222,1107206
10146,1107222,1107207
10147,1107222,1107418
10148,1107224,1107228
10149,1107224,1107202
10150,1107224,1107204
10151,1107224,1107203
10152,1107225,1107207
10153,1107225,1107220
10154,1107225,1107205
10155,1107225,1107227
10156,1107225,1107218
10157,1107225,1107219
10158,1107225,1107216
10159,1107226,1107228
10160,1107226,1107204
10161,1107227,1107228
10162,1107227,1107207
10163,1107227,1107225
10164,1107227,1107214
10165,1107227,1107420
10166,1107227,1107218
10167,1107228,1107217
10168,1107228,1107206
10169,1107228,1107212
10170,1107228,1107211
10171,1107228,1107214
10172,1107228,1107227
10173,1107228,1107420
10174,1107228,1107422
10175,1107228,1107421
10176,1107228,1107226
10177,1107228,1107202
10178,1107228,1107204
10179,1107228,1107224
10180,1107228,1107203
10181,1107301,1107308
10182,1107301,1107305
10183,1107301,1107309
10184,1107301,1107312
10185,1107302,1107304
10186,1107302,1107303
10187,1107302,1107312
10188,1107302,1107313
10189,1107302,1107314
10190,1107303,1107304
10191,1107303,1107302
10192,1107304,1107303
10193,1107304,1107302
10194,1107305,1107308
10195,1107305,1107307
10196,1107305,1107301
10197,1107305,1107306
10198,1107305,1107312
10199,1107306,1107307
10200,1107306,1107305
10201,1107306,1107309
10202,1107306,1107312
10203,1107307,1107308
10204,1107307,1107306
10205,1107307,1107305
10206,1107307,1107309
10207,1107308,1107307
10208,1107308,1107301
10209,1107308,1107305
10210,1107308,1107309
10211,1107309,1107308
10212,1107309,1107307
10213,1107309,1107301
10214,1107309,1107306
10215,1107309,1107312
10216,1107310,1107128
10217,1107310,1107311
10218,1107310,1107312
10219,1107310,1107425
10220,1107310,1106010
10221,1107310,1106005
10222,1107311,1107128
10223,1107311,1107113
10224,1107311,1107310
10225,1107311,1107312
10226,1107311,1107313
10227,1107312,1107301
10228,1107312,1107306
10229,1107312,1107305
10230,1107312,1107302
10231,1107312,1107309
10232,1107312,1107310
10233,1107312,1107311
10234,1107312,1107313
10235,1107312,1107314
10236,1107312,1107420
10237,1107312,1107425
10238,1107313,1112706
10239,1107313,1107302
10240,1107313,1107113
10241,1107313,1107311
10242,1107313,1107501
10243,1107313,1107312
10244,1107313,1107314
10245,1107314,1112706
10246,1107314,1107410
10247,1107314,1112923
10248,1107314,1107302
10249,1107314,1107312
10250,1107314,1107313
10251,1107314,1107427
10252,1107314,1107419
10253,1107314,1107420
10254,1107401,1107403
10255,1107401,1107412
10256,1107401,1107409
10257,1107401,1107408
10258,1107401,1107417
10259,1107401,1107402
10260,1107402,1107401
10261,1107402,1107414
10262,1107402,1107403
10263,1107402,1107412
10264,1107402,1107408
10265,1107402,1107407
10266,1107402,1107417
10267,1107402,1107411
10268,1107402,1107421
10269,1107402,1107413
10270,1107403,1107401
10271,1107403,1107414
10272,1107403,1107412
10273,1107403,1107402
10274,1107403,1107413
10275,1107404,1110314
10276,1107404,1109911
10277,1107404,1107426
10278,1107404,1107405
10279,1107404,1107406
10280,1107404,1107407
10281,1107404,1107411
10282,1107404,1109924
10283,1107404,1109922
10284,1107404,1109923
10285,1107404,1110315
10286,1107405,1107404
10287,1107405,1107426
10288,1107406,1107404
10289,1107406,1107409
10290,1107406,1107408
10291,1107406,1107407
10292,1107406,1107410
10293,1107406,1112917
10294,1107406,1109925
10295,1107406,1109924
10296,1107407,1107404
10297,1107407,1107406
10298,1107407,1107408
10299,1107407,1107411
10300,1107407,1107402
10301,1107408,1107406
10302,1107408,1107401
10303,1107408,1107409
10304,1107408,1107407
10305,1107408,1107402
10306,1107409,1107406
10307,1107409,1107401
10308,1107409,1107408
10309,1107409,1107410
10310,1107409,1107415
10311,1107409,1107416
10312,1107409,1107417
10313,1107410,1107406
10314,1107410,1107409
10315,1107410,1107415
10316,1107410,1112917
10317,1107410,1112923
10318,1107410,1107314
10319,1107410,1107419
10320,1107410,1107416
10321,1107411,1110314
10322,1107411,1107404
10323,1107411,1107407
10324,1107411,1107422
10325,1107411,1107421
10326,1107411,1107402
10327,1107411,1110616
10328,1107412,1107401
10329,1107412,1107403
10330,1107412,1107402
10331,1107412,1107413
10332,1107413,1107414
10333,1107413,1107403
10334,1107413,1107412
10335,1107413,1107402
10336,1107414,1107403
10337,1107414,1107402
10338,1107414,1107413
10339,1107415,1107409
10340,1107415,1107410
10341,1107415,1107416
10342,1107416,1107409
10343,1107416,1107410
10344,1107416,1107415
10345,1107416,1107419
10346,1107416,1107417
10347,1107416,1107418
10348,1107417,1107401
10349,1107417,1107409
10350,1107417,1107416
10351,1107417,1107418
10352,1107417,1107421
10353,1107417,1107402
10354,1107418,1107427
10355,1107418,1107419
10356,1107418,1107416
10357,1107418,1107206
10358,1107418,1107222
10359,1107418,1107417
10360,1107418,1107421
10361,1107419,1107410
10362,1107419,1107314
10363,1107419,1107427
10364,1107419,1107416
10365,1107419,1107418
10366,1107420,1107312
10367,1107420,1107314
10368,1107420,1107427
10369,1107420,1107228
10370,1107420,1107207
10371,1107420,1107227
10372,1107420,1107425
10373,1107420,1107422
10374,1107421,1107228
10375,1107421,1107206
10376,1107421,1107417
10377,1107421,1107418
10378,1107421,1107422
10379,1107421,1107411
10380,1107421,1107402
10381,1107422,1107228
10382,1107422,1107420
10383,1107422,1107425
10384,1107422,1110610
10385,1107422,1107423
10386,1107422,1107411
10387,1107422,1107421
10388,1107422,1110616
10389,1107423,1107425
10390,1107423,1110609
10391,1107423,1110610
10392,1107423,1107422
10393,1107423,1106011
10394,1107423,1106010
10395,1107423,1107923
10396,1107423,1107925
10397,1107425,1107310
10398,1107425,1107312
10399,1107425,1107420
10400,1107425,1107422
10401,1107425,1107423
10402,1107425,1106010
10403,1107426,1107404
10404,1107426,1107405
10405,1107427,1107314
10406,1107427,1107419
10407,1107427,1107207
10408,1107427,1107222
10409,1107427,1107418
10410,1107427,1107420
10411,1107501,1129903
10412,1107501,1112706
10413,1107501,1111304
10414,1107501,1129907
10415,1107501,1107114
10416,1107501,1107113
10417,1107501,1107313
10418,1107501,1145101
10419,1107501,1107126
10420,1107501,1107111
10421,1107501,1107013
10422,1107501,1107015
10423,1107501,1107002
10424,1107501,1144908
10425,1107501,1129902
10426,1107601,1107607
10427,1107601,1107606
10428,1107601,1107605
10429,1107601,1107610
10430,1107601,1107613
10431,1107601,1107609
10432,1107601,1107604
10433,1107601,1107621
10434,1107601,1107620
10435,1107601,1107618
10436,1107601,1107619
10437,1107601,1107616
10438,1107602,1107614
10439,1107602,1107603
10440,1107603,1107614
10441,1107603,1107602
10442,1107604,1107608
10443,1107604,1107605
10444,1107604,1107609
10445,1107604,1107601
10446,1107605,1107608
10447,1107605,1107606
10448,1107605,1107604
10449,1107605,1107601
10450,1107606,1107607
10451,1107606,1107608
10452,1107606,1107605
10453,1107606,1107610
10454,1107606,1107613
10455,1107606,1107601
10456,1107607,1107608
10457,1107607,1107606
10458,1107607,1107609
10459,1107607,1107601
10460,1107607,1107621
10461,1107608,1107607
10462,1107608,1107606
10463,1107608,1107605
10464,1107608,1107609
10465,1107608,1107604
10466,1107609,1107607
10467,1107609,1107608
10468,1107609,1107604
10469,1107609,1107601
10470,1107609,1107621
10471,1107610,1107606
10472,1107610,1107613
10473,1107610,1107601
10474,1107611,1107616
10475,1107612,1107617
10476,1107613,1107606
10477,1107613,1107610
10478,1107613,1107601
10479,1107614,1107912
10480,1107614,1107913
10481,1107614,1107911
10482,1107614,1107603
10483,1107614,1107602
10484,1107614,1107621
10485,1107614,1107615
10486,1107614,1107616
10487,1107615,1107911
10488,1107615,1107614
10489,1107615,1107616
10490,1107616,1107911
10491,1107616,1107926
10492,1107616,1107907
10493,1107616,1106408
10494,1107616,1107614
10495,1107616,1107601
10496,1107616,1107621
10497,1107616,1107611
10498,1107616,1107615
10499,1107616,1107618
10500,1107616,1107617
10501,1107617,1106416
10502,1107617,1106417
10503,1107617,1106408
10504,1107617,1107612
10505,1107617,1106415
10506,1107617,1107618
10507,1107617,1107616
10508,1107618,1107601
10509,1107618,1106003
10510,1107618,1106415
10511,1107618,1107617
10512,1107618,1107619
10513,1107618,1107616
10514,1107619,1106008
10515,1107619,1107601
10516,1107619,1107620
10517,1107619,1106003
10518,1107619,1107618
10519,1107620,1106014
10520,1107620,1106008
10521,1107620,1107601
10522,1107620,1107621
10523,1107620,1107619
10524,1107621,1107913
10525,1107621,1106013
10526,1107621,1106014
10527,1107621,1107607
10528,1107621,1107614
10529,1107621,1107609
10530,1107621,1107601
10531,1107621,1107620
10532,1107621,1107616
10533,1107701,1107735
10534,1107701,1107754
10535,1107701,1107834
10536,1107701,1107708
10537,1107701,1107709
10538,1107702,1107801
10539,1107702,1107830
10540,1107702,1107829
10541,1107702,1107753
10542,1107702,1107703
10543,1107702,1107707
10544,1107703,1107819
10545,1107703,1107801
10546,1107703,1107830
10547,1107703,1107706
10548,1107703,1107702
10549,1107703,1107711
10550,1107703,1107707
10551,1107704,1107806
10552,1107704,1107838
10553,1107704,1107805
10554,1107704,1107819
10555,1107704,1107743
10556,1107704,1107741
10557,1107704,1107705
10558,1107704,1107706
10559,1107705,1107719
10560,1107705,1107743
10561,1107705,1107741
10562,1107705,1107704
10563,1107705,1107706
10564,1107705,1107711
10565,1107706,1107805
10566,1107706,1107819
10567,1107706,1107801
10568,1107706,1107705
10569,1107706,1107704
10570,1107706,1107703
10571,1107706,1107711
10572,1107706,1107707
10573,1107707,1107753
10574,1107707,1107735
10575,1107707,1107713
10576,1107707,1107714
10577,1107707,1107706
10578,1107707,1107703
10579,1107707,1107702
10580,1107707,1107712
10581,1107707,1107711
10582,1107708,1107834
10583,1107708,1107709
10584,1107708,1107701
10585,1107708,1107716
10586,1107709,1107735
10587,1107709,1107708
10588,1107709,1107710
10589,1107709,1107701
10590,1107709,1107715
10591,1107709,1107716
10592,1107710,1107735
10593,1107710,1107713
10594,1107710,1107714
10595,1107710,1107709
10596,1107710,1107736
10597,1107710,1107715
10598,1107711,1107719
10599,1107711,1107743
10600,1107711,1107705
10601,1107711,1107706
10602,1107711,1107703
10603,1107711,1107728
10604,1107711,1107727
10605,1107711,1107712
10606,1107711,1107707
10607,1107712,1107713
10608,1107712,1107727
10609,1107712,1107726
10610,1107712,1107711
10611,1107712,1107707
10612,1107713,1107714
10613,1107713,1107710
10614,1107713,1107726
10615,1107713,1107712
10616,1107713,1107707
10617,1107713,1107715
10618,1107714,1107753
10619,1107714,1107735
10620,1107714,1107713
10621,1107714,1107710
10622,1107714,1107736
10623,1107714,1107707
10624,1107715,1107713
10625,1107715,1107709
10626,1107715,1107710
10627,1107715,1107726
10628,1107715,1107725
10629,1107715,1107717
10630,1107715,1107716
10631,1107716,1107834
10632,1107716,1107708
10633,1107716,1107709
10634,1107716,1107725
10635,1107716,1107717
10636,1107716,1107715
10637,1107716,1107738
10638,1107717,1107726
10639,1107717,1107732
10640,1107717,1107729
10641,1107717,1107725
10642,1107717,1107715
10643,1107717,1107716
10644,1107717,1107738
10645,1107718,1107719
10646,1107718,1107728
10647,1107718,1107731
10648,1107718,1107751
10649,1107719,1107718
10650,1107719,1107734
10651,1107719,1107720
10652,1107719,1107744
10653,1107719,1107743
10654,1107719,1107705
10655,1107719,1107728
10656,1107719,1107711
10657,1107719,1107751
10658,1107720,1107752
10659,1107720,1107722
10660,1107720,1107746
10661,1107720,1107721
10662,1107720,1107734
10663,1107720,1107719
10664,1107720,1107745
10665,1107720,1107744
10666,1107721,1107722
10667,1107721,1107746
10668,1107721,1107720
10669,1107722,1107737
10670,1107722,1107752
10671,1107722,1107746
10672,1107722,1107721
10673,1107722,1107720
10674,1107723,1107807
10675,1107723,1107737
10676,1107723,1107746
10677,1107723,1107839
10678,1107723,1107742
10679,1107723,1107724
10680,1107724,1107723
10681,1107724,1107839
10682,1107724,1107838
10683,1107724,1107742
10684,1107724,1107741
10685,1107725,1107717
10686,1107725,1107715
10687,1107725,1107716
10688,1107725,1107738
10689,1107726,1107713
10690,1107726,1107727
10691,1107726,1107712
10692,1107726,1107730
10693,1107726,1107731
10694,1107726,1107729
10695,1107726,1107717
10696,1107726,1107715
10697,1107727,1107728
10698,1107727,1107726
10699,1107727,1107712
10700,1107727,1107711
10701,1107727,1107730
10702,1107727,1107731
10703,1107728,1107718
10704,1107728,1107719
10705,1107728,1107727
10706,1107728,1107711
10707,1107728,1107731
10708,1107729,1107726
10709,1107729,1107730
10710,1107729,1107732
10711,1107729,1107717
10712,1107729,1107738
10713,1107730,1107727
10714,1107730,1107726
10715,1107730,1107731
10716,1107730,1107732
10717,1107730,1107729
10718,1107731,1107718
10719,1107731,1107728
10720,1107731,1107727
10721,1107731,1107726
10722,1107731,1107730
10723,1107731,1107732
10724,1107731,1107740
10725,1107731,1107751
10726,1107732,1107739
10727,1107732,1107730
10728,1107732,1107731
10729,1107732,1107740
10730,1107732,1107729
10731,1107732,1107717
10732,1107732,1107738
10733,1107733,1107752
10734,1107733,1107750
10735,1107733,1107734
10736,1107733,1107751
10737,1107734,1107752
10738,1107734,1107720
10739,1107734,1107719
10740,1107734,1107733
10741,1107734,1107751
10742,1107735,1107815
10743,1107735,1107825
10744,1107735,1107753
10745,1107735,1107754
10746,1107735,1107714
10747,1107735,1107709
10748,1107735,1107710
10749,1107735,1107701
10750,1107735,1107736
10751,1107735,1107707
10752,1107736,1107735
10753,1107736,1107714
10754,1107736,1107710
10755,1107737,1107845
10756,1107737,1107914
10757,1107737,1107723
10758,1107737,1107807
10759,1107737,1107810
10760,1107737,1107752
10761,1107737,1107722
10762,1107737,1107746
10763,1107737,1107739
10764,1107737,1107915
10765,1107737,1107747
10766,1107737,1107749
10767,1107737,1107751
10768,1107738,1107739
10769,1107738,1107834
10770,1107738,1107922
10771,1107738,1107732
10772,1107738,1107729
10773,1107738,1107725
10774,1107738,1107717
10775,1107738,1107716
10776,1107739,1107737
10777,1107739,1107915
10778,1107739,1107916
10779,1107739,1107922
10780,1107739,1107732
10781,1107739,1107740
10782,1107739,1107738
10783,1107739,1107751
10784,1107740,1107739
10785,1107740,1107731
10786,1107740,1107732
10787,1107740,1107751
10788,1107741,1107806
10789,1107741,1107838
10790,1107741,1107743
10791,1107741,1107742
10792,1107741,1107724
10793,1107741,1107705
10794,1107741,1107704
10795,1107742,1107723
10796,1107742,1107746
10797,1107742,1107745
10798,1107742,1107744
10799,1107742,1107743
10800,1107742,1107724
10801,1107742,1107741
10802,1107743,1107719
10803,1107743,1107744
10804,1107743,1107742
10805,1107743,1107741
10806,1107743,1107705
10807,1107743,1107704
10808,1107743,1107711
10809,1107744,1107720
10810,1107744,1107719
10811,1107744,1107745
10812,1107744,1107743
10813,1107744,1107742
10814,1107745,1107746
10815,1107745,1107720
10816,1107745,1107744
10817,1107745,1107742
10818,1107746,1107723
10819,1107746,1107737
10820,1107746,1107722
10821,1107746,1107721
10822,1107746,1107720
10823,1107746,1107745
10824,1107746,1107742
10825,1107747,1107737
10826,1107747,1107748
10827,1107747,1107749
10828,1107747,1107751
10829,1107748,1107750
10830,1107748,1107747
10831,1107748,1107749
10832,1107748,1107751
10833,1107749,1107737
10834,1107749,1107752
10835,1107749,1107750
10836,1107749,1107747
10837,1107749,1107748
10838,1107750,1107752
10839,1107750,1107748
10840,1107750,1107749
10841,1107750,1107733
10842,1107750,1107751
10843,1107751,1107737
10844,1107751,1107750
10845,1107751,1107739
10846,1107751,1107718
10847,1107751,1107734
10848,1107751,1107719
10849,1107751,1107731
10850,1107751,1107740
10851,1107751,1107747
10852,1107751,1107748
10853,1107751,1107733
10854,1107752,1107737
10855,1107752,1107722
10856,1107752,1107750
10857,1107752,1107734
10858,1107752,1107720
10859,1107752,1107749
10860,1107752,1107733
10861,1107753,1107830
10862,1107753,1107829
10863,1107753,1107815
10864,1107753,1107735
10865,1107753,1107714
10866,1107753,1107702
10867,1107753,1107707
10868,1107754,1107824
10869,1107754,1107825
10870,1107754,1107833
10871,1107754,1107735
10872,1107754,1107834
10873,1107754,1107701
10874,1107801,1107819
10875,1107801,1107830
10876,1107801,1107802
10877,1107801,1107828
10878,1107801,1107706
10879,1107801,1107703
10880,1107801,1107702
10881,1107802,1107817
10882,1107802,1107804
10883,1107802,1107805
10884,1107802,1107819
10885,1107802,1107801
10886,1107802,1107828
10887,1107802,1107811
10888,1107802,1107818
10889,1107804,1107817
10890,1107804,1107836
10891,1107804,1107806
10892,1107804,1107837
10893,1107804,1107838
10894,1107804,1107805
10895,1107804,1107802
10896,1107804,1107811
10897,1107805,1107806
10898,1107805,1107804
10899,1107805,1107819
10900,1107805,1107802
10901,1107805,1107704
10902,1107805,1107706
10903,1107806,1107837
10904,1107806,1107804
10905,1107806,1107838
10906,1107806,1107805
10907,1107806,1107741
10908,1107806,1107704
10909,1107807,1107845
10910,1107807,1107723
10911,1107807,1107808
10912,1107807,1107737
10913,1107807,1107839
10914,1107808,1107845
10915,1107808,1107807
10916,1107808,1107836
10917,1107808,1107837
10918,1107808,1107839
10919,1107808,1107838
10920,1107809,1107831
10921,1107809,1107914
10922,1107809,1107923
10923,1107809,1107913
10924,1107809,1107924
10925,1107809,1107810
10926,1107810,1107845
10927,1107810,1107831
10928,1107810,1107914
10929,1107810,1107809
10930,1107810,1107737
10931,1107811,1107817
10932,1107811,1107804
10933,1107811,1107802
10934,1107811,1107828
10935,1107811,1107818
10936,1107811,1107843
10937,1107812,1107842
10938,1107812,1107845
10939,1107812,1107817
10940,1107812,1107826
10941,1107812,1107813
10942,1107812,1107844
10943,1107813,1107841
10944,1107813,1107840
10945,1107813,1107842
10946,1107813,1107826
10947,1107813,1107812
10948,1107813,1107818
10949,1107813,1107827
10950,1107813,1107844
10951,1107814,1107845
10952,1107814,1107829
10953,1107814,1107828
10954,1107814,1107827
10955,1107814,1107816
10956,1107814,1107815
10957,1107815,1107829
10958,1107815,1107816
10959,1107815,1107814
10960,1107815,1107822
10961,1107815,1107825
10962,1107815,1107753
10963,1107815,1107735
10964,1107816,1107845
10965,1107816,1107815
10966,1107816,1107814
10967,1107816,1107822
10968,1107816,1107833
10969,1107817,1107845
10970,1107817,1107826
10971,1107817,1107812
10972,1107817,1107836
10973,1107817,1107837
10974,1107817,1107804
10975,1107817,1107802
10976,1107817,1107811
10977,1107817,1107843
10978,1107818,1107802
10979,1107818,1107828
10980,1107818,1107811
10981,1107818,1107827
10982,1107818,1107813
10983,1107818,1107843
10984,1107818,1107844
10985,1107819,1107805
10986,1107819,1107801
10987,1107819,1107802
10988,1107819,1107828
10989,1107819,1107704
10990,1107819,1107706
10991,1107819,1107703
10992,1107820,1107821
10993,1107820,1107822
10994,1107820,1107823
10995,1107820,1107824
10996,1107820,1107825
10997,1107821,1107820
10998,1107821,1107822
10999,1107821,1107823
11000,1107822,1107845
11001,1107822,1107820
11002,1107822,1107816
11003,1107822,1107815
11004,1107822,1107821
11005,1107822,1107823
11006,1107822,1107825
11007,1107822,1107833
11008,1107823,1107820
11009,1107823,1107821
11010,1107823,1107822
11011,1107823,1107824
11012,1107823,1107833
11013,1107824,1107820
11014,1107824,1107823
11015,1107824,1107825
11016,1107824,1107833
11017,1107824,1107754
11018,1107825,1107820
11019,1107825,1107815
11020,1107825,1107822
11021,1107825,1107824
11022,1107825,1107735
11023,1107825,1107754
11024,1107826,1107817
11025,1107826,1107812
11026,1107826,1107813
11027,1107826,1107843
11028,1107826,1107844
11029,1107827,1107841
11030,1107827,1107845
11031,1107827,1107828
11032,1107827,1107818
11033,1107827,1107813
11034,1107827,1107814
11035,1107828,1107819
11036,1107828,1107801
11037,1107828,1107830
11038,1107828,1107829
11039,1107828,1107802
11040,1107828,1107811
11041,1107828,1107818
11042,1107828,1107827
11043,1107828,1107814
11044,1107829,1107830
11045,1107829,1107828
11046,1107829,1107815
11047,1107829,1107814
11048,1107829,1107753
11049,1107829,1107702
11050,1107830,1107801
11051,1107830,1107829
11052,1107830,1107828
11053,1107830,1107753
11054,1107830,1107703
11055,1107830,1107702
11056,1107831,1107845
11057,1107831,1107809
11058,1107831,1107924
11059,1107831,1107810
11060,1107833,1107835
11061,1107833,1107845
11062,1107833,1107816
11063,1107833,1107822
11064,1107833,1107823
11065,1107833,1107824
11066,1107833,1107754
11067,1107833,1107834
11068,1107834,1107835
11069,1107834,1107833
11070,1107834,1107754
11071,1107834,1107922
11072,1107834,1107708
11073,1107834,1107701
11074,1107834,1107716
11075,1107834,1107738
11076,1107835,1107845
11077,1107835,1107924
11078,1107835,1107927
11079,1107835,1107930
11080,1107835,1107928
11081,1107835,1107833
11082,1107835,1107834
11083,1107835,1107922
11084,1107836,1107845
11085,1107836,1107808
11086,1107836,1107817
11087,1107836,1107837
11088,1107836,1107804
11089,1107837,1107808
11090,1107837,1107817
11091,1107837,1107836
11092,1107837,1107806
11093,1107837,1107804
11094,1107837,1107838
11095,1107838,1107808
11096,1107838,1107806
11097,1107838,1107837
11098,1107838,1107804
11099,1107838,1107839
11100,1107838,1107724
11101,1107838,1107741
11102,1107838,1107704
11103,1107839,1107723
11104,1107839,1107808
11105,1107839,1107807
11106,1107839,1107838
11107,1107839,1107724
11108,1107840,1107841
11109,1107840,1107842
11110,1107840,1107813
11111,1107841,1107840
11112,1107841,1107842
11113,1107841,1107845
11114,1107841,1107827
11115,1107841,1107813
11116,1107842,1107841
11117,1107842,1107840
11118,1107842,1107845
11119,1107842,1107812
11120,1107842,1107813
11121,1107843,1107817
11122,1107843,1107826
11123,1107843,1107811
11124,1107843,1107818
11125,1107843,1107844
11126,1107844,1107826
11127,1107844,1107812
11128,1107844,1107818
11129,1107844,1107813
11130,1107844,1107843
11131,1107845,1107835
11132,1107845,1107841
11133,1107845,1107842
11134,1107845,1107831
11135,1107845,1107924
11136,1107845,1107808
11137,1107845,1107807
11138,1107845,1107817
11139,1107845,1107812
11140,1107845,1107836
11141,1107845,1107810
11142,1107845,1107737
11143,1107845,1107827
11144,1107845,1107816
11145,1107845,1107814
11146,1107845,1107822
11147,1107845,1107833
11148,1107901,1107934
11149,1107902,1107908
11150,1107903,1107904
11151,1107903,1107919
11152,1107903,1107921
11153,1107903,1107920
11154,1107903,1107935
11155,1107904,1107903
11156,1107904,1107921
11157,1107904,1107920
11158,1107905,1107909
11159,1107905,1107906
11160,1107906,1107909
11161,1107906,1107905
11162,1107907,1107926
11163,1107907,1106407
11164,1107907,1107908
11165,1107907,1107929
11166,1107907,1106408
11167,1107907,1106418
11168,1107907,1107917
11169,1107907,1107616
11170,1107908,1107909
11171,1107908,1106516
11172,1107908,1106407
11173,1107908,1107907
11174,1107908,1107929
11175,1107908,1107902
11176,1107909,1107935
11177,1107909,1106801
11178,1107909,1106811
11179,1107909,1107910
11180,1107909,1107905
11181,1107909,1107906
11182,1107909,1106516
11183,1107909,1107908
11184,1107909,1107929
11185,1107910,1107935
11186,1107910,1107909
11187,1107910,1106811
11188,1107910,1107932
11189,1107910,1107934
11190,1107911,1107912
11191,1107911,1107915
11192,1107911,1107916
11193,1107911,1107926
11194,1107911,1107614
11195,1107911,1107615
11196,1107911,1107918
11197,1107911,1107616
11198,1107912,1107914
11199,1107912,1107913
11200,1107912,1107911
11201,1107912,1107915
11202,1107912,1107614
11203,1107912,1107918
11204,1107913,1106011
11205,1107913,1107914
11206,1107913,1107912
11207,1107913,1107809
11208,1107913,1107923
11209,1107913,1106013
11210,1107913,1107614
11211,1107913,1107621
11212,1107914,1107912
11213,1107914,1107809
11214,1107914,1107913
11215,1107914,1107810
11216,1107914,1107737
11217,1107914,1107915
11218,1107915,1107914
11219,1107915,1107912
11220,1107915,1107737
11221,1107915,1107739
11222,1107915,1107911
11223,1107915,1107916
11224,1107916,1107739
11225,1107916,1107911
11226,1107916,1107915
11227,1107916,1107922
11228,1107916,1107926
11229,1107917,1107907
11230,1107918,1107912
11231,1107918,1107911
11232,1107919,1107903
11233,1107919,1107920
11234,1107919,1107935
11235,1107920,1107903
11236,1107920,1107904
11237,1107920,1107919
11238,1107920,1107921
11239,1107920,1107935
11240,1107920,1107936
11241,1107920,1107932
11242,1107921,1107903
11243,1107921,1107904
