src_SA2_MAIN16,nbr_SA2_MAIN16
106011112,106011113
106011112,106011107
106011113,106011109
106011113,106041127
106011113,106041126
106011113,106041129
106011113,106011110
106011113,106011107
106011113,106021117
106011113,106011112
106011113,103031075
106011113,115031299
106021114,106011109
106021114,106021116
106021114,106021115
106021114,106011111
106021114,106021117
106021115,106011109
106021115,106021118
106021115,106021114
106021115,106021116
106021115,106031123
106021116,106021114
106021116,106021115
106021116,106031123
106021116,106011110
106021116,106021117
106021117,106011113
106021117,106021114
106021117,106021116
106021117,106011110
106021117,106011107
106021117,106011111
106021118,106011109
106021118,106021115
106021118,106031122
106021118,106031123
106021118,111031223
106031119,106031120
106031119,106031121
106031119,106031125
106031120,106031119
106031120,106031121
106031120,106031125
106031121,106031120
106031121,106031119
106031122,106021118
106031122,106031123
106031122,106031125
106031122,111031223
106031123,106021118
106031123,106021116
106031123,106021115
106031123,106031122
106031123,106011110
106031123,106031125
106031124,108011151
106031124,106031125
106031125,106031124
106031125,108011151
106031125,106031120
106031125,106031119
106031125,106031122
106031125,106031123
106031125,106011110
106031125,111031232
106041126,106011113
106041126,106041127
106041127,103031073
106041127,106011113
106041127,106041126
106041127,106041129
106041127,103031075
106041128,106041129
106041129,103031073
106041129,103031074
106041129,105031099
106041129,110011189
106041129,106011113
106041129,106041127
106041129,106041128
106041129,110041201
106041129,110041205
106041129,106011110
106041129,108051167
107011131,107011132
107011131,107011545
107011131,107031136
107011131,107031137
107011131,107021135
107011132,107011545
107011132,107011134
107011132,107021135
107011132,107011131
107011133,107011545
107011133,107041548
107011133,107011546
107011133,107011134
107011133,107041549
107011134,107011132
107011134,107011545
107011134,107041146
107011134,107011133
107011134,107041549
107011134,107021135
107011545,107011132
107011545,107011546
107011545,107011133
107011545,107011134
107011545,107011131
107011546,107011545
107011546,107011547
107011546,107011133
107011547,107011546
107021135,107041147
107021135,107011132
107021135,107041146
107021135,107041144
107021135,107041145
107021135,107041148
107021135,107041150
107021135,114021288
107021135,107031136
107021135,107011134
107021135,114021285
107021135,114021286
107021135,123031445
107021135,123031446
107021135,107011131
107031136,107031140
107031136,114021288
107031136,107031141
107031136,107031137
107031136,107021135
107031136,107011131
107031137,107031141
107031137,107031136
107031137,107031142
107031137,107011131
107031138,107031140
107031138,107031139
107031139,107031140
107031139,107031138
107031139,107031141
107031140,114011272
107031140,107031138
107031140,114021288
107031140,107031139
107031140,107031141
107031140,107031136
107031141,107031140
107031141,107031139
107031141,107031136
107031141,107031137
107031141,107031142
107031141,107031143
107031142,107031141
107031142,107031137
107031142,107031143
107031143,107031141
107031143,107031142
107041144,107041146
107041144,107041145
107041144,107041548
107041144,107041549
107041144,107021135
107041145,107041144
107041145,107041150
107041145,107021135
107041146,107041144
107041146,107011134
107041146,107041549
107041146,107021135
107041147,123021439
107041147,128021533
107041147,128021537
107041147,107041148
107041147,107021135
107041147,123031446
107041148,107041147
107041148,107041150
107041148,107021135
107041150,107041145
107041150,107041148
107041150,107021135
107041548,107041144
107041548,107011133
107041548,107041549
107041549,107041146
107041549,107041144
107041549,107041548
107041549,107011133
107041549,107011134
108011151,108051170
108011151,106031124
108011151,108011153
108011151,106011110
108011151,106031125
108011151,108051167
108011152,108011153
108011152,108011154
108011153,108051168
108011153,108051170
108011153,108011151
108011153,108011152
108011153,108011154
108011154,108011153
108011154,108011152
108021155,108021156
108021156,108021160
108021156,108021157
108021156,110011189
108021156,110011187
108021156,104021083
108021156,108021159
108021156,108021155
108021156,108041165
108021157,108021158
108021157,108021156
108021157,108021159
108021158,108021157
108021158,108021159
108021159,108021157
108021159,104021090
108021159,108021158
108021159,108021156
108021159,104021083
108021160,108021156
108041162,108041165
108041162,108041166
108041162,108041163
108041162,108051170
108041163,108041162
108041163,108041166
108041163,108041164
108041164,108041165
108041164,108041166
108041164,108041163
108041165,110011189
108041165,108021156
108041165,108041162
108041165,108041166
108041165,108041164
108041165,108051170
108041166,108041162
108041166,108041165
108041166,108041163
108041166,108041164
108051167,110011189
108051167,106041129
108051167,108051170
108051167,108011151
108051167,106011110
108051168,108051169
108051168,108051170
108051168,108011153
108051169,108051168
108051169,108051170
108051169,108051171
108051170,110011189
108051170,108041162
108051170,108041165
108051170,108051168
108051170,108051169
108051170,108051171
108051170,108011151
108051170,108011153
108051170,108051167
108051171,108051169
108051171,108051170
109011172,109011174
109011172,109011175
109011172,109011173
109011172,109011176
109011173,109011174
109011173,109011175
109011173,109011176
109011173,109011172
109011174,109011175
109011174,109011173
109011174,109011172
109011175,113031271
109011175,109011174
109011175,109031181
109011175,109011173
109011175,109011176
109011175,109011172
109011175,113021260
109011176,109011175
109011176,109011173
109011176,109011172
109021177,109021179
109021177,113011257
109021177,105021098
109021177,109031183
109021178,109021179
109021179,109021177
109021179,109021178
109021179,105021098
109021179,109031183
109031180,109031181
109031181,113011259
109031181,113031271
109031181,109031180
109031181,109011175
109031181,109031185
109031182,109031183
109031183,109021177
109031183,109021179
109031183,113011257
109031183,109031184
109031183,109031182
109031183,109031185
109031184,109031183
109031185,113011257
109031185,113011259
109031185,109031181
109031185,109031183
110011186,110011188
110011186,110011187
110011187,110021192
110011187,110021190
110011187,104011081
110011187,110011188
110011187,110011189
110011187,110011186
110011187,108021156
110011187,104021083
110011187,104021087
110011188,110021192
110011188,110011189
110011188,110011187
110011188,110011186
110011188,110041205
110011189,110011188
110011189,110011187
110011189,108021156
110011189,106041129
110011189,110041205
110011189,108041165
110011189,108051170
110011189,108051167
110021190,110021192
110021190,110021194
110021190,104011081
110021190,110011187
110021191,110021193
110021191,110021192
110021192,110031196
110021192,110021193
110021192,110021191
110021192,110021194
110021192,110021190
110021192,110011188
110021192,110011187
110021192,110041205
110021193,110031196
110021193,110021192
110021193,110021191
110021193,110031198
110021193,110041205
110021194,110021192
110021194,110021190
110021194,104011081
110021194,112021245
110021194,112021247
110031195,110031196
110031196,110031195
110031196,110021193
110031196,110021192
110031196,110031198
110031196,105011096
110031197,110031198
110031198,110031196
110031198,110021193
110031198,105031099
110031198,110031197
110031198,110041200
110031198,110041205
110031198,105011094
110031198,105011096
110041199,110041200
110041200,105031099
110041200,110031198
110041200,110041199
110041200,110041201
110041200,110041205
110041201,105031099
110041201,110041200
110041201,106041129
110041201,110041205
110041202,110041205
110041202,110041203
110041202,110041204
110041203,110041205
110041203,110041202
110041203,110041204
110041204,110041205
110041204,110041202
110041204,110041203
110041205,110021193
110041205,110021192
110041205,110031198
110041205,110041200
110041205,110011188
110041205,110011189
110041205,106041129
110041205,110041201
110041205,110041202
110041205,110041203
110041205,110041204
111011206,111011210
111011206,111011208
111011206,111011211
111011206,111011213
111011206,111011207
111011207,111011206
111011208,111031228
111011208,111031222
111011208,111011210
111011208,111011211
111011208,111011209
111011208,111011206
111011209,111031222
111011209,111011210
111011209,111011208
111011209,111011214
111011209,111031233
111011209,111031225
111011209,111021215
111011209,111021217
111011210,111011208
111011210,111011213
111011210,111011214
111011210,111011209
111011210,111011206
111011211,111011208
111011211,111011206
111011212,102021050
111011213,111011210
111011213,111011214
111011213,111011206
111011214,111011210
111011214,111011213
111011214,111011209
111011214,111021215
111021215,111011214
111021215,111011209
111021215,111021221
111021215,111021219
111021215,111021217
111021216,111021218
111021217,111031226
111021217,111031233
111021217,111011209
111021217,111021221
111021217,111021215
111021218,106011109
111021218,102021050
111021218,111021220
111021218,111021221
111021218,111021219
111021218,102021045
111021218,102021049
111021218,111021216
111021219,111021220
111021219,111021221
111021219,111021215
111021219,111021218
111021220,111021219
111021220,111021218
111021221,106011109
111021221,111031226
111021221,111021219
111021221,111021215
111021221,111021217
111021221,111021218
111031222,111031228
111031222,111031224
111031222,111011208
111031222,111011209
111031222,111031225
111031223,106011109
111031223,106021118
111031223,106031122
111031223,111031231
111031223,111031226
111031224,111031235
111031224,111031227
111031224,111031228
111031224,111031222
111031224,111031229
111031224,111031225
111031224,111031234
111031225,111031231
111031225,111031222
111031225,111031224
111031225,111031233
111031225,111011209
111031225,111031234
111031226,106011109
111031226,111031231
111031226,111031223
111031226,111031233
111031226,111021221
111031226,111021217
111031227,111031235
111031227,111031230
111031227,111031231
111031227,111031224
111031227,111031234
111031228,111031222
111031228,111031229
111031228,111031224
111031228,111011208
111031229,111031235
111031229,111031228
111031229,111031224
111031230,111031235
111031230,111031232
111031230,111031227
111031231,111031227
111031231,111031226
111031231,111031223
111031231,111031233
111031231,111031225
111031231,111031234
111031232,106031125
111031232,111031230
111031233,111031231
111031233,111031226
111031233,111011209
111031233,111031225
111031233,111021217
111031234,111031227
111031234,111031231
111031234,111031224
111031234,111031225
111031235,111031230
111031235,111031227
111031235,111031229
111031235,111031224
112011236,112011242
112011236,112011237
112011237,112011236
112011237,112011242
112011237,112011240
112011237,112021249
112011237,112011238
112011237,112011241
112011238,112011240
112011238,112021249
112011238,112011237
112011238,112011243
112011238,112011239
112011239,112031253
112011239,112011240
112011239,112011238
112011239,112011243
112011240,112011242
112011240,112011237
112011240,112011238
112011240,112011239
112011241,112021249
112011241,112011237
112011241,104011082
112011241,112021245
112011242,112011236
112011242,112011240
112011242,112011237
112011243,112031252
112011243,112031253
112011243,112021249
112011243,112011238
112011243,112011239
112021244,112021245
112021245,112021249
112021245,112021244
112021245,104011082
112021245,112011241
112021245,110021194
112021245,104011081
112021245,112021247
112021246,112021249
112021246,112021248
112021247,112031252
112021247,112021249
112021247,110021194
112021247,112021245
112021248,112021249
112021248,112021246
112021249,112031252
112021249,112011237
112021249,112021248
112021249,112021246
112021249,112011238
112021249,112011243
112021249,112011241
112021249,112021245
112021249,112021247
112031250,112031252
112031250,112031253
112031250,112031550
112031250,112031551
112031251,112031252
112031252,112031251
112031252,112031250
112031252,112031253
112031252,112031254
112031252,112031551
112031252,112021249
112031252,112011243
112031252,112021247
112031253,112031252
112031253,112031250
112031253,112011243
112031253,112011239
112031254,112031252
112031254,112031551
112031550,112031250
112031550,112031551
112031550,112031552
112031551,112031252
112031551,112031250
112031551,112031254
112031551,112031550
112031552,112031550
113011256,113011257
113011257,103021069
113011257,109021177
113011257,105021098
113011257,105011093
113011257,103021062
113011257,113011258
113011257,113011256
113011257,113011259
113011257,109031183
113011257,109031185
113011258,113011257
113011258,113011259
113011259,103021069
113011259,113011257
113011259,113011258
113011259,113031266
113011259,113031271
113011259,109031181
113011259,109031185
113021260,113031271
113021260,109011175
113021260,101031016
113021260,101031015
113021260,113021262
113021261,113021262
113021262,113031271
113021262,101031015
113021262,113021260
113021262,101061542
113021262,113021261
113021262,113031264
113031263,113031265
113031263,113031266
113031263,101061542
113031263,101061544
113031263,113031264
113031264,113031265
113031264,113031271
113031264,113021262
113031264,101061542
113031264,113031263
113031265,113031266
113031265,113031271
113031265,113031263
113031265,113031264
113031266,103021069
113031266,113031265
113031266,113011259
113031266,113031271
113031266,101061544
113031266,113031263
113031267,113031268
113031267,113031269
113031267,113031270
113031267,113031271
113031268,113031267
113031268,113031270
113031268,113031271
113031269,113031267
113031269,113031270
113031269,113031271
113031270,113031267
113031270,113031268
113031270,113031269
113031270,113031271
113031271,113031267
113031271,113031268
113031271,113031265
113031271,113011259
113031271,113031266
113031271,113031269
113031271,113031270
113031271,109011175
113031271,109031181
113031271,113021260
113031271,113021262
113031271,113031264
114011272,114011277
114011272,107031140
114011272,114021288
114011272,114011281
114011272,114011274
114011272,114011275
114011273,114011281
114011273,114011276
114011273,114011278
114011273,114011274
114011274,114011272
114011274,114011277
114011274,114011273
114011274,114011278
114011275,114011272
114011275,114021288
114011275,114011281
114011275,101041024
114011275,101021007
114011275,114011283
114011275,101051540
114011276,114011281
114011276,114011279
114011276,114011273
114011277,114011272
114011277,114011281
114011277,114011278
114011277,114011274
114011278,114011277
114011278,114011281
114011278,114011273
114011278,114011274
114011279,114011280
114011279,114011281
114011279,114011276
114011280,114011281
114011280,114011279
114011280,114011283
114011281,114011272
114011281,114011277
114011281,114011280
114011281,114011279
114011281,114011276
114011281,114011273
114011281,114011278
114011281,114011283
114011281,114011275
114011282,114011283
114011283,114011280
114011283,114011281
114011283,101041024
114011283,114011275
114011283,114011282
114021284,114021288
114021284,114021286
114021284,114021287
114021284,114021289
114021285,114021286
114021285,123031447
114021285,107021135
114021285,123031445
114021285,114021289
114021286,114021288
114021286,114021285
114021286,107021135
114021286,114021284
114021286,114021289
114021287,114021288
114021287,114021284
114021287,114021289
114021288,114011272
114021288,107031140
114021288,107031136
114021288,114021286
114021288,107021135
114021288,114011275
114021288,101051540
114021288,114021284
114021288,114021287
114021288,114021289
114021289,114021288
114021289,124021456
114021289,114021285
114021289,114021286
114021289,123031447
114021289,101051540
114021289,114021284
114021289,114021287
115011290,115011556
115011290,115011296
115011290,115011553
115011290,115011291
115011290,125041491
115011290,125041494
115011290,125041490
115011291,115011557
115011291,115011553
115011291,115011559
115011291,116021309
115011291,115011290
115011291,116011307
115011291,125041494
115011294,115021297
115011294,115041302
115011294,115011555
115011294,115011554
115011294,115011559
115011296,126011496
115011296,115011554
115011296,115011556
115011296,115011558
115011296,115011290
115011296,125021476
115011296,125041490
115011553,115011555
115011553,115011557
115011553,115011556
115011553,115011291
115011553,115011290
115011554,115021297
115011554,115011555
115011554,115011294
115011554,115011556
115011554,115011296
115011554,115011558
115011555,115011554
115011555,115011557
115011555,115011294
115011555,115011556
115011555,115011553
115011555,115011559
115011556,115011555
115011556,115011554
115011556,115011296
115011556,115011553
115011556,115011290
115011557,115011555
115011557,115011553
115011557,115011291
115011557,115011559
115011558,121021406
115011558,115021297
115011558,126011496
115011558,115011554
115011558,115011296
115011559,115041302
115011559,115011555
115011559,115011557
115011559,115011294
115011559,115011291
115011559,116021309
115011559,116021310
115021297,121021406
115021297,121021403
115021297,121021578
115021297,115041301
115021297,115021298
115021297,102011030
115021297,115041302
115021297,115031299
115021297,115031300
115021297,115011554
115021297,115011294
115021297,115011558
115021298,121021403
115021298,115021297
115021298,102011030
115021298,121021404
115031299,115021297
115031299,106011109
115031299,106011113
115031299,102011030
115031299,103031075
115031299,124011451
115031299,115031300
115031300,115041301
115031300,115021297
115031300,124011451
115031300,115031299
115031300,124041466
115031300,124041467
115031300,124041468
115041301,115021297
115041301,116021312
115041301,115041302
115041301,115031300
115041301,124041467
115041302,115041301
115041302,115021297
115041302,116021312
115041302,115011294
115041302,115011559
115041302,116021310
116011303,116011304
116011303,116011561
116011303,116021563
116011303,116021309
116011303,116021562
116011303,116011560
116011303,116011308
116011303,116011307
116011304,116011306
116011304,116011561
116011304,116031314
116011304,116021312
116011304,116021563
116011304,116011303
116011306,116011304
116011306,116011561
116011306,116031319
116011306,116031318
116011306,116031314
116011307,115011291
116011307,116021309
116011307,125041493
116011307,116011308
116011307,116011303
116011307,125041494
116011308,116031318
116011308,125041493
116011308,116011560
116011308,116011307
116011308,116011303
116011308,125041588
116011308,125031482
116011560,116011561
116011560,116031318
116011560,116011308
116011560,116011303
116011561,116011306
116011561,116011304
116011561,116031318
116011561,116011560
116011561,116011303
116021309,115011291
116021309,115011559
116021309,116021310
116021309,116021562
116021309,116011307
116021309,116011303
116021310,116021312
116021310,116021563
116021310,115041302
116021310,115011559
116021310,116021309
116021310,116021562
116021312,116011304
116021312,115041301
116021312,116031313
116021312,116031314
116021312,116031315
116021312,116021563
116021312,115041302
116021312,116031316
116021312,124031458
116021312,124041467
116021312,124041468
116021312,116021310
116021562,116021563
116021562,116021309
116021562,116021310
116021562,116011303
116021563,116011304
116021563,116031314
116021563,116021312
116021563,116021310
116021563,116021562
116021563,116011303
116031313,116031317
116031313,116021312
116031313,116031315
116031313,116031316
116031314,116011306
116031314,116011304
116031314,116031319
116031314,116021312
116031314,116031315
116031314,116021563
116031315,116031317
116031315,116031313
116031315,116031319
116031315,116031314
116031315,116021312
116031316,116031317
116031316,116031313
116031316,116021312
116031316,124051581
116031316,124031458
116031317,116031313
116031317,116031319
116031317,116031315
116031317,116031316
116031317,124051580
116031317,124051581
116031318,116011306
116031318,116011561
116031318,116031319
116031318,124051469
116031318,124051580
116031318,127021518
116031318,116011560
116031318,116011308
116031318,125031482
116031318,127021521
116031319,116011306
116031319,116031317
116031319,116031318
116031319,116031314
116031319,116031315
116031319,124051580
117011320,118021350
117011320,117011321
117011320,117011323
117011320,117011324
117011321,117011325
117011321,117011322
117011321,117011323
117011321,117011320
117011322,118021565
117011322,117021328
117011322,117031330
117011322,117031338
117011322,118021564
117011322,117011325
117011322,117011321
117011322,117011323
117011323,118021350
117011323,118021568
117011323,118021565
117011323,117011322
117011323,117011321
117011323,117011320
117011324,118021350
117011324,117011320
117011325,117021328
117011325,119041375
117011325,119041380
117011325,117011322
117011325,117011321
117021326,117021327
117021326,117021328
117021326,120031394
117021326,119021364
117021326,119041375
117021326,117031332
117021327,120021388
117021327,117021326
117021327,120031394
117021327,117031332
117021328,117021326
117021328,119041375
117021328,117031332
117021328,117031330
117021328,117011325
117021328,117011322
117031329,118011345
117031329,117031336
117031329,117031333
117031329,117031337
117031330,117021328
117031330,117031332
117031330,117031335
117031330,117031338
117031330,117011322
117031331,120021388
117031331,117031334
117031331,117031332
117031331,117031335
117031332,120021388
117031332,117021327
117031332,117021326
117031332,117021328
117031332,117031331
117031332,117031334
117031332,117031330
117031332,117031335
117031333,118011345
117031333,118011343
117031333,117031329
117031333,117031337
117031334,117031331
117031334,117031337
117031334,117031332
117031334,117031335
117031335,118011345
117031335,117031336
117031335,117031331
117031335,117031334
117031335,117031337
117031335,117031332
117031335,117031330
117031335,117031338
117031336,118011345
117031336,117031329
117031336,117031337
117031336,117031335
117031337,117031336
117031337,117031329
117031337,117031334
117031337,117031333
117031337,117031335
117031338,118011345
117031338,117031330
117031338,117031335
117031338,118021564
117031338,117011322
118011339,118011340
118011339,118021348
118011339,118011341
118011339,118011343
118011340,118011339
118011340,118011346
118011340,118011344
118011340,118011343
118011341,118011339
118011341,118021348
118011341,118021569
118011341,118011342
118011341,118011347
118011341,118011343
118011342,118021569
118011342,118021570
118011342,118011341
118011342,118011347
118011342,118011345
118011342,118021564
118011343,118011339
118011343,118011340
118011343,118011346
118011343,118011341
118011343,118011347
118011343,118011345
118011343,117031333
118011344,118011340
118011344,118011346
118011345,118011342
118011345,118011347
118011345,118011343
118011345,117031336
118011345,117031329
118011345,117031333
118011345,117031335
118011345,117031338
118011345,118021564
118011346,118011340
118011346,118011344
118011346,118011343
118011347,118011342
118011347,118011341
118011347,118011345
118011347,118011343
118021348,118011339
118021348,118021566
118021348,118021569
118021348,118021570
118021348,118011341
118021350,118021567
118021350,118021568
118021350,117011323
118021350,117011320
118021350,117011324
118021564,118021565
118021564,118021570
118021564,118011342
118021564,118011345
118021564,117031338
118021564,117011322
118021565,118021568
118021565,118021566
118021565,118021570
118021565,118021564
118021565,117011322
118021565,117011323
118021566,118021567
118021566,118021568
118021566,118021565
118021566,118021348
118021566,118021570
118021567,118021350
118021567,118021568
118021567,118021566
118021568,118021350
118021568,118021567
118021568,118021566
118021568,118021565
118021568,117011323
118021569,118021348
118021569,118021570
118021569,118011342
118021569,118011341
118021570,118021566
118021570,118021565
118021570,118021348
118021570,118021569
118021570,118011342
118021570,118021564
119011354,119011356
119011354,127031523
119011354,125031480
119011354,125031479
119011354,127021513
119011354,127021511
119011354,119011361
119011355,120031575
119011355,125011586
119011355,125011475
119011355,125011587
119011355,119011361
119011355,119011571
119011355,119011357
119011356,127031523
119011356,119011360
119011356,119011572
119011356,119011354
119011356,119011361
119011356,119011571
119011356,119011359
119011357,120031575
119011357,119011571
119011357,119011355
