,SA2_MAIN16,Neighbour0
1353,115011556,115011296
1354,115011556,115011553
1355,115011556,115011290
1356,115011557,115011555
1357,115011557,115011553
1358,115011557,115011291
1359,115011557,115011559
1360,115011558,121021406
1361,115011558,115021297
1362,115011558,126011496
1363,115011558,115011554
1364,115011558,115011296
1365,115011559,115041302
1366,115011559,115011555
1367,115011559,115011557
1368,115011559,115011294
1369,115011559,115011291
1370,115011559,116021309
1371,115011559,116021310
1372,115021297,121021406
1373,115021297,121021403
1374,115021297,121021578
1375,115021297,115041301
1376,115021297,115021298
1377,115021297,102011030
1378,115021297,115041302
1379,115021297,115031299
1380,115021297,115031300
1381,115021297,115011554
1382,115021297,115011294
1383,115021297,115011558
1384,115021298,121021403
1385,115021298,115021297
1386,115021298,102011030
1387,115021298,121021404
1388,115031299,115021297
1389,115031299,106011109
1390,115031299,106011113
1391,115031299,102011030
1392,115031299,103031075
1393,115031299,124011451
1394,115031299,115031300
1395,115031300,115041301
1396,115031300,115021297
1397,115031300,124011451
1398,115031300,115031299
1399,115031300,124041466
1400,115031300,124041467
1401,115031300,124041468
1402,115041301,115021297
1403,115041301,116021312
1404,115041301,115041302
1405,115041301,115031300
1406,115041301,124041467
1407,115041302,115041301
1408,115041302,115021297
1409,115041302,116021312
1410,115041302,115011294
1411,115041302,115011559
1412,115041302,116021310
1413,116011303,116011304
1414,116011303,116011561
1415,116011303,116021563
1416,116011303,116021309
1417,116011303,116021562
1418,116011303,116011560
1419,116011303,116011308
1420,116011303,116011307
1421,116011304,116011306
1422,116011304,116011561
1423,116011304,116031314
1424,116011304,116021312
1425,116011304,116021563
1426,116011304,116011303
1427,116011306,116011304
1428,116011306,116011561
1429,116011306,116031319
1430,116011306,116031318
1431,116011306,116031314
1432,116011307,115011291
1433,116011307,116021309
1434,116011307,125041493
1435,116011307,116011308
1436,116011307,116011303
1437,116011307,125041494
1438,116011308,116031318
1439,116011308,125041493
1440,116011308,116011560
1441,116011308,116011307
1442,116011308,116011303
1443,116011308,125041588
1444,116011308,125031482
1445,116011560,116011561
1446,116011560,116031318
1447,116011560,116011308
1448,116011560,116011303
1449,116011561,116011306
1450,116011561,116011304
1451,116011561,116031318
1452,116011561,116011560
1453,116011561,116011303
1454,116021309,115011291
1455,116021309,115011559
1456,116021309,116021310
1457,116021309,116021562
1458,116021309,116011307
1459,116021309,116011303
1460,116021310,116021312
1461,116021310,116021563
1462,116021310,115041302
1463,116021310,115011559
1464,116021310,116021309
1465,116021310,116021562
1466,116021312,116011304
1467,116021312,115041301
1468,116021312,116031313
1469,116021312,116031314
1470,116021312,116031315
1471,116021312,116021563
1472,116021312,115041302
1473,116021312,116031316
1474,116021312,124031458
1475,116021312,124041467
1476,116021312,124041468
1477,116021312,116021310
1478,116021562,116021563
1479,116021562,116021309
1480,116021562,116021310
1481,116021562,116011303
1482,116021563,116011304
1483,116021563,116031314
1484,116021563,116021312
1485,116021563,116021310
1486,116021563,116021562
1487,116021563,116011303
1488,116031313,116031317
1489,116031313,116021312
1490,116031313,116031315
1491,116031313,116031316
1492,116031314,116011306
1493,116031314,116011304
1494,116031314,116031319
1495,116031314,116021312
1496,116031314,116031315
1497,116031314,116021563
1498,116031315,116031317
1499,116031315,116031313
1500,116031315,116031319
1501,116031315,116031314
1502,116031315,116021312
1503,116031316,116031317
1504,116031316,116031313
1505,116031316,116021312
1506,116031316,124051581
1507,116031316,124031458
1508,116031317,116031313
1509,116031317,116031319
1510,116031317,116031315
1511,116031317,116031316
1512,116031317,124051580
1513,116031317,124051581
1514,116031318,116011306
1515,116031318,116011561
1516,116031318,116031319
1517,116031318,124051469
1518,116031318,124051580
1519,116031318,127021518
1520,116031318,116011560
1521,116031318,116011308
1522,116031318,125031482
1523,116031318,127021521
1524,116031319,116011306
1525,116031319,116031317
1526,116031319,116031318
1527,116031319,116031314
1528,116031319,116031315
1529,116031319,124051580
1530,117011320,118021350
1531,117011320,117011321
1532,117011320,117011323
1533,117011320,117011324
1534,117011321,117011325
1535,117011321,117011322
1536,117011321,117011323
1537,117011321,117011320
1538,117011322,118021565
1539,117011322,117021328
1540,117011322,117031330
1541,117011322,117031338
1542,117011322,118021564
1543,117011322,117011325
1544,117011322,117011321
1545,117011322,117011323
1546,117011323,118021350
1547,117011323,118021568
1548,117011323,118021565
1549,117011323,117011322
1550,117011323,117011321
1551,117011323,117011320
1552,117011324,118021350
1553,117011324,117011320
1554,117011325,117021328
1555,117011325,119041375
1556,117011325,119041380
1557,117011325,117011322
1558,117011325,117011321
1559,117021326,117021327
1560,117021326,117021328
1561,117021326,120031394
1562,117021326,119021364
1563,117021326,119041375
1564,117021326,117031332
1565,117021327,120021388
1566,117021327,117021326
1567,117021327,120031394
1568,117021327,117031332
1569,117021328,117021326
1570,117021328,119041375
1571,117021328,117031332
1572,117021328,117031330
1573,117021328,117011325
1574,117021328,117011322
1575,117031329,118011345
1576,117031329,117031336
1577,117031329,117031333
1578,117031329,117031337
1579,117031330,117021328
1580,117031330,117031332
1581,117031330,117031335
1582,117031330,117031338
1583,117031330,117011322
1584,117031331,120021388
1585,117031331,117031334
1586,117031331,117031332
1587,117031331,117031335
1588,117031332,120021388
1589,117031332,117021327
1590,117031332,117021326
1591,117031332,117021328
1592,117031332,117031331
1593,117031332,117031334
1594,117031332,117031330
1595,117031332,117031335
1596,117031333,118011345
1597,117031333,118011343
1598,117031333,117031329
1599,117031333,117031337
1600,117031334,117031331
1601,117031334,117031337
1602,117031334,117031332
1603,117031334,117031335
1604,117031335,118011345
1605,117031335,117031336
1606,117031335,117031331
1607,117031335,117031334
1608,117031335,117031337
1609,117031335,117031332
1610,117031335,117031330
1611,117031335,117031338
1612,117031336,118011345
1613,117031336,117031329
1614,117031336,117031337
1615,117031336,117031335
1616,117031337,117031336
1617,117031337,117031329
1618,117031337,117031334
1619,117031337,117031333
1620,117031337,117031335
1621,117031338,118011345
1622,117031338,117031330
1623,117031338,117031335
1624,117031338,118021564
1625,117031338,117011322
1626,118011339,118011340
1627,118011339,118021348
1628,118011339,118011341
1629,118011339,118011343
1630,118011340,118011339
1631,118011340,118011346
1632,118011340,118011344
1633,118011340,118011343
1634,118011341,118011339
1635,118011341,118021348
1636,118011341,118021569
1637,118011341,118011342
1638,118011341,118011347
1639,118011341,118011343
1640,118011342,118021569
1641,118011342,118021570
1642,118011342,118011341
1643,118011342,118011347
1644,118011342,118011345
1645,118011342,118021564
1646,118011343,118011339
1647,118011343,118011340
1648,118011343,118011346
1649,118011343,118011341
1650,118011343,118011347
1651,118011343,118011345
1652,118011343,117031333
1653,118011344,118011340
1654,118011344,118011346
1655,118011345,118011342
1656,118011345,118011347
1657,118011345,118011343
1658,118011345,117031336
1659,118011345,117031329
1660,118011345,117031333
1661,118011345,117031335
1662,118011345,117031338
1663,118011345,118021564
1664,118011346,118011340
1665,118011346,118011344
1666,118011346,118011343
1667,118011347,118011342
1668,118011347,118011341
1669,118011347,118011345
1670,118011347,118011343
1671,118021348,118011339
1672,118021348,118021566
1673,118021348,118021569
1674,118021348,118021570
1675,118021348,118011341
1676,118021350,118021567
1677,118021350,118021568
1678,118021350,117011323
1679,118021350,117011320
1680,118021350,117011324
1681,118021564,118021565
1682,118021564,118021570
1683,118021564,118011342
1684,118021564,118011345
1685,118021564,117031338
1686,118021564,117011322
1687,118021565,118021568
1688,118021565,118021566
1689,118021565,118021570
1690,118021565,118021564
1691,118021565,117011322
1692,118021565,117011323
1693,118021566,118021567
1694,118021566,118021568
1695,118021566,118021565
1696,118021566,118021348
1697,118021566,118021570
1698,118021567,118021350
1699,118021567,118021568
1700,118021567,118021566
1701,118021568,118021350
1702,118021568,118021567
1703,118021568,118021566
1704,118021568,118021565
1705,118021568,117011323
1706,118021569,118021348
1707,118021569,118021570
1708,118021569,118011342
1709,118021569,118011341
1710,118021570,118021566
1711,118021570,118021565
1712,118021570,118021348
1713,118021570,118021569
1714,118021570,118011342
1715,118021570,118021564
1716,119011354,119011356
1717,119011354,127031523
1718,119011354,125031480
1719,119011354,125031479
1720,119011354,127021513
1721,119011354,127021511
1722,119011354,119011361
1723,119011355,120031575
1724,119011355,125011586
1725,119011355,125011475
1726,119011355,125011587
1727,119011355,119011361
1728,119011355,119011571
1729,119011355,119011357
1730,119011356,127031523
1731,119011356,119011360
1732,119011356,119011572
1733,119011356,119011354
1734,119011356,119011361
1735,119011356,119011571
1736,119011356,119011359
1737,119011357,120031575
1738,119011357,119011571
1739,119011357,119011355
1740,119011357,119021573
1741,119011357,120031576
1742,119011357,119021362
1743,119011357,119021366
1744,119011357,119021574
1745,119011358,119011360
1746,119011358,119011572
1747,119011358,119021366
1748,119011358,119031373
1749,119011359,119011356
1750,119011359,127031523
1751,119011359,119011360
1752,119011359,127031524
1753,119011359,128021535
1754,119011360,119011356
1755,119011360,119011358
1756,119011360,119011572
1757,119011360,119011359
1758,119011361,119011356
1759,119011361,119011354
1760,119011361,125031479
1761,119011361,125011587
1762,119011361,119011571
1763,119011361,119011355
1764,119011571,119011356
1765,119011571,119011572
1766,119011571,119011361
1767,119011571,119011355
1768,119011571,119011357
1769,119011571,119021366
1770,119011572,119011356
1771,119011572,119011360
1772,119011572,119011358
1773,119011572,119011571
1774,119011572,119021366
1775,119021362,119011357
1776,119021362,119021573
1777,119021362,120031576
1778,119021362,120031393
1779,119021362,119021363
1780,119021362,119021364
1781,119021362,119021367
1782,119021363,119021362
1783,119021363,120031393
1784,119021363,120031392
1785,119021363,119021364
1786,119021364,119021362
1787,119021364,117021326
1788,119021364,119021363
1789,119021364,120031392
1790,119021364,120031394
1791,119021364,119041375
1792,119021364,119041377
1793,119021364,119021367
1794,119021364,119031370
1795,119021366,119011358
1796,119021366,119011572
1797,119021366,119011571
1798,119021366,119011357
1799,119021366,119031373
1800,119021366,119021574
1801,119021366,119021367
1802,119021367,119021573
1803,119021367,119021362
1804,119021367,119021364
1805,119021367,119021366
1806,119021367,119031373
1807,119021367,119021574
1808,119021367,119031370
1809,119021573,119011357
1810,119021573,119021362
1811,119021573,119021574
1812,119021573,119021367
1813,119021574,119011357
1814,119021574,119021573
1815,119021574,119021366
1816,119021574,119021367
1817,119031368,119041376
1818,119031368,119041377
1819,119031368,119031370
1820,119031368,119031369
1821,119031368,119031371
1822,119031368,119031374
1823,119031368,119041379
1824,119031369,119031368
1825,119031369,119031372
1826,119031369,119031370
1827,119031369,119031371
1828,119031369,119031374
1829,119031370,119021364
1830,119031370,119031368
1831,119031370,119041377
1832,119031370,119031372
1833,119031370,119031373
1834,119031370,119021367
1835,119031370,119031369
1836,119031371,119031368
1837,119031371,119031369
1838,119031371,119031374
1839,119031372,119031373
1840,119031372,119031370
1841,119031372,119031369
1842,119031373,119011358
1843,119031373,119031372
1844,119031373,119021366
1845,119031373,119021367
1846,119031373,119031370
1847,119031374,119031368
1848,119031374,119031369
1849,119031374,119031371
1850,119031374,128011531
1851,119031374,119041379
1852,119041375,117021326
1853,119041375,117021328
1854,119041375,119021364
1855,119041375,119041380
1856,119041375,119041376
1857,119041375,119041381
1858,119041375,119041377
1859,119041375,117011325
1860,119041376,119041375
1861,119041376,119041378
1862,119041376,119031368
1863,119041376,119041381
1864,119041376,119041377
1865,119041376,119041379
1866,119041377,119021364
1867,119041377,119041375
1868,119041377,119031368
1869,119041377,119041376
1870,119041377,119031370
1871,119041378,119041380
1872,119041378,119041376
1873,119041378,119041381
1874,119041378,119041382
1875,119041378,119041379
1876,119041379,119041378
1877,119041379,119031368
1878,119041379,119041376
1879,119041379,119041382
1880,119041379,119031374
1881,119041380,119041375
1882,119041380,119041378
1883,119041380,119041381
1884,119041380,119041382
1885,119041380,117011325
1886,119041381,119041375
1887,119041381,119041378
1888,119041381,119041380
1889,119041381,119041376
1890,119041382,119041378
1891,119041382,119041380
1892,119041382,119041379
1893,120011383,120011386
1894,120011383,120031391
1895,120011383,120031575
1896,120011383,120011384
1897,120011384,120031575
1898,120011384,120031396
1899,120011384,120011383
1900,120011384,125011473
1901,120011385,120011386
1902,120011386,120011385
1903,120011386,120031391
1904,120011386,120011383
1905,120011386,120031390
1906,120011386,120031395
1907,120021387,120021389
1908,120021388,120021389
1909,120021388,117021327
1910,120021388,120031395
1911,120021388,120031394
1912,120021388,117031331
1913,120021388,117031332
1914,120021389,120021388
1915,120021389,120021387
1916,120021389,120031395
1917,120031390,120011386
1918,120031390,120031391
1919,120031390,120031393
1920,120031390,120031392
1921,120031390,120031395
1922,120031390,120031394
1923,120031391,120011386
1924,120031391,120031575
1925,120031391,120011383
1926,120031391,120031393
1927,120031391,120031390
1928,120031392,120031393
1929,120031392,119021363
1930,120031392,120031390
1931,120031392,120031394
1932,120031392,119021364
1933,120031393,120031391
1934,120031393,120031575
1935,120031393,120031576
1936,120031393,119021362
1937,120031393,119021363
1938,120031393,120031392
1939,120031393,120031390
1940,120031394,120021388
1941,120031394,117021327
1942,120031394,117021326
1943,120031394,120031392
1944,120031394,120031390
1945,120031394,120031395
1946,120031394,119021364
1947,120031395,120011386
1948,120031395,120021388
1949,120031395,120021389
1950,120031395,120031390
1951,120031395,120031394
1952,120031396,120031575
1953,120031396,120011384
1954,120031396,125011473
1955,120031396,125011586
1956,120031396,125011475
1957,120031575,120031391
1958,120031575,120031396
1959,120031575,120011383
1960,120031575,120011384
1961,120031575,125011475
1962,120031575,119011355
1963,120031575,119011357
1964,120031575,120031576
1965,120031575,120031393
1966,120031576,120031575
1967,120031576,119011357
1968,120031576,119021362
1969,120031576,120031393
1970,121011398,121011399
1971,121011398,121011402
1972,121011398,121031408
1973,121011398,121011401
1974,121011398,121011400
1975,121011399,126021501
1976,121011399,121011398
1977,121011399,121031408
1978,121011399,121011400
1979,121011400,121011399
1980,121011400,121011398
1981,121011400,121011401
1982,121011400,121041414
1983,121011401,121011398
1984,121011401,121011402
1985,121011401,121011400
1986,121011401,121041413
1987,121011401,121041414
1988,121011402,121011398
1989,121011402,121031408
1990,121011402,121011401
1991,121011402,121041413
1992,121021403,121021578
1993,121021403,121031412
1994,121021403,121031411
1995,121021403,121021577
1996,121021403,115021297
1997,121021403,115021298
1998,121021403,121021404
1999,121021404,121021403
2000,121021404,115021298
2001,121021406,121021578
2002,121021406,121031412
2003,121021406,121021577
2004,121021406,121021579
2005,121021406,115021297
2006,121021406,126011496
2007,121021406,115011558
2008,121021577,121021406
2009,121021577,121021403
2010,121021577,121021578
2011,121021577,121031412
2012,121021577,121021579
2013,121021578,121021406
2014,121021578,121021403
2015,121021578,121021577
2016,121021578,115021297
2017,121021579,121021406
2018,121021579,121031412
2019,121021579,121021577
2020,121031407,126021500
2021,121031407,121031408
2022,121031407,122031427
2023,121031407,121031409
2024,121031407,122031428
2025,121031407,121031410
2026,121031408,126021501
2027,121031408,126021500
2028,121031408,121011399
2029,121031408,121011398
2030,121031408,121011402
2031,121031408,122031427
2032,121031408,121031407
2033,121031409,121031411
2034,121031409,126021500
2035,121031409,121031407
2036,121031409,121031410
2037,121031410,121031411
2038,121031410,121031407
2039,121031410,121031409
2040,121031410,122031428
2041,121031410,122031432
2042,121031411,121021403
2043,121031411,121031412
2044,121031411,126021500
2045,121031411,126011495
2046,121031411,126011496
2047,121031411,121031409
2048,121031411,121031410
2049,121031411,122031432
2050,121031412,121021406
2051,121031412,121021403
2052,121031412,121031411
2053,121031412,121021577
2054,121031412,121021579
2055,121031412,126011496
2056,121041413,121041415
2057,121041413,121041416
2058,121041413,121011402
2059,121041413,121011401
2060,121041413,121041414
2061,121041414,121041416
2062,121041414,121011401
2063,121041414,121011400
2064,121041414,121041413
2065,121041414,121041417
2066,121041415,121041413
2067,121041416,121041413
2068,121041416,121041414
2069,121041416,121041417
2070,121041417,121041416
2071,121041417,121041414
2072,122011418,122031430
2073,122011418,122011419
2074,122011418,122031427
2075,122011419,122031430
2076,122011419,122031429
2077,122011419,122011418
2078,122021420,122021422
2079,122021421,122021423
2080,122021421,122031432
2081,122021422,122021423
2082,122021422,122021420
2083,122021423,122021421
2084,122021423,122021422
2085,122031424,122031430
2086,122031424,122031429
2087,122031424,122031426
2088,122031424,122031425
2089,122031424,122031428
2090,122031425,122031426
2091,122031425,122031424
2092,122031425,122031431
2093,122031425,122031428
2094,122031425,122031432
2095,122031426,122031429
2096,122031426,122031424
2097,122031426,122031425
2098,122031426,122031431
2099,122031427,122031430
2100,122031427,122011418
2101,122031427,121031408
2102,122031427,121031407
2103,122031427,122031428
2104,122031428,122031430
2105,122031428,122031424
2106,122031428,122031425
2107,122031428,122031427
2108,122031428,121031407
2109,122031428,121031410
2110,122031428,122031432
2111,122031429,122031430
2112,122031429,122031426
2113,122031429,122031424
2114,122031429,122011419
2115,122031430,122031429
2116,122031430,122031424
2117,122031430,122011419
2118,122031430,122011418
2119,122031430,122031427
2120,122031430,122031428
2121,122031431,122031426
2122,122031431,122031425
2123,122031432,121031411
2124,122031432,122021421
2125,122031432,122031425
2126,122031432,122031428
2127,122031432,121031410
2128,123011433,123011434
2129,123011433,123011435
2130,123011433,123031448
2131,123011433,127011506
2132,123011433,123031446
2133,123011434,123011433
2134,123011434,123011435
2135,123011434,127011506
2136,123011435,123021437
2137,123011435,123021438
2138,123011435,123011433
2139,123011435,123011434
2140,123011435,123021444
2141,123011435,127011506
2142,123011435,123031446
2143,123021436,123021437
2144,123021436,123021439
2145,123021436,123021441
2146,123021436,123021444
2147,123021436,123031446
2148,123021437,123021438
2149,123021437,123021436
2150,123021437,123021441
2151,123021437,123021443
2152,123021437,123011435
2153,123021437,123021444
2154,123021438,123021437
2155,123021438,123021440
2156,123021438,123021443
2157,123021438,123011435
2158,123021438,127011506
2159,123021439,123021436
2160,123021439,123021441
2161,123021439,107041147
2162,123021439,127031524
2163,123021439,128021533
2164,123021439,128021535
2165,123021439,128021607
2166,123021439,123031446
2167,123021440,127031600
2168,123021440,123021438
2169,123021440,123021441
2170,123021440,123021443
2171,123021440,127011506
2172,123021440,123021442
2173,123021440,127031524
2174,123021440,127031522
2175,123021441,123021437
2176,123021441,123021436
2177,123021441,123021440
2178,123021441,123021439
2179,123021441,123021443
2180,123021441,127031524
2181,123021442,123021440
2182,123021442,127031524
2183,123021442,127031522
2184,123021443,123021437
2185,123021443,123021438
2186,123021443,123021440
2187,123021443,123021441
2188,123021444,123021437
2189,123021444,123021436
2190,123021444,123011435
2191,123021444,123031446
2192,123031445,114021285
2193,123031445,123031447
2194,123031445,107021135
2195,123031445,123031446
2196,123031446,123021436
2197,123031446,123021439
2198,123031446,123011433
2199,123031446,123011435
2200,123031446,123021444
2201,123031446,123031448
2202,123031446,107041147
2203,123031446,123031447
2204,123031446,107021135
2205,123031446,123031445
2206,123031447,123031448
2207,123031447,124021456
2208,123031447,114021285
2209,123031447,123031445
2210,123031447,123031446
2211,123031447,114021289
2212,123031448,123011433
2213,123031448,127011506
2214,123031448,124031465
2215,123031448,127011505
2216,123031448,124021456
2217,123031448,123031447
2218,123031448,123031446
2219,124011449,103031075
2220,124011449,124011451
2221,124011449,103011061
2222,124011449,103031071
2223,124011449,124011452
2224,124011449,124021456
2225,124011450,124031459
2226,124011450,124011454
2227,124011450,124021456
2228,124011451,124011453
2229,124011451,124011455
2230,124011451,103031075
2231,124011451,115031299
2232,124011451,124011454
2233,124011451,115031300
2234,124011451,124041468
2235,124011451,124011449
2236,124011451,124011452
2237,124011452,124011455
2238,124011452,124011451
2239,124011452,124011449
2240,124011452,124021456
2241,124011453,124011455
2242,124011453,124011451
2243,124011453,124011454
2244,124011453,124021456
2245,124011454,124031459
2246,124011454,124011450
2247,124011454,124011453
2248,124011454,124011451
2249,124011454,124031458
2250,124011454,124041468
2251,124011454,124021456
2252,124011455,124011453
2253,124011455,124011451
2254,124011455,124011452
2255,124011455,124021456
2256,124021456,124031459
2257,124021456,124011450
2258,124021456,124011453
2259,124021456,124011455
2260,124021456,123031448
2261,124021456,124031465
2262,124021456,124031463
2263,124021456,124011454
2264,124021456,103011061
2265,124021456,124011449
2266,124021456,124011452
2267,124021456,123031447
2268,124021456,101051540
2269,124021456,114021289
2270,124031457,124031464
2271,124031457,124031462
2272,124031457,124051581
2273,124031457,124031458
2274,124031458,124031464
2275,124031458,124031459
2276,124031458,116021312
2277,124031458,124031457
2278,124031458,116031316
2279,124031458,124051581
2280,124031458,124011454
2281,124031458,124041468
2282,124031459,124031461
2283,124031459,124031464
2284,124031459,124011450
2285,124031459,124031460
2286,124031459,124031463
2287,124031459,124011454
2288,124031459,124031458
2289,124031459,124021456
2290,124031460,124031461
2291,124031460,124031459
2292,124031460,124031463
2293,124031461,124031464
2294,124031461,124031459
2295,124031461,124031462
2296,124031461,124031460
2297,124031461,124031463
2298,124031462,124031461
2299,124031462,124031464
2300,124031462,124031457
2301,124031462,124051581
2302,124031462,124031463
2303,124031463,124031461
2304,124031463,124031459
2305,124031463,124031462
2306,124031463,124051470
2307,124031463,124051469
2308,124031463,124051581
2309,124031463,124031465
2310,124031463,124031460
2311,124031463,127011592
2312,124031463,127011505
2313,124031463,127021518
2314,124031463,124021456
2315,124031464,124031461
2316,124031464,124031459
2317,124031464,124031462
2318,124031464,124031457
2319,124031464,124031458
2320,124031465,123031448
2321,124031465,124031463
2322,124031465,127011505
2323,124031465,124021456
2324,124041466,115031300
2325,124041466,124041467
2326,124041466,124041468
2327,124041467,115041301
2328,124041467,116021312
2329,124041467,115031300
2330,124041467,124041466
2331,124041467,124041468
2332,124041468,116021312
2333,124041468,124011451
2334,124041468,124011454
2335,124041468,115031300
2336,124041468,124031458
2337,124041468,124041466
2338,124041468,124041467
2339,124051469,116031318
2340,124051469,124051470
2341,124051469,124051580
2342,124051469,124031463
2343,124051469,127021518
2344,124051470,124051469
2345,124051470,124051580
2346,124051470,124051581
2347,124051470,124031463
2348,124051580,116031317
2349,124051580,116031319
2350,124051580,116031318
2351,124051580,124051470
2352,124051580,124051469
2353,124051580,124051581
2354,124051581,116031317
2355,124051581,124031462
2356,124051581,124031457
2357,124051581,116031316
2358,124051581,124051470
2359,124051581,124051580
2360,124051581,124031463
2361,124051581,124031458
2362,125011473,120031396
2363,125011473,120011384
2364,125011473,125021477
2365,125011473,125011586
2366,125011473,125041492
2367,125011473,125011583
2368,125011475,120031575
2369,125011475,120031396
2370,125011475,125011586
2371,125011475,119011355
2372,125011582,125011586
2373,125011582,125031483
2374,125011582,125031481
2375,125011582,125011584
2376,125011582,125011583
2377,125011583,125011473
2378,125011583,125011586
2379,125011583,125041492
2380,125011583,125031481
2381,125011583,125011582
2382,125011584,125031479
2383,125011584,125011586
2384,125011584,125031483
2385,125011584,125011582
2386,125011584,125011587
2387,125011584,125011585
2388,125011585,125011586
2389,125011585,125011584
2390,125011585,125011587
2391,125011586,120031396
2392,125011586,125011473
2393,125011586,125011475
2394,125011586,125011584
2395,125011586,125011582
2396,125011586,125011587
2397,125011586,125011583
2398,125011586,125011585
2399,125011586,119011355
2400,125011587,125031479
2401,125011587,125011586
2402,125011587,125011584
2403,125011587,125011585
2404,125011587,119011361
2405,125011587,119011355
2406,125021476,126021497
2407,125021476,126011495
2408,125021476,126011496
2409,125021476,115011296
2410,125021476,125021478
2411,125021476,125041489
2412,125021476,125041490
2413,125021477,126021503
2414,125021477,126021497
2415,125021477,125021478
2416,125021477,125041489
2417,125021477,125011473
2418,125021477,125041492
2419,125021478,126021497
2420,125021478,125021477
2421,125021478,125021476
2422,125021478,125041489
2423,125031479,125031480
2424,125031479,119011354
2425,125031479,125031483
2426,125031479,125011584
2427,125031479,125011587
2428,125031479,119011361
2429,125031480,119011354
2430,125031480,125031479
2431,125031480,125031484
2432,125031480,125031483
2433,125031480,127021513
2434,125031480,127021515
2435,125031480,125031487
2436,125031481,125031484
2437,125031481,125031485
2438,125031481,125031483
2439,125031481,125041492
2440,125031481,125011582
2441,125031481,125011583
2442,125031482,116031318
2443,125031482,116011308
2444,125031482,125041588
2445,125031482,125031486
2446,125031482,125031484
2447,125031482,125031485
2448,125031482,125041589
2449,125031482,127021519
2450,125031482,127021521
2451,125031483,125031480
2452,125031483,125031479
2453,125031483,125031484
2454,125031483,125031485
2455,125031483,125031481
2456,125031483,125011584
2457,125031483,125011582
2458,125031484,125031480
2459,125031484,125031486
2460,125031484,125031485
2461,125031484,125031482
2462,125031484,125031483
2463,125031484,125031481
2464,125031484,125031487
2465,125031485,125041588
2466,125031485,125031484
2467,125031485,125031482
2468,125031485,125041589
2469,125031485,125031483
2470,125031485,125041492
2471,125031485,125031481
2472,125031486,125031484
2473,125031486,125031482
2474,125031486,127021519
2475,125031486,127021515
2476,125031486,125031487
2477,125031487,125031480
2478,125031487,125031486
2479,125031487,125031484
2480,125031487,127021515
2481,125041489,125041491
2482,125041489,125021477
2483,125041489,125021478
2484,125041489,125021476
2485,125041489,125041490
2486,125041489,125041492
2487,125041490,115011296
2488,125041490,125041491
2489,125041490,115011290
2490,125041490,125021476
2491,125041490,125041489
2492,125041491,125041493
2493,125041491,115011290
2494,125041491,125041494
2495,125041491,125041489
2496,125041491,125041490
2497,125041491,125041589
2498,125041491,125041492
2499,125041492,125041491
2500,125041492,125021477
2501,125041492,125041489
2502,125041492,125031485
2503,125041492,125041589
2504,125041492,125011473
2505,125041492,125031481
2506,125041492,125011583
2507,125041493,116011308
2508,125041493,125041491
2509,125041493,116011307
2510,125041493,125041494
2511,125041493,125041588
2512,125041493,125041589
2513,125041494,115011291
2514,125041494,125041493
2515,125041494,125041491
2516,125041494,115011290
2517,125041494,116011307
2518,125041588,125041493
2519,125041588,116011308
2520,125041588,125031485
2521,125041588,125031482
2522,125041588,125041589
2523,125041589,125041493
2524,125041589,125041491
2525,125041589,125041588
2526,125041589,125031485
2527,125041589,125031482
2528,125041589,125041492
2529,126011495,121031411
2530,126011495,126021497
2531,126011495,126021500
2532,126011495,126011496
2533,126011495,125021476
2534,126011496,121021406
2535,126011496,121031412
2536,126011496,121031411
2537,126011496,126011495
2538,126011496,115011296
2539,126011496,115011558
2540,126011496,125021476
2541,126021497,126021503
2542,126021497,126021500
2543,126021497,126011495
2544,126021497,126021591
2545,126021497,125021477
2546,126021497,125021478
2547,126021497,125021476
2548,126021498,126021501
2549,126021498,126021591
2550,126021498,126021499
2551,126021498,126021590
2552,126021499,126021501
2553,126021499,126021498
2554,126021500,121031411
2555,126021500,126021501
2556,126021500,126021497
2557,126021500,126011495
2558,126021500,126021591
2559,126021500,121031408
2560,126021500,121031407
2561,126021500,121031409
2562,126021501,126021500
2563,126021501,126021591
2564,126021501,126021498
2565,126021501,126021499
2566,126021501,121011399
2567,126021501,121031408
2568,126021503,126021497
2569,126021503,126021591
2570,126021503,125021477
2571,126021590,126021591
2572,126021590,126021498
2573,126021591,126021503
2574,126021591,126021501
2575,126021591,126021497
2576,126021591,126021500
2577,126021591,126021498
2578,126021591,126021590
2579,127011504,127011595
2580,127011504,127011594
2581,127011504,127021509
2582,127011504,127031600
2583,127011504,127031599
2584,127011504,127031598
2585,127011504,127021512
2586,127011505,127011593
2587,127011505,127011595
2588,127011505,127021510
2589,127011505,123031448
2590,127011505,127011506
2591,127011505,124031465
2592,127011505,127011592
2593,127011505,124031463
2594,127011505,127011597
2595,127011505,127021518
2596,127011506,127011596
2597,127011506,127031600
2598,127011506,123021438
2599,127011506,123021440
2600,127011506,123011433
2601,127011506,123011434
2602,127011506,123011435
2603,127011506,123031448
2604,127011506,127011505
2605,127011506,127011597
2606,127011592,124031463
2607,127011592,127011505
2608,127011593,127011595
2609,127011593,127011594
2610,127011593,127021509
2611,127011593,127021510
2612,127011593,127011505
2613,127011594,127011593
2614,127011594,127011595
2615,127011594,127021509
2616,127011594,127011504
2617,127011595,127011593
2618,127011595,127011596
2619,127011595,127011594
2620,127011595,127031600
2621,127011595,127011505
2622,127011595,127011597
2623,127011595,127011504
