src_SA1_7DIG16,nbr_SA1_7DIG16
1117535,1126011
1117535,1117531
1117601,1117632
1117601,1117633
1117601,1117625
1117601,1117636
1117601,1117607
1117601,1117602
1117601,1117603
1117601,1117608
1117602,1117632
1117602,1117636
1117602,1117604
1117602,1117603
1117602,1117601
1117603,1117604
1117603,1117609
1117603,1117602
1117603,1117608
1117603,1117601
1117604,1117627
1117604,1117636
1117604,1117606
1117604,1117605
1117604,1117609
1117604,1117602
1117604,1117603
1117604,1117608
1117604,1117610
1117605,1117627
1117605,1117636
1117605,1117612
1117605,1117611
1117605,1117606
1117605,1117604
1117606,1117612
1117606,1117611
1117606,1117605
1117606,1117604
1117606,1117609
1117606,1117613
1117606,1117610
1117607,1117625
1117607,1117623
1117607,1117609
1117607,1117608
1117607,1117601
1117607,1117622
1117607,1117610
1117607,1117628
1117608,1117604
1117608,1117607
1117608,1117609
1117608,1117603
1117608,1117601
1117609,1117606
1117609,1117604
1117609,1117607
1117609,1117603
1117609,1117608
1117609,1117610
1117610,1117612
1117610,1117606
1117610,1117604
1117610,1117607
1117610,1117609
1117610,1117613
1117610,1117622
1117610,1117628
1117611,1117627
1117611,1117612
1117611,1117614
1117611,1117629
1117611,1117606
1117611,1117605
1117612,1117611
1117612,1117614
1117612,1117629
1117612,1117606
1117612,1117605
1117612,1117621
1117612,1117613
1117612,1117610
1117613,1117612
1117613,1117606
1117613,1117621
1117613,1117622
1117613,1117610
1117614,1117306
1117614,1117627
1117614,1117619
1117614,1117617
1117614,1117616
1117614,1117612
1117614,1117307
1117614,1117611
1117614,1117629
1117615,1117630
1117615,1117626
1117615,1117616
1117615,1117620
1117615,1117618
1117616,1117615
1117616,1117630
1117616,1117627
1117616,1117617
1117616,1117635
1117616,1117618
1117616,1117614
1117617,1117619
1117617,1117616
1117617,1117618
1117617,1117614
1117618,1117615
1117618,1117619
1117618,1117617
1117618,1117616
1117618,1117620
1117619,1117306
1117619,1117617
1117619,1117620
1117619,1117618
1117619,1117614
1117620,1117306
1117620,1117229
1117620,1117615
1117620,1117626
1117620,1117619
1117620,1117618
1117621,1117309
1117621,1117612
1117621,1117629
1117621,1117314
1117621,1117313
1117621,1117318
1117621,1117613
1117621,1117622
1117621,1117624
1117622,1117607
1117622,1117621
1117622,1117613
1117622,1117610
1117622,1117624
1117622,1117628
1117623,1117625
1117623,1117324
1117623,1117607
1117623,1117628
1117624,1117318
1117624,1117321
1117624,1117302
1117624,1117305
1117624,1117621
1117624,1117622
1117624,1117628
1117625,1117233
1117625,1117631
1117625,1117633
1117625,1117506
1117625,1117508
1117625,1117634
1117625,1117626
1117625,1117504
1117625,1117301
1117625,1117324
1117625,1117623
1117625,1117607
1117625,1117601
1117626,1117229
1117626,1117233
1117626,1117625
1117626,1117615
1117626,1117630
1117626,1117634
1117626,1117620
1117627,1117616
1117627,1117635
1117627,1117636
1117627,1117611
1117627,1117614
1117627,1117605
1117627,1117604
1117628,1117324
1117628,1117623
1117628,1117607
1117628,1117302
1117628,1117325
1117628,1117622
1117628,1117610
1117628,1117624
1117629,1117309
1117629,1117612
1117629,1117307
1117629,1117611
1117629,1117614
1117629,1117313
1117629,1117621
1117630,1117615
1117630,1117634
1117630,1117626
1117630,1117616
1117630,1117635
1117631,1117632
1117631,1117633
1117631,1117625
1117631,1117634
1117631,1117636
1117632,1117631
1117632,1117633
1117632,1117634
1117632,1117636
1117632,1117602
1117632,1117601
1117633,1117631
1117633,1117632
1117633,1117625
1117633,1117601
1117634,1117631
1117634,1117632
1117634,1117625
1117634,1117630
1117634,1117626
1117634,1117635
1117634,1117636
1117635,1117630
1117635,1117634
1117635,1117627
1117635,1117616
1117635,1117636
1117636,1117631
1117636,1117632
1117636,1117634
1117636,1117627
1117636,1117635
1117636,1117605
1117636,1117604
1117636,1117602
1117636,1117601
1117701,1117705
1117701,1117708
1117701,1117706
1117701,1117709
1117702,1117707
1117702,1117703
1117702,1117709
1117702,1117711
1117702,1117712
1117703,1117706
1117703,1117709
1117703,1117702
1117703,1117704
1117703,1117711
1117703,1117712
1117704,1117705
1117704,1117703
1117704,1117706
1117704,1117712
1117705,1117708
1117705,1117707
1117705,1117706
1117705,1117701
1117705,1117704
1117705,1117712
1117706,1117705
1117706,1117703
1117706,1117709
1117706,1117701
1117706,1117704
1117707,1117705
1117707,1117708
1117707,1117709
1117707,1117702
1117707,1117712
1117708,1117705
1117708,1117707
1117708,1117709
1117708,1117701
1117709,1117708
1117709,1117707
1117709,1117703
1117709,1117706
1117709,1117702
1117709,1117701
1117710,1125717
1117710,1125719
1117710,1117907
1117710,1117711
1117710,1117712
1117710,1125707
1117710,1109807
1117711,1118310
1117711,1118311
1117711,1117703
1117711,1117702
1117711,1125717
1117711,1125742
1117711,1117907
1117711,1117710
1117711,1117712
1117712,1117705
1117712,1117707
1117712,1117703
1117712,1117702
1117712,1117704
1117712,1125717
1117712,1117711
1117712,1117710
1117801,1117805
1117801,1117802
1117801,1117803
1117802,1117804
1117802,1117805
1117802,1117822
1117802,1117803
1117802,1117801
1117803,1117804
1117803,1117805
1117803,1117802
1117803,1117801
1117804,1117805
1117804,1117802
1117804,1117803
1117804,1117904
1117805,1117821
1117805,1117809
1117805,1117808
1117805,1117804
1117805,1117822
1117805,1117802
1117805,1117803
1117805,1117801
1117805,1117904
1117805,1117819
1117805,1117820
1117806,1117904
1117806,1117813
1117806,1117817
1117807,1117813
1117807,1117817
1117807,1117815
1117807,1117814
1117808,1117821
1117808,1117805
1117808,1117822
1117809,1117805
1117809,1117822
1117810,1117819
1117810,1117820
1117811,1117812
1117811,1117818
1117811,1117820
1117812,1117811
1117812,1117818
1117813,1117904
1117813,1117806
1117813,1117817
1117813,1117814
1117813,1117807
1117814,1117904
1117814,1117906
1117814,1117813
1117814,1117816
1117814,1117815
1117814,1117807
1117815,1117817
1117815,1117816
1117815,1117814
1117815,1117807
1117816,1117906
1117816,1117815
1117816,1117814
1117817,1117904
1117817,1117813
1117817,1117806
1117817,1117818
1117817,1117815
1117817,1117807
1117818,1117904
1117818,1117817
1117818,1117812
1117818,1117811
1117818,1117819
1117818,1117820
1117819,1117805
1117819,1117904
1117819,1117818
1117819,1117810
1117819,1117820
1117820,1117805
1117820,1117811
1117820,1117818
1117820,1117810
1117820,1117819
1117821,1117808
1117821,1117805
1117821,1117822
1117822,1117821
1117822,1117809
1117822,1117808
1117822,1117805
1117822,1117802
1117901,1117907
1117901,1117903
1117901,1117904
1117902,1117904
1117902,1117906
1117903,1117901
1117904,1117907
1117904,1117901
1117904,1117804
1117904,1117805
1117904,1117906
1117904,1117813
1117904,1117806
1117904,1117817
1117904,1117818
1117904,1117819
1117904,1117814
1117904,1117902
1117904,1109807
1117904,1109806
1117905,1117911
1117905,1118309
1117905,1118312
1117905,1118310
1117905,1117907
1117906,1117904
1117906,1117816
1117906,1117814
1117906,1117902
1117906,1109806
1117907,1117905
1117907,1117909
1117907,1117908
1117907,1117910
1117907,1118310
1117907,1117711
1117907,1117710
1117907,1117901
1117907,1117904
1117907,1109807
1117908,1117909
1117908,1117910
1117908,1117907
1117909,1117908
1117909,1117910
1117909,1117907
1117910,1117909
1117910,1117908
1117910,1117907
1117911,1117905
1118001,1118013
1118001,1118011
1118001,1118012
1118002,1118103
1118002,1118104
1118002,1118019
1118002,1118016
1118002,1118006
1118002,1118017
1118002,1118015
1118002,1118013
1118002,1118003
1118003,1118002
1118003,1118019
1118003,1118013
1118003,1118021
1118003,1118014
1118003,1118004
1118004,1118007
1118004,1118013
1118004,1118003
1118004,1118014
1118004,1118005
1118005,1118007
1118005,1118008
1118005,1118006
1118005,1118014
1118005,1118004
1118006,1118002
1118006,1118008
1118006,1118017
1118006,1118005
1118007,1118008
1118007,1118017
1118007,1118018
1118007,1118013
1118007,1118009
1118007,1118012
1118007,1118004
1118007,1118005
1118008,1118007
1118008,1118006
1118008,1118017
1118008,1118018
1118008,1118005
1118009,1118007
1118009,1118017
1118009,1118018
1118009,1118010
1118009,1118012
1118010,1118017
1118010,1118011
1118010,1118009
1118010,1118012
1118011,1118017
1118011,1118013
1118011,1118001
1118011,1118010
1118011,1118012
1118012,1118007
1118012,1118013
1118012,1118001
1118012,1118011
1118012,1118010
1118012,1118009
1118013,1118002
1118013,1118016
1118013,1118007
1118013,1118017
1118013,1118015
1118013,1118001
1118013,1118011
1118013,1118012
1118013,1118003
1118013,1118004
1118014,1118003
1118014,1118004
1118014,1118005
1118015,1118002
1118015,1118016
1118015,1118017
1118015,1118013
1118016,1118002
1118016,1118015
1118016,1118013
1118017,1118002
1118017,1118007
1118017,1118008
1118017,1118006
1118017,1118018
1118017,1118015
1118017,1118013
1118017,1118011
1118017,1118010
1118017,1118009
1118018,1118007
1118018,1118008
1118018,1118017
1118018,1118009
1118019,1118002
1118019,1118020
1118019,1118021
1118019,1118003
1118020,1118019
1118020,1118021
1118021,1118019
1118021,1118020
1118021,1118003
1118101,1118118
1118101,1118107
1118101,1118103
1118101,1118119
1118101,1118120
1118102,1118103
1118102,1118119
1118102,1118120
1118103,1118118
1118103,1118107
1118103,1118002
1118103,1118104
1118103,1118106
1118103,1118101
1118103,1118102
1118103,1118119
1118103,1118120
1118103,1118512
1118104,1118105
1118104,1118117
1118104,1118002
1118104,1118103
1118104,1118106
1118105,1117515
1118105,1117520
1118105,1127109
1118105,1118117
1118105,1118111
1118105,1127108
1118105,1118104
1118105,1118106
1118106,1118105
1118106,1118111
1118106,1118103
1118106,1118104
1118106,1118514
1118106,1118512
1118107,1118118
1118107,1118103
1118107,1118101
1118108,1118117
1118108,1118115
1118108,1118114
1118108,1118113
1118109,1118117
1118109,1118115
1118109,1118114
1118109,1118116
1118110,1118111
1118111,1118105
1118111,1125915
1118111,1118112
1118111,1118110
1118111,1127108
1118111,1118106
1118111,1118514
1118111,1118529
1118112,1118111
1118113,1118117
1118113,1118115
1118113,1118108
1118113,1118114
1118114,1118117
1118114,1118115
1118114,1118109
1118114,1118108
1118114,1118113
1118115,1118117
1118115,1118109
1118115,1118108
1118115,1118114
1118115,1118113
1118115,1118116
1118116,1118117
1118116,1118115
1118116,1118109
1118117,1117515
1118117,1118105
1118117,1117533
1118117,1118115
1118117,1118109
1118117,1118108
1118117,1118114
1118117,1118113
1118117,1118116
1118117,1118104
1118118,1118107
1118118,1118103
1118118,1118101
1118118,1118119
1118119,1118118
1118119,1118103
1118119,1118101
1118119,1118102
1118119,1118120
1118120,1118103
1118120,1118101
1118120,1118102
1118120,1118119
1118201,1118202
1118201,1118207
1118201,1118205
1118201,1118206
1118202,1118209
1118202,1118220
1118202,1118219
1118202,1118218
1118202,1118207
1118202,1118205
1118202,1118201
1118202,1118206
1118202,1118204
1118202,1118217
1118203,1118219
1118203,1118218
1118203,1118222
1118203,1118221
1118203,1118217
1118204,1118202
1118204,1118207
1118204,1118205
1118204,1118216
1118204,1118217
1118205,1118202
1118205,1118207
1118205,1118201
1118205,1118204
1118206,1118202
1118206,1118207
1118206,1118201
1118207,1118318
1118207,1118209
1118207,1118202
1118207,1118224
1118207,1118223
1118207,1118222
1118207,1118221
1118207,1118205
1118207,1118201
1118207,1118206
1118207,1118320
1118207,1118317
1118207,1118213
1118207,1118212
1118207,1118204
1118207,1118216
1118208,1118224
1118208,1118223
1118208,1118210
1118208,1118211
1118208,1118217
1118208,1118215
1118208,1118214
1118209,1118220
1118209,1118202
1118209,1118207
1118209,1118221
1118210,1118224
1118210,1118208
1118210,1118213
1118210,1118212
1118210,1118211
1118210,1118214
1118211,1118224
1118211,1118208
1118211,1118210
1118211,1118214
1118212,1118224
1118212,1118207
1118212,1118213
1118212,1118210
1118213,1118207
1118213,1118210
1118213,1118212
1118213,1118216
1118213,1118215
1118213,1118214
1118214,1118208
1118214,1118213
1118214,1118210
1118214,1118211
1118214,1118217
1118214,1118215
1118215,1118208
1118215,1118213
1118215,1118216
1118215,1118217
1118215,1118214
1118216,1118207
1118216,1118213
1118216,1118204
1118216,1118217
1118216,1118215
1118217,1118202
1118217,1118203
1118217,1118218
1118217,1118223
1118217,1118208
1118217,1118222
1118217,1118204
1118217,1118216
1118217,1118215
1118217,1118214
1118218,1118202
1118218,1118219
1118218,1118203
1118218,1118217
1118219,1118220
1118219,1118202
1118219,1118203
1118219,1118218
1118219,1118221
1118220,1118209
1118220,1118202
1118220,1118219
1118220,1118221
1118221,1118209
1118221,1118220
1118221,1118219
1118221,1118203
1118221,1118207
1118221,1118222
1118222,1118203
1118222,1118207
1118222,1118223
1118222,1118221
1118222,1118217
1118223,1118224
1118223,1118207
1118223,1118208
1118223,1118222
1118223,1118317
1118223,1118217
1118224,1118207
1118224,1118223
1118224,1118208
1118224,1118317
1118224,1118210
1118224,1118212
1118224,1118211
1118301,1118514
1118301,1118530
1118301,1118318
1118301,1118319
1118301,1118311
1118301,1118320
1118302,1118303
1118302,1118317
1118303,1118302
1118303,1118317
1118304,1118305
1118304,1118306
1118304,1118315
1118305,1118304
1118305,1118306
1118305,1118315
1118306,1118304
1118306,1118305
1118306,1118315
1118307,1118313
1118308,1118310
1118308,1118311
1118309,1117905
1118309,1118312
1118310,1117905
1118310,1118312
1118310,1118308
1118310,1118313
1118310,1118311
1118310,1117907
1118310,1117711
1118311,1118529
1118311,1118530
1118311,1118301
1118311,1118308
1118311,1118310
1118311,1118313
1118311,1118314
1118311,1118320
1118311,1125742
1118311,1117711
1118312,1118309
1118312,1117905
1118312,1118321
1118312,1118310
1118312,1118315
1118312,1118313
1118313,1118312
1118313,1118310
1118313,1118307
1118313,1118315
1118313,1118311
1118313,1118316
1118313,1118314
1118314,1118313
1118314,1118311
1118314,1118316
1118314,1118320
1118314,1118317
1118315,1118312
1118315,1118304
1118315,1118305
1118315,1118306
1118315,1118313
1118315,1118316
1118316,1118416
1118316,1118417
1118316,1118315
1118316,1118313
1118316,1118314
1118316,1118317
1118317,1118318
1118317,1118319
1118317,1118417
1118317,1118224
1118317,1118207
1118317,1118223
1118317,1118303
1118317,1118302
1118317,1118316
1118317,1118314
1118317,1118320
1118317,1118507
1118318,1118301
1118318,1118319
1118318,1118207
1118318,1118320
1118318,1118317
1118319,1118514
1118319,1118510
1118319,1118509
1118319,1118318
1118319,1118301
1118319,1118317
1118319,1118507
1118320,1118318
1118320,1118301
1118320,1118207
1118320,1118311
1118320,1118314
1118320,1118317
1118321,1118312
1118401,1118413
1118401,1118402
1118401,1118407
1118401,1118415
1118401,1118416
1118401,1118417
1118402,1118411
1118402,1118401
1118402,1118415
1118402,1118416
1118402,1118417
1118403,1118416
1118403,1118417
1118404,1118408
1118404,1118406
1118404,1118405
1118404,1118407
1118404,1118417
1118405,1118404
1118405,1118417
1118406,1118408
1118406,1118409
1118406,1118404
1118406,1118414
1118406,1118417
1118407,1118408
1118407,1118404
1118407,1118414
1118407,1118413
1118407,1118401
1118407,1118415
1118408,1118409
1118408,1118404
1118408,1118406
1118408,1118414
1118408,1118407
1118409,1118411
1118409,1118408
1118409,1118410
1118409,1118406
1118409,1118414
1118409,1118415
1118409,1118417
1118410,1118411
1118410,1118409
1118410,1118415
1118410,1118417
1118411,1118409
1118411,1118410
1118411,1118402
1118411,1118415
1118411,1118417
1118413,1118401
1118413,1118407
1118413,1118416
1118414,1118408
1118414,1118409
1118414,1118406
1118414,1118407
1118414,1118415
1118415,1118411
1118415,1118409
1118415,1118410
1118415,1118414
1118415,1118401
1118415,1118402
1118415,1118407
1118416,1118413
1118416,1118401
1118416,1118402
1118416,1118417
1118416,1118403
1118416,1118316
1118417,1118411
1118417,1118409
1118417,1118410
1118417,1118404
1118417,1118406
1118417,1118405
1118417,1118401
1118417,1118402
1118417,1118416
1118417,1118403
1118417,1118316
1118417,1118317
1118501,1118508
1118501,1118527
1118501,1118521
1118501,1118502
1118502,1118508
1118502,1118527
1118502,1118521
1118502,1118501
1118503,1118522
1118503,1118504
1118503,1118505
1118503,1118507
1118504,1118505
1118504,1118503
1118504,1118506
1118504,1118507
1118505,1118522
1118505,1118504
1118505,1118503
1118505,1118506
1118506,1118522
1118506,1118504
1118506,1118505
1118506,1118507
1118507,1118510
1118507,1118522
1118507,1118508
1118507,1118511
1118507,1118504
1118507,1118503
1118507,1118506
1118507,1118319
1118507,1118317
1118508,1118511
1118508,1118527
1118508,1118521
1118508,1118512
1118508,1118501
1118508,1118502
1118508,1118507
1118509,1118514
1118509,1118510
1118509,1118511
1118509,1118516
1118509,1118517
1118509,1118520
1118509,1118319
1118510,1118509
1118510,1118511
1118510,1118518
1118510,1118516
1118510,1118517
1118510,1118519
1118510,1118520
1118510,1118319
1118510,1118507
1118511,1118515
1118511,1118526
1118511,1118525
1118511,1118514
1118511,1118510
1118511,1118509
1118511,1118508
1118511,1118512
1118511,1118507
1118512,1118103
1118512,1118106
1118512,1118525
1118512,1118514
1118512,1118508
1118512,1118511
1118514,1118111
1118514,1118106
1118514,1118529
1118514,1118530
1118514,1118509
1118514,1118511
1118514,1118512
1118514,1118301
1118514,1118319
1118515,1118526
1118515,1118525
1118515,1118511
1118516,1118510
1118516,1118509
1118516,1118520
1118517,1118510
1118517,1118509
1118517,1118518
1118517,1118519
1118517,1118520
1118518,1118510
1118518,1118517
1118518,1118519
1118519,1118510
1118519,1118518
1118519,1118517
1118519,1118520
1118520,1118510
1118520,1118509
1118520,1118516
1118520,1118517
1118520,1118519
1118521,1118508
1118521,1118527
1118521,1118501
1118521,1118502
1118522,1118505
1118522,1118503
1118522,1118506
1118522,1118507
1118523,1118524
1118523,1118528
1118523,1118530
1118524,1118523
1118524,1118529
1118524,1118530
1118525,1118515
1118525,1118526
1118525,1118511
1118525,1118512
1118526,1118515
1118526,1118525
1118526,1118511
1118527,1118508
1118527,1118521
1118527,1118501
1118527,1118502
1118528,1118523
1118528,1118530
1118529,1118111
1118529,1125915
1118529,1118514
1118529,1118524
1118529,1118530
1118529,1125715
1118529,1118311
1118529,1125742
1118530,1118514
1118530,1118523
1118530,1118524
1118530,1118528
1118530,1118529
1118530,1118301
1118530,1118311
1118601,1118631
1118601,1118604
1118601,1118605
1118601,1118607
1118602,1118606
1118602,1118611
1118602,1118646
1118602,1118610
1118602,1118650
1118602,1118711
1118602,1118810
1118603,1118611
1118603,1118709
1118603,1118708
1118603,1118628
1118603,1118651
1118603,1118604
1118603,1118711
1118603,1118629
1118604,1118708
1118604,1118649
1118604,1118651
1118604,1118601
1118604,1118603
1118604,1118605
1118604,1118607
1118604,1118625
1118604,1118705
1118605,1118606
1118605,1118653
1118605,1118631
1118605,1118708
1118605,1118601
1118605,1118604
1118605,1118805
1118605,1118705
1118606,1118602
1118606,1118610
1118606,1118623
1118606,1118653
1118606,1118615
1118606,1118605
1118606,1118810
1118606,1118617
1118606,1118620
1118606,1118621
1118606,1118808
1118606,1118805
1118607,1118631
1118607,1118630
1118607,1118649
1118607,1118601
1118607,1118604
1118608,1118627
1118608,1118652
1118608,1118628
1118608,1118651
1118608,1118609
1118609,1118626
1118609,1118627
1118609,1118651
1118609,1118608
1118609,1118625
1118610,1118602
1118610,1118606
1118610,1118646
1118610,1118623
1118610,1118619
1118610,1118647
1118610,1118615
1118610,1118637
1118611,1118602
1118611,1118650
1118611,1118603
1118611,1118711
1118611,1118629
1118612,1118650
1118612,1118618
1118612,1118652
1118612,1118629
1118612,1118640
1118613,1118618
1118613,1118633
1118613,1118641
1118613,1118644
1118613,1118614
1118613,1118640
1118614,1118626
1118614,1118627
1118614,1118641
1118614,1118613
1118614,1118640
1118615,1118606
1118615,1118610
1118615,1118623
1118616,1118623
1118616,1118619
1118616,1118622
1118616,1118617
1118616,1118620
1118617,1118606
1118617,1118623
1118617,1118620
1118617,1118616
1118618,1118650
1118618,1118633
1118618,1118643
1118618,1118612
1118618,1118613
1118618,1118640
1118618,1118639
1118619,1118610
1118619,1118623
1118619,1118622
1118619,1118616
1118619,1118637
1118620,1118606
1118620,1118653
1118620,1118622
1118620,1118617
1118620,1118616
1118620,1118621
1118621,1118606
1118621,1118653
1118621,1118620
1118622,1118619
1118622,1118653
1118622,1118645
1118622,1118636
1118622,1118620
1118622,1118616
1118622,1118637
1118623,1118606
1118623,1118610
1118623,1118619
1118623,1118615
1118623,1118617
1118623,1118616
1118624,1118641
1118624,1118642
1118624,1118649
1118624,1118625
1118625,1118626
1118625,1118624
1118625,1118641
1118625,1118649
1118625,1118651
1118625,1118604
1118625,1118609
1118626,1118627
1118626,1118641
1118626,1118609
1118626,1118625
1118626,1118614
1118627,1118626
1118627,1118652
1118627,1118608
1118627,1118609
1118627,1118614
1118627,1118640
1118628,1118652
1118628,1118651
1118628,1118603
1118628,1118608
1118628,1118629
1118629,1118611
1118629,1118650
1118629,1118652
1118629,1118628
1118629,1118603
1118629,1118612
1118629,1118640
1118630,1118644
1118630,1118631
1118630,1118634
1118630,1118654
1118630,1118649
1118630,1118607
1118631,1118653
1118631,1118630
1118631,1118654
1118631,1118601
1118631,1118605
1118631,1118607
1118632,1118653
1118632,1118634
1118632,1118635
1118632,1118645
1118632,1118654
1118633,1118618
1118633,1118638
1118633,1118644
1118633,1118635
1118633,1118645
1118633,1118643
1118633,1118613
1118633,1118640
1118633,1118639
1118634,1118644
1118634,1118630
1118634,1118632
1118634,1118635
1118634,1118654
1118634,1118649
1118635,1118633
1118635,1118638
1118635,1118644
1118635,1118632
1118635,1118634
1118635,1118645
1118636,1118638
1118636,1118622
1118636,1118645
1118636,1118643
1118636,1118637
1118637,1118610
1118637,1118619
1118637,1118638
1118637,1118647
1118637,1118622
1118637,1118636
1118637,1118643
1118637,1118648
1118637,1118639
1118638,1118633
1118638,1118635
1118638,1118645
1118638,1118636
1118638,1118643
1118638,1118637
1118639,1118646
1118639,1118650
1118639,1118618
1118639,1118633
1118639,1118643
1118639,1118637
1118639,1118648
1118640,1118650
1118640,1118618
1118640,1118627
1118640,1118633
1118640,1118652
1118640,1118629
1118640,1118612
1118640,1118613
1118640,1118614
1118641,1118626
1118641,1118624
1118641,1118642
1118641,1118644
1118641,1118625
1118641,1118613
1118641,1118614
1118642,1118624
1118642,1118641
1118642,1118644
1118642,1118649
1118643,1118618
1118643,1118633
1118643,1118638
1118643,1118636
1118643,1118637
1118643,1118648
1118643,1118639
1118644,1118633
1118644,1118641
1118644,1118642
1118644,1118630
1118644,1118634
1118644,1118635
1118644,1118649
1118644,1118613
1118645,1118633
1118645,1118638
1118645,1118653
1118645,1118622
1118645,1118632
1118645,1118635
1118645,1118636
1118646,1118602
1118646,1118610
1118646,1118650
1118646,1118647
1118646,1118648
1118646,1118639
1118647,1118646
1118647,1118610
1118647,1118637
1118647,1118648
1118648,1118646
1118648,1118650
1118648,1118647
1118648,1118643
1118648,1118637
1118648,1118639
1118649,1118624
1118649,1118642
1118649,1118644
1118649,1118630
1118649,1118634
1118649,1118604
1118649,1118607
1118649,1118625
1118650,1118602
1118650,1118611
1118650,1118646
1118650,1118618
1118650,1118629
1118650,1118612
1118650,1118640
1118650,1118648
1118650,1118639
1118651,1118628
1118651,1118603
1118651,1118604
1118651,1118608
1118651,1118609
1118651,1118625
1118652,1118627
1118652,1118628
1118652,1118608
1118652,1118629
1118652,1118612
1118652,1118640
1118653,1118606
1118653,1118631
1118653,1118622
1118653,1118632
1118653,1118645
1118653,1118654
1118653,1118605
1118653,1118620
1118653,1118621
1118654,1118653
1118654,1118631
1118654,1118630
1118654,1118632
1118654,1118634
1118701,1118703
1118701,1118706
1118701,1118702
1118701,1118704
1118702,1118706
1118702,1118704
1118702,1118701
1118703,1118706
1118703,1118704
1118703,1118701
1118704,1118703
1118704,1118706
1118704,1118702
1118704,1118701
1118705,1118708
1118705,1118706
1118705,1118604
1118705,1118605
1118705,1118805
1118705,1118806
1118705,1118807
1118705,1118812
1118705,1119214
1118705,1119215
1118706,1118703
1118706,1118708
1118706,1118707
1118706,1118702
1118706,1118704
1118706,1118701
1118706,1118705
1118706,1119215
1118707,1118709
1118707,1118708
1118707,1118710
1118707,1118706
1118707,1119022
1118707,1119212
1118707,1119215
1118708,1118709
1118708,1118706
1118708,1118707
1118708,1118603
1118708,1118604
1118708,1118605
1118708,1118705
1118709,1118712
1118709,1118708
1118709,1118710
1118709,1118707
1118709,1118603
1118709,1118711
1118710,1108711
1118710,1108105
1118710,1118712
1118710,1118709
1118710,1118707
1118710,1119022
1118711,1118712
1118711,1118602
1118711,1118611
1118711,1118709
1118711,1118603
1118711,1118811
1118711,1118810
1118711,1118907
1118712,1108711
1118712,1108311
1118712,1115628
1118712,1118709
1118712,1118710
1118712,1118711
1118712,1118907
1118801,1118809
1118801,1118803
1118801,1118804
1118801,1118813
1118802,1118817
1118802,1118803
1118802,1118818
1118802,1118813
1118803,1118802
1118803,1118804
1118803,1118801
1118803,1118818
1118803,1118819
1118803,1118813
1118804,1118809
1118804,1118803
1118804,1118801
1118804,1118819
1118805,1118606
1118805,1118605
1118805,1118808
1118805,1118806
1118805,1118705
1118806,1118808
1118806,1118805
1118806,1118807
1118806,1118705
1118807,1118808
1118807,1118806
1118807,1118812
1118807,1118705
1118808,1118606
1118808,1118810
1118808,1118809
1118808,1118816
1118808,1118805
1118808,1118806
1118808,1118807
1118808,1118812
1118809,1118811
1118809,1118810
1118809,1118817
1118809,1118816
1118809,1118808
1118809,1118804
1118809,1118801
1118809,1118819
1118809,1118813
1118810,1118602
1118810,1118606
1118810,1118811
1118810,1118711
1118810,1118809
1118810,1118808
1118811,1118711
1118811,1118810
1118811,1118907
1118811,1118809
1118811,1118814
1118811,1118813
1118812,1118816
1118812,1118808
1118812,1118807
1118812,1118815
1118812,1118705
1118812,1119214
1118813,1118811
1118813,1118809
1118813,1118817
1118813,1118816
1118813,1118802
1118813,1118803
1118813,1118801
1118813,1118814
1118813,1118815
1118814,1118811
1118814,1118907
1118814,1118906
1118814,1120515
1118814,1118813
1118814,1118815
1118815,1118816
1118815,1120516
1118815,1120520
1118815,1120515
1118815,1118814
1118815,1118813
1118815,1118812
1118815,1119214
1118816,1118809
1118816,1118817
1118816,1118808
1118816,1118813
1118816,1118815
1118816,1118812
1118817,1118809
1118817,1118816
1118817,1118802
1118817,1118818
1118817,1118819
1118817,1118813
1118818,1118817
1118818,1118802
1118818,1118803
1118818,1118819
1118819,1118809
1118819,1118817
1118819,1118803
1118819,1118804
1118819,1118818
1118901,1118907
1118901,1118903
1118901,1118902
1118901,1118904
1118901,1118905
1118902,1118903
1118902,1118904
1118902,1118905
1118902,1118901
1118902,1118908
1118903,1118911
1118903,1118907
1118903,1118902
1118903,1118905
1118903,1118901
1118903,1118908
1118904,1118907
1118904,1118902
1118904,1118901
1118904,1118908
1118905,1118907
1118905,1118903
1118905,1118902
1118905,1118901
1118906,1118907
1118906,1120515
1118906,1118814
1118906,1118908
1118906,1120508
1118907,1115628
1118907,1115627
1118907,1118712
1118907,1118911
1118907,1118912
1118907,1118811
1118907,1118711
1118907,1118903
1118907,1118904
1118907,1118905
1118907,1118901
1118907,1118906
1118907,1118814
1118907,1118908
1118908,1118910
1118908,1118911
1118908,1118907
1118908,1118903
1118908,1118902
1118908,1118904
1118908,1118906
1118908,1118909
1118908,1120508
1118909,1116715
1118909,1112913
1118909,1118910
1118909,1118908
1118909,1120508
1118909,1120537
1118909,1120538
1118910,1116715
1118910,1117003
1118910,1118911
1118910,1118912
1118910,1118909
1118910,1118908
1118911,1118910
1118911,1118912
1118911,1118907
1118911,1118903
1118911,1118908
1118912,1117003
1118912,1115627
1118912,1118910
1118912,1118911
1118912,1116515
1118912,1116510
1118912,1118907
1119001,1119021
1119001,1119018
1119001,1119002
1119001,1119005
1119001,1119025
1119001,1119022
1119002,1119021
1119002,1119020
1119002,1119018
1119002,1119023
1119002,1119006
1119002,1119012
1119002,1119008
1119002,1119014
1119002,1119011
1119002,1119001
1119002,1119010
