src_SA1_7DIG16,nbr_SA1_7DIG16
1138115,1138110
1138115,1138002
1138115,1138001
1138116,1138006
1138116,1138021
1138116,1138117
1138116,1138111
1138116,1138110
1138116,1138147
1138116,1138115
1138116,1138002
1138116,1138001
1138117,1138120
1138117,1138118
1138117,1138109
1138117,1138111
1138117,1138116
1138117,1138110
1138117,1138147
1138118,1138146
1138118,1138139
1138118,1138120
1138118,1138109
1138118,1138153
1138118,1138117
1138118,1138111
1138118,1138147
1138120,1138148
1138120,1138118
1138120,1138153
1138120,1138121
1138120,1138117
1138120,1138147
1138121,1138122
1138121,1138140
1138121,1138146
1138121,1138120
1138121,1138148
1138121,1138145
1138121,1138147
1138122,1138006
1138122,1138022
1138122,1138128
1138122,1138124
1138122,1138140
1138122,1138121
1138122,1138147
1138124,1138122
1138124,1138128
1138124,1138126
1138124,1138140
1138124,1138141
1138124,1138145
1138124,1138154
1138125,1138132
1138125,1138141
1138125,1138142
1138125,1138127
1138126,1138128
1138126,1138124
1138126,1138141
1138126,1138127
1138127,1137817
1138127,1138132
1138127,1138128
1138127,1138126
1138127,1138125
1138127,1138141
1138127,1137801
1138127,1137802
1138128,1138022
1138128,1138027
1138128,1138029
1138128,1138122
1138128,1138126
1138128,1138124
1138128,1137801
1138128,1137802
1138128,1138127
1138128,1137809
1138128,1137814
1138128,1138015
1138129,1138130
1138129,1138131
1138129,1138149
1138130,1138133
1138130,1138131
1138130,1138146
1138130,1138139
1138130,1138149
1138130,1138129
1138131,1138133
1138131,1138130
1138131,1137818
1138131,1138132
1138131,1138142
1138131,1138149
1138131,1138129
1138131,1138154
1138132,1137817
1138132,1137818
1138132,1138131
1138132,1138125
1138132,1138142
1138132,1137802
1138132,1138127
1138132,1138154
1138133,1138101
1138133,1138130
1138133,1138104
1138133,1137633
1138133,1137617
1138133,1137631
1138133,1137818
1138133,1138131
1138133,1138139
1138135,1138138
1138135,1137525
1138135,1137623
1138135,1138143
1138135,1138136
1138135,1138155
1138136,1137530
1138136,1137510
1138136,1138138
1138136,1137525
1138136,1137526
1138136,1138135
1138138,1137501
1138138,1137510
1138138,1138135
1138138,1138136
1138138,1138151
1138138,1138155
1138138,1138156
1138138,1138112
1138139,1138150
1138139,1138133
1138139,1138130
1138139,1138104
1138139,1138146
1138139,1138118
1138139,1138109
1138139,1138112
1138139,1138106
1138139,1138149
1138140,1138122
1138140,1138124
1138140,1138145
1138140,1138121
1138141,1138126
1138141,1138125
1138141,1138124
1138141,1138142
1138141,1138127
1138141,1138154
1138142,1138131
1138142,1138132
1138142,1138125
1138142,1138141
1138142,1138154
1138143,1137623
1138143,1138135
1138143,1138155
1138143,1138108
1138143,1138144
1138143,1138107
1138144,1138143
1138144,1138102
1138144,1138108
1138144,1138101
1138144,1138104
1138144,1138103
1138144,1138107
1138145,1138124
1138145,1138140
1138145,1138146
1138145,1138121
1138145,1138149
1138145,1138154
1138146,1138130
1138146,1138139
1138146,1138148
1138146,1138118
1138146,1138153
1138146,1138145
1138146,1138121
1138146,1138149
1138147,1138006
1138147,1138122
1138147,1138120
1138147,1138118
1138147,1138121
1138147,1138117
1138147,1138116
1138148,1138146
1138148,1138120
1138148,1138153
1138148,1138121
1138149,1138130
1138149,1138131
1138149,1138146
1138149,1138139
1138149,1138145
1138149,1138129
1138149,1138154
1138150,1138152
1138150,1138151
1138150,1138156
1138150,1138139
1138150,1138112
1138150,1138106
1138151,1138138
1138151,1138152
1138151,1138150
1138151,1138155
1138151,1138156
1138152,1138151
1138152,1138150
1138152,1138155
1138152,1138106
1138153,1138146
1138153,1138120
1138153,1138148
1138153,1138118
1138154,1138131
1138154,1138132
1138154,1138124
1138154,1138141
1138154,1138142
1138154,1138145
1138154,1138149
1138155,1138138
1138155,1138143
1138155,1138135
1138155,1138152
1138155,1138151
1138155,1138106
1138155,1138107
1138156,1138138
1138156,1138151
1138156,1138150
1138156,1138112
1138201,1138204
1138201,1138238
1138201,1138237
1138201,1138236
1138201,1138202
1138201,1138203
1138202,1138206
1138202,1138237
1138202,1138201
1138202,1138203
1138203,1138206
1138203,1138204
1138203,1138238
1138203,1138201
1138203,1138202
1138204,1138206
1138204,1138213
1138204,1138212
1138204,1138238
1138204,1138201
1138204,1138203
1138205,1138206
1138205,1138222
1138205,1138211
1138205,1138209
1138205,1138217
1138205,1138237
1138206,1138215
1138206,1138213
1138206,1138204
1138206,1138216
1138206,1138222
1138206,1138205
1138206,1138217
1138206,1138237
1138206,1138202
1138206,1138203
1138207,1138227
1138207,1138214
1138207,1138213
1138207,1138212
1138207,1138216
1138207,1138226
1138208,1138234
1138208,1138219
1138208,1138233
1138208,1138214
1138208,1137925
1138209,1138235
1138209,1138211
1138209,1138205
1138209,1138217
1138210,1138229
1138210,1138222
1138210,1138211
1138210,1138239
1138210,1138220
1138210,1138221
1138211,1138210
1138211,1138222
1138211,1138205
1138211,1138209
1138212,1138227
1138212,1138213
1138212,1138207
1138212,1138204
1138212,1138226
1138213,1138206
1138213,1138214
1138213,1138207
1138213,1138212
1138213,1138204
1138213,1138216
1138214,1138208
1138214,1138234
1138214,1138219
1138214,1138215
1138214,1138213
1138214,1138207
1138214,1138216
1138214,1138226
1138215,1138219
1138215,1138206
1138215,1138214
1138215,1138216
1138215,1138217
1138216,1138215
1138216,1138206
1138216,1138214
1138216,1138213
1138216,1138207
1138217,1138218
1138217,1138219
1138217,1138235
1138217,1138215
1138217,1138206
1138217,1138205
1138217,1138209
1138218,1138219
1138218,1138233
1138218,1138235
1138218,1138217
1138219,1138208
1138219,1138234
1138219,1138218
1138219,1138233
1138219,1138215
1138219,1138214
1138219,1138217
1138220,1138223
1138220,1138210
1138220,1138239
1138220,1138221
1138220,1138232
1138220,1138224
1138221,1138210
1138221,1138220
1138222,1138206
1138222,1138229
1138222,1138210
1138222,1138211
1138222,1138205
1138222,1138237
1138223,1138239
1138223,1138220
1138223,1138232
1138223,1138224
1138223,1138231
1138224,1138223
1138224,1138220
1138224,1138232
1138224,1138231
1138224,1138230
1138225,1138227
1138225,1138234
1138225,1138228
1138225,1138226
1138226,1138227
1138226,1138234
1138226,1138225
1138226,1138214
1138226,1138207
1138226,1138212
1138227,1138030
1138227,1138228
1138227,1138225
1138227,1138207
1138227,1138212
1138227,1138226
1138228,1138030
1138228,1138227
1138228,1138234
1138228,1138008
1138228,1138225
1138229,1138210
1138229,1138222
1138229,1138237
1138229,1138239
1138229,1138236
1138229,1138230
1138230,1138229
1138230,1138237
1138230,1138239
1138230,1138224
1138230,1138231
1138230,1138236
1138231,1138223
1138231,1138239
1138231,1138224
1138231,1138230
1138232,1138223
1138232,1138220
1138232,1138224
1138233,1138208
1138233,1138218
1138233,1138219
1138233,1138235
1138233,1137925
1138233,1137926
1138233,1137933
1138234,1138208
1138234,1137815
1138234,1138008
1138234,1138228
1138234,1138225
1138234,1138219
1138234,1138214
1138234,1138226
1138234,1137925
1138235,1138218
1138235,1138233
1138235,1138209
1138235,1138217
1138236,1138229
1138236,1138237
1138236,1138230
1138236,1138201
1138237,1138206
1138237,1138229
1138237,1138222
1138237,1138205
1138237,1138236
1138237,1138230
1138237,1138201
1138237,1138202
1138238,1138204
1138238,1138201
1138238,1138203
1138239,1138223
1138239,1138229
1138239,1138210
1138239,1138220
1138239,1138231
1138239,1138230
1138301,1138335
1138301,1138314
1138301,1138324
1138301,1139119
1138301,1139118
1138301,1138302
1138301,1138323
1138302,1138301
1138302,1138324
1138302,1138323
1138302,1138311
1138302,1138325
1138302,1138408
1138303,1138314
1138303,1138336
1138303,1138621
1138303,1139120
1138303,1139151
1138304,1138338
1138304,1138317
1138304,1138348
1138304,1138346
1138304,1138306
1138305,1138317
1138305,1138333
1138305,1138343
1138305,1138347
1138305,1138326
1138305,1138322
1138305,1138327
1138305,1138331
1138306,1138317
1138306,1138304
1138306,1138322
1138306,1138308
1138306,1138346
1138306,1138307
1138306,1138309
1138307,1138308
1138307,1138409
1138307,1138407
1138307,1138346
1138307,1138306
1138307,1138309
1138308,1138310
1138308,1138315
1138308,1138312
1138308,1138409
1138308,1138410
1138308,1138307
1138308,1138306
1138308,1138309
1138309,1138322
1138309,1138308
1138309,1138315
1138309,1138312
1138309,1138307
1138309,1138306
1138310,1138311
1138310,1138308
1138310,1138315
1138310,1138410
1138310,1138411
1138311,1138302
1138311,1138323
1138311,1138310
1138311,1138315
1138311,1138411
1138311,1138408
1138312,1138322
1138312,1138308
1138312,1138315
1138312,1138316
1138312,1138309
1138313,1138337
1138313,1138340
1138313,1138342
1138313,1138347
1138313,1138348
1138314,1138301
1138314,1138335
1138314,1138336
1138314,1138303
1138314,1139119
1138314,1139120
1138315,1138323
1138315,1138311
1138315,1138310
1138315,1138308
1138315,1138312
1138315,1138316
1138315,1138309
1138316,1138322
1138316,1138334
1138316,1138323
1138316,1138315
1138316,1138312
1138317,1138304
1138317,1138347
1138317,1138348
1138317,1138322
1138317,1138305
1138317,1138306
1138318,1138338
1138318,1138337
1138318,1138351
1138318,1138346
1138319,1138345
1138319,1138320
1138319,1138349
1138319,1138351
1138320,1138345
1138320,1138319
1138320,1138349
1138321,1138341
1138321,1138339
1138321,1138332
1138322,1138317
1138322,1138305
1138322,1138334
1138322,1138331
1138322,1138312
1138322,1138316
1138322,1138306
1138322,1138309
1138323,1138301
1138323,1138334
1138323,1138335
1138323,1138302
1138323,1138311
1138323,1138315
1138323,1138316
1138324,1138301
1138324,1139117
1138324,1139118
1138324,1138302
1138324,1157534
1138324,1138325
1138325,1138324
1138325,1138302
1138325,1157534
1138325,1157519
1138325,1138412
1138325,1138408
1138326,1138305
1138326,1138327
1138326,1138331
1138327,1138326
1138327,1138305
1138327,1138329
1138327,1138328
1138327,1138331
1138327,1138330
1138328,1138327
1138328,1138329
1138329,1138327
1138329,1138328
1138329,1138617
1138329,1138330
1138330,1138327
1138330,1138329
1138330,1138617
1138330,1138334
1138330,1138331
1138330,1138336
1138331,1138326
1138331,1138322
1138331,1138305
1138331,1138327
1138331,1138334
1138331,1138330
1138332,1138339
1138332,1138321
1138333,1138341
1138333,1138342
1138333,1138343
1138333,1138347
1138333,1138305
1138334,1138322
1138334,1138335
1138334,1138331
1138334,1138336
1138334,1138330
1138334,1138323
1138334,1138316
1138335,1138301
1138335,1138334
1138335,1138314
1138335,1138336
1138335,1138323
1138336,1138617
1138336,1138610
1138336,1138334
1138336,1138335
1138336,1138314
1138336,1138303
1138336,1138330
1138336,1138621
1138337,1138338
1138337,1138318
1138337,1138340
1138337,1138351
1138337,1138313
1138337,1138348
1138338,1138318
1138338,1138337
1138338,1138304
1138338,1138348
1138338,1138346
1138339,1138340
1138339,1138349
1138339,1138341
1138339,1138332
1138339,1138321
1138340,1138337
1138340,1138349
1138340,1138351
1138340,1138341
1138340,1138339
1138340,1138313
1138340,1138342
1138341,1138340
1138341,1138349
1138341,1138339
1138341,1138321
1138341,1138333
1138341,1138342
1138342,1138340
1138342,1138341
1138342,1138313
1138342,1138333
1138342,1138347
1138343,1138333
1138343,1138305
1138345,1138319
1138345,1138320
1138345,1138350
1138345,1138351
1138346,1138338
1138346,1138318
1138346,1138304
1138346,1138407
1138346,1138307
1138346,1138306
1138346,1138435
1138346,1138436
1138346,1138440
1138347,1138317
1138347,1138313
1138347,1138333
1138347,1138342
1138347,1138348
1138347,1138305
1138348,1138338
1138348,1138337
1138348,1138317
1138348,1138304
1138348,1138313
1138348,1138347
1138349,1138319
1138349,1138340
1138349,1138320
1138349,1138351
1138349,1138341
1138349,1138339
1138350,1138345
1138350,1138351
1138351,1138318
1138351,1138337
1138351,1138345
1138351,1138319
1138351,1138340
1138351,1138349
1138351,1138350
1138401,1139624
1138401,1138403
1138401,1138432
1138401,1139622
1138401,1138457
1138401,1138452
1138401,1138455
1138402,1138419
1138402,1138420
1138402,1138430
1138402,1138434
1138402,1138429
1138402,1138433
1138402,1138435
1138403,1138404
1138403,1138409
1138403,1139624
1138403,1138432
1138403,1138401
1138403,1139622
1138404,1138412
1138404,1139632
1138404,1139637
1138404,1157505
1138404,1139634
1138404,1138409
1138404,1138410
1138404,1138411
1138404,1138408
1138404,1139612
1138404,1139624
1138404,1138403
1138404,1138432
1138405,1139622
1138405,1138413
1138405,1138431
1138405,1138428
1138405,1138415
1138405,1138423
1138405,1138421
1138405,1138414
1138405,1147312
1138406,1138409
1138406,1138432
1138406,1138457
1138406,1138434
1138406,1138450
1138406,1138452
1138406,1138455
1138406,1138407
1138407,1138409
1138407,1138434
1138407,1138406
1138407,1138346
1138407,1138307
1138407,1138436
1138408,1138302
1138408,1138311
1138408,1138412
1138408,1138325
1138408,1138404
1138408,1138411
1138409,1138308
1138409,1138404
1138409,1138410
1138409,1138403
1138409,1138432
1138409,1138406
1138409,1138407
1138409,1138307
1138410,1138310
1138410,1138308
1138410,1138404
1138410,1138409
1138410,1138411
1138411,1138311
1138411,1138310
1138411,1138404
1138411,1138410
1138411,1138408
1138412,1157519
1138412,1157509
1138412,1138325
1138412,1139637
1138412,1157505
1138412,1138404
1138412,1138408
1138413,1138405
1138413,1138414
1138414,1138405
1138414,1138413
1138414,1138423
1138414,1138421
1138414,1138417
1138414,1138419
1138414,1138442
1138415,1138405
1138415,1138428
1138415,1138423
1138415,1138419
1138417,1138422
1138417,1138421
1138417,1138414
1138417,1138419
1138417,1138442
1138418,1138419
1138418,1138420
1138418,1138437
1138418,1138440
1138419,1138428
1138419,1138415
1138419,1138423
1138419,1138422
1138419,1138414
1138419,1138417
1138419,1138420
1138419,1138418
1138419,1138430
1138419,1138402
1138419,1138429
1138419,1138437
1138419,1138442
1138420,1138419
1138420,1138418
1138420,1138402
1138420,1138429
1138420,1138440
1138421,1138405
1138421,1138423
1138421,1138422
1138421,1138414
1138421,1138417
1138422,1138423
1138422,1138421
1138422,1138417
1138422,1138419
1138423,1138405
1138423,1138415
1138423,1138422
1138423,1138421
1138423,1138414
1138423,1138419
1138426,1138437
1138426,1138441
1138426,1138438
1138428,1138405
1138428,1138431
1138428,1138415
1138428,1138419
1138428,1138430
1138429,1138419
1138429,1138420
1138429,1138402
1138429,1138433
1138429,1138440
1138430,1138431
1138430,1138428
1138430,1138419
1138430,1138434
1138430,1138402
1138431,1139622
1138431,1138405
1138431,1138457
1138431,1138428
1138431,1138451
1138431,1138430
1138431,1138434
1138431,1138450
1138431,1147312
1138432,1138404
1138432,1138409
1138432,1138403
1138432,1138401
1138432,1138406
1138432,1138452
1138433,1138402
1138433,1138429
1138433,1138435
1138433,1138440
1138434,1138431
1138434,1138430
1138434,1138406
1138434,1138402
1138434,1138450
1138434,1138407
1138434,1138435
1138434,1138436
1138435,1138434
1138435,1138402
1138435,1138433
1138435,1138346
1138435,1138436
1138435,1138440
1138436,1138434
1138436,1138407
1138436,1138346
1138436,1138435
1138437,1138419
1138437,1138418
1138437,1138441
1138437,1138438
1138437,1138426
1138437,1138442
1138437,1138456
1138437,1138446
1138437,1138440
1138438,1138437
1138438,1138426
1138438,1138440
1138440,1138420
1138440,1138418
1138440,1138429
1138440,1138433
1138440,1138346
1138440,1138435
1138440,1138437
1138440,1138438
1138441,1138437
1138441,1138426
1138441,1138445
1138441,1138456
1138442,1138414
1138442,1138417
1138442,1138448
1138442,1138419
1138442,1138447
1138442,1138437
1138442,1138446
1138442,1138443
1138442,1138449
1138443,1138447
1138443,1138442
1138443,1138444
1138443,1138449
1138443,1138454
1138444,1138448
1138444,1138447
1138444,1138443
1138444,1138454
1138445,1138441
1138445,1138458
1138445,1138456
1138446,1138437
1138446,1138458
1138446,1138442
1138446,1138456
1138446,1138453
1138446,1138449
1138447,1138448
1138447,1138442
1138447,1138444
1138447,1138443
1138447,1138454
1138448,1138447
1138448,1138442
1138448,1138444
1138449,1138442
1138449,1138446
1138449,1138453
1138449,1138443
1138449,1138454
1138450,1138431
1138450,1138457
1138450,1138451
1138450,1138434
1138450,1138406
1138451,1138431
1138451,1138457
1138451,1138450
1138452,1138432
1138452,1138401
1138452,1138406
1138452,1138455
1138453,1138458
1138453,1138446
1138453,1138449
1138453,1138454
1138454,1138447
1138454,1138444
1138454,1138453
1138454,1138443
1138454,1138449
1138455,1138401
1138455,1138457
1138455,1138406
1138455,1138452
1138456,1138437
1138456,1138441
1138456,1138458
1138456,1138445
1138456,1138446
1138457,1138401
1138457,1139622
1138457,1138431
1138457,1138451
1138457,1138406
1138457,1138450
1138457,1138455
1138458,1138445
1138458,1138456
1138458,1138446
1138458,1138453
1138501,1138502
1138501,1138503
1138501,1138507
1138501,1138504
1138502,1138543
1138502,1138509
1138502,1138510
1138502,1138501
1138502,1138503
1138502,1138507
1138503,1138509
1138503,1138510
1138503,1138501
1138503,1138502
1138504,1138501
1138504,1138507
1138504,1138505
1138505,1138507
1138505,1138528
1138505,1138504
1138505,1138506
1138506,1138528
1138506,1138505
1138507,1138543
1138507,1138501
1138507,1138502
1138507,1138529
1138507,1138533
1138507,1138528
1138507,1138505
1138507,1138504
1138508,1138543
1138508,1138509
1138508,1138536
1138508,1138510
1138508,1138542
1138509,1138543
1138509,1138510
1138509,1138508
1138509,1138502
1138509,1138503
1138510,1138509
1138510,1138508
1138510,1138502
1138510,1138503
1138511,1138515
1138511,1138517
1138511,1138540
1138511,1138532
1138511,1138539
1138511,1138541
1138512,1138642
1138512,1138515
1138512,1138517
1138512,1138513
1138512,1138644
1138512,1138645
1138512,1138541
1138512,1138616
1138513,1138514
1138513,1138516
1138513,1138642
1138513,1138650
1138513,1138613
1138513,1138515
1138513,1138512
1138513,1138517
1138514,1138519
1138514,1138612
1138514,1138516
1138514,1138613
1138514,1138638
1138514,1138513
1138515,1138511
1138515,1138512
1138515,1138517
1138515,1138513
1138515,1138541
1138516,1138519
1138516,1138514
1138516,1138517
1138516,1138513
1138516,1138530
1138517,1138516
1138517,1138511
1138517,1138515
1138517,1138512
1138517,1138540
1138517,1138513
1138517,1138530
1138518,1138524
1138518,1138519
1138518,1138520
1138518,1138612
1138518,1138540
1138518,1138530
1138519,1138518
1138519,1138514
1138519,1138612
1138519,1138516
1138519,1138530
1138520,1138524
1138520,1138518
1138520,1138521
1138520,1138526
1138521,1138520
1138521,1138522
1138521,1138526
1138522,1138523
1138522,1138521
1138522,1138526
1138522,1138534
1138523,1138529
1138523,1138533
1138523,1138528
1138523,1138522
1138523,1138534
1138524,1138527
1138524,1138525
1138524,1138518
1138524,1138520
1138524,1138526
1138524,1138540
1138524,1138539
1138525,1138524
1138525,1138527
1138525,1138535
1138525,1138540
1138525,1138539
1138526,1138524
1138526,1138527
1138526,1138520
1138526,1138521
1138526,1138522
1138526,1138534
1138527,1138524
1138527,1138525
1138527,1138535
1138527,1138526
1138527,1138534
1138528,1138529
1138528,1138507
1138528,1138523
1138528,1138505
1138528,1138506
1138529,1138543
1138529,1138507
1138529,1138533
1138529,1138528
1138529,1138523
1138530,1138519
1138530,1138518
1138530,1138516
1138530,1138517
1138530,1138540
1138531,1138538
1138531,1138532
1138531,1138645
1138531,1138541
1138531,1138620
1138531,1138647
1138532,1138511
1138532,1138538
1138532,1138541
1138532,1138531
1138533,1138537
1138533,1138543
1138533,1138529
1138533,1138507
1138533,1138523
1138533,1138534
1138534,1138537
1138534,1138536
1138534,1138527
1138534,1138535
1138534,1138533
1138534,1138523
1138534,1138522
1138534,1138526
1138535,1138536
1138535,1138527
1138535,1138525
1138535,1138534
1138536,1138537
1138536,1138543
1138536,1138508
1138536,1138542
1138536,1138535
1138536,1138534
1138537,1138543
1138537,1138536
1138537,1138533
1138537,1138534
1138538,1138532
1138538,1138531
1138539,1138524
1138539,1138525
1138539,1138511
1138539,1138540
1138540,1138524
1138540,1138525
1138540,1138518
1138540,1138511
1138540,1138517
1138540,1138530
1138540,1138539
1138541,1138511
1138541,1138515
1138541,1138512
1138541,1138532
1138541,1138645
1138541,1138531
1138542,1138536
1138542,1138508
1138543,1138537
1138543,1138509
1138543,1138536
1138543,1138508
1138543,1138502
1138543,1138529
1138543,1138507
1138543,1138533
1138601,1138639
1138601,1138640
1138601,1138612
1138601,1138630
1138601,1138638
1138602,1138625
1138602,1138626
1138602,1138603
1138603,1138627
1138603,1138626
1138603,1138608
1138603,1138602
1138604,1138640
1138604,1138641
1138604,1138609
1138604,1138612
1138605,1138606
1138605,1138649
1138605,1138646
1138605,1138648
1138605,1138637
1138605,1138635
1138606,1139532
1138606,1138649
1138606,1138620
1138606,1138648
1138606,1138605
1138606,1139527
1138606,1139531
1138607,1138627
1138607,1138639
1138607,1138640
1138607,1138628
1138608,1138627
1138608,1138628
1138608,1138626
1138608,1138603
1138609,1138604
1138609,1138641
1138610,1138618
1138610,1138617
1138610,1138336
1138610,1138621
1138611,1138623
1138611,1138631
1138612,1138640
1138612,1138604
1138612,1138519
1138612,1138518
1138612,1138514
1138612,1138601
1138612,1138638
1138613,1138514
1138613,1138636
1138613,1138650
1138613,1138638
1138613,1138513
1138614,1138636
1138614,1138642
1138614,1138650
1138614,1138615
1138615,1138614
1138615,1138642
1138615,1138616
1138615,1138632
1138615,1138624
1138615,1138643
1138616,1138642
1138616,1138512
1138616,1138644
1138616,1138632
1138616,1138615
1138616,1138643
1138617,1138329
1138617,1138631
1138617,1138618
1138617,1138610
1138617,1138336
1138617,1138330
1138618,1138631
1138618,1138617
1138618,1138610
1138618,1138621
1138618,1138619
1138619,1138623
1138619,1138631
1138619,1138618
1138619,1138621
1138619,1139145
1138619,1139137
1138619,1139128
1138619,1138637
1138619,1138634
1138620,1139532
1138620,1139503
1138620,1138606
1138620,1138649
1138620,1138647
1138620,1138531
1138620,1139531
1138621,1138618
1138621,1138610
1138621,1138336
1138621,1138303
1138621,1139128
1138621,1138619
1138621,1139151
1138622,1138623
1138622,1138633
1138622,1138632
1138622,1138624
1138622,1138634
1138623,1138631
1138623,1138611
1138623,1138619
1138623,1138622
1138623,1138624
1138623,1138634
1138624,1138623
1138624,1138631
1138624,1138622
1138624,1138632
1138624,1138615
1138625,1138629
1138625,1138626
1138625,1138602
1138626,1138629
1138626,1138628
1138626,1138625
1138626,1138608
1138626,1138602
1138626,1138603
1138627,1138607
1138627,1138628
1138627,1138608
1138627,1138603
1138628,1138627
1138628,1138607
1138628,1138639
1138628,1138629
1138628,1138626
1138628,1138608
1138628,1138630
1138629,1138628
1138629,1138625
1138629,1138626
1138629,1138636
1138629,1138630
1138630,1138639
1138630,1138629
1138630,1138628
1138630,1138636
1138630,1138601
1138630,1138638
1138631,1138623
1138631,1138618
1138631,1138611
1138631,1138617
1138631,1138619
1138631,1138624
1138632,1138616
1138632,1138633
1138632,1138622
1138632,1138624
1138632,1138615
1138632,1138646
1138632,1138643
1138633,1138622
1138633,1138632
1138633,1138646
1138633,1138635
1138633,1138634
1138634,1138623
1138634,1138619
1138634,1138633
1138634,1138622
1138634,1138637
1138634,1138635
1138635,1138633
1138635,1138649
1138635,1138646
1138635,1138637
1138635,1138605
1138635,1138634
1138636,1138629
1138636,1138614
1138636,1138630
1138636,1138650
1138636,1138613
1138636,1138638
1138637,1139145
1138637,1138619
1138637,1138648
1138637,1138605
1138637,1138635
1138637,1138634
1138637,1139146
1138638,1138514
1138638,1138612
1138638,1138636
1138638,1138630
1138638,1138613
1138638,1138601
1138639,1138607
1138639,1138640
1138639,1138628
1138639,1138630
1138639,1138601
1138640,1138607
1138640,1138639
1138640,1138604
1138640,1138641
1138640,1138612
1138640,1138601
1138641,1138640
1138641,1138604
1138641,1138609
1138642,1138614
1138642,1138650
1138642,1138512
1138642,1138513
1138642,1138616
1138642,1138615
1138643,1138644
1138643,1138616
1138643,1138632
1138643,1138615
1138643,1138646
1138644,1138512
1138644,1138645
1138644,1138616
1138644,1138646
1138644,1138647
1138644,1138643
1138645,1138512
1138645,1138644
1138645,1138541
1138645,1138647
1138645,1138531
1138646,1138644
1138646,1138633
1138646,1138632
1138646,1138649
1138646,1138647
1138646,1138643
1138646,1138605
1138646,1138635
1138647,1138644
1138647,1138645
1138647,1138649
1138647,1138620
1138647,1138646
1138647,1138531
1138648,1138606
1138648,1138637
1138648,1138605
1138648,1139146
1138648,1139527
1138648,1139531
1138648,1139005
1138649,1138606
1138649,1138620
1138649,1138646
1138649,1138647
1138649,1138605
1138649,1138635
1138650,1138636
1138650,1138614
1138650,1138642
1138650,1138613
1138650,1138513
1138701,1138739
1138701,1138710
1138701,1138723
1138701,1138722
1138701,1138728
1138701,1138727
1138702,1138712
1138702,1138710
1138702,1138711
1138702,1138908
1138702,1138906
1138702,1138728
1138703,1138721
1138704,1138707
1138704,1138726
1138704,1138742
1138704,1138725
1138704,1138719
1138704,1138739
1138704,1138723
1138705,1138712
1138705,1138713
1138705,1138738
1138705,1138708
1138705,1138711
1138706,1138731
1138706,1138721
1138706,1138729
1138706,1138726
1138706,1138718
1138706,1138725
1138706,1138719
1138707,1138704
1138707,1138726
1138707,1138714
1138707,1138733
1138707,1138713
1138707,1138708
1138707,1138723
1138708,1138709
1138708,1138707
1138708,1138732
1138708,1138733
1138708,1138705
1138708,1138713
1138708,1138738
1138709,1138724
1138709,1138735
1138709,1138734
1138709,1138732
1138709,1138738
1138709,1138708
1138710,1138713
1138710,1138701
1138710,1138702
1138710,1138723
1138710,1138711
1138710,1138728
1138711,1138712
1138711,1138705
1138711,1138713
1138711,1138702
1138711,1138710
1138712,1138909
1138712,1138705
1138712,1138738
1138712,1138702
1138712,1138711
1138712,1138908
1138713,1138707
1138713,1138705
1138713,1138708
1138713,1138710
1138713,1138723
1138713,1138711
1138714,1138731
1138714,1138707
1138714,1138726
1138714,1138732
1138714,1138733
1138715,1138722
1138715,1138720
1138715,1138716
1138715,1138925
1138715,1138926
1138716,1138722
1138716,1138720
1138716,1138715
1138716,1138717
1138716,1138740
1138717,1138742
1138717,1138720
1138717,1138716
1138717,1138740
1138718,1138706
1138718,1138721
1138718,1138742
1138718,1138725
1138718,1138740
1138719,1138706
1138719,1138704
1138719,1138726
1138719,1138725
1138720,1138742
1138720,1138739
1138720,1138722
1138720,1138715
1138720,1138717
1138720,1138716
1138721,1138706
1138721,1138729
1138721,1138703
1138721,1138718
1138722,1138701
1138722,1138739
1138722,1138720
1138722,1138715
1138722,1138716
1138722,1138727
1138722,1138926
1138723,1138707
1138723,1138704
1138723,1138713
1138723,1138742
1138723,1138701
1138723,1138739
1138723,1138710
1138724,1138709
1138724,1138738
1138725,1138706
1138725,1138704
1138725,1138742
1138725,1138718
1138725,1138719
1138726,1138731
1138726,1138706
1138726,1138707
1138726,1138704
1138726,1138714
1138726,1138719
1138727,1138701
1138727,1138722
1138727,1138728
1138727,1138926
1138727,1138927
1138728,1138701
1138728,1138702
1138728,1138710
1138728,1138906
1138728,1138727
1138728,1138927
1138729,1138731
1138729,1138706
1138729,1138721
1138731,1138706
1138731,1138729
1138731,1138726
1138731,1138714
1138732,1138709
1138732,1138734
1138732,1138714
1138732,1138733
1138732,1138708
1138733,1138707
1138733,1138714
1138733,1138732
1138733,1138708
1138734,1138709
1138734,1138735
1138734,1138741
1138734,1138736
1138734,1138732
1138735,1138709
1138735,1138734
1138735,1138741
1138735,1138736
1138736,1138735
1138736,1138734
1138736,1138741
1138736,1138737
1138737,1138741
1138737,1138736
1138738,1138724
1138738,1138709
1138738,1138909
1138738,1138712
1138738,1138705
1138738,1138708
1138739,1138704
1138739,1138742
1138739,1138701
1138739,1138723
1138739,1138722
1138739,1138720
1138740,1138742
1138740,1138718
1138740,1138717
1138740,1138716
1138741,1138735
1138741,1138734
1138741,1138736
1138741,1138737
1138742,1138704
1138742,1138718
1138742,1138725
1138742,1138739
1138742,1138723
1138742,1138720
1138742,1138717
1138742,1138740
1138801,1138802
1138801,1138845
1138801,1138842
1138801,1138831
1138801,1138835
1138801,1138834
1138801,1138805
1138802,1138845
1138802,1138801
1138802,1138846
