SA1_2016,AREA_SKM,FEMALE,BORN_ELSEWHERE,NON_ENGLISH_LANGUGE,HIGH_SCHOOL_COMPLETE,AGE_UNDER_15,AGE_15_24,AGE_25_34,AGE_35_44,AGE_45_64,AGE_OVER_65,HIGH_SCHOOL_TOTAL,MEDIAN_AGE,MEDIAN_MORTGAGE_REPAY,MEDIAN_TOT_PRSNL_INC,MEDIAN_RENT,MEDIAN_TOT_FAM_INC,AVERAGE_NUM_PSNS_PER,MEDIAN_TOT_HHD,AVERAGE_HOUSEHOLD_SIZE,LEVERAGE_RATIO,MARRIED,DEFACTOR,NOT_MARRIED,AUSTRALIAN_TOTAL,AUSTRALIAN_ABORIGINAL_TOTAL,CHINESE_TOTAL,CROATIAN_TOTAL,DUTCH_TOTAL,ENGLISH_TOTAL,FILIPINO_TOTAL,FRENCH_TOTAL,GERMAN_TOTAL,GREEK_TOTAL,HUNGARIAN_TOTAL,INDIAN_TOTAL,IRISH_TOTAL,ITALIAN_TOTAL,KOREAN_TOTAL,LEBANESE_TOTAL,MACEDONIAN_TOTAL,MALTESE_TOTAL,MAORI_TOTAL,NEW_ZEALANDER_TOTAL,POLISH_TOTAL,RUSSIAN_TOTAL,SCOTTISH_TOTAL,SERBIAN_TOTAL,SOUTH_AFRICAN_TOTAL,SPANISH_TOTAL,SRI_LANKAN_TOTAL,TURKISH_TOTAL,VIETNAMESE_TOTAL,WELSH_TOTAL,OTHER_TOTAL,LOW_ENGLISH,CHRISTIANITY,ISLAM,HINDUISM,JUDAISM,BUDDHISM,OTHER_RELIGION,NO_RELIGION,FAMILY_COUPLE_CHILDREN_DEPENDENTS,ONE_PARENT_FAMILIES,Owned_outright_Total,Owned_with_a_mortgage_Total,Rented_Real_Estate_Agent_Total,HOUSING_PUBLIC_HOUSING,HOUSING_SHARE_HOUSE,HOUSING_CO_OPERATIVE,HOUSING_RENTAL,NO_INTERNET_TOTAL,LABOUR_FORCE,LABOUR_FORCE.1,DIFF_ADDRESS_1YR,DIFF_ADDRESS_5YR,DIPLOMA_ABOVE,AGRICULTURE_TOTAL,MINING_TOTAL,MANUFACTURING_TOTAL,CONSTRUCTION_TOTAL,RETAIL_TOTAL,REAL_ESTATE_TOTAL,ADMIN_TOTAL,PUBLIC_ADMIN_TOTAL,EDUCATION_SECTOR_TOTAL,HEALTHCARE_TOTAL,WHITECOLLAR,BLUECOLLAR,NOT_USE_PUBLIC_TRANSPORT,2PP
108021159,1356.1,0.4967,0.0894,0.02,0.2612,0.1825,0.0963,0.0799,0.0945,0.3326,0.213,0.2612,48,1300,471,230,1139,0.8,0.927,2.4,0.3506,0.4722,0.1348,0.3932,0.4501,0.0194,0.0039,0.0012,0.0119,0.434,0.0034,0.0047,0.038,0.0044,0.0018,0.0012,0.1239,0.0149,0.0,0.002,0.0,0.0035,0.0029,0.006,0.0034,0.0017,0.1095,0.0,0.0025,0.0027,0.0004,0.0,0.0,0.007,0.033,0.0058,0.5471,0.0017,0.0009,0.0005,0.011,0.007,0.3261,0.249,0.6898,0.4797,0.3031,0.0691,0.0084,0.0705,0.0112,0.1809,0.1913,0.488,0.085,0.109,0.2851,0.0515,0.111,0.0029,0.0573,0.1267,0.1013,0.0115,0.0294,0.0519,0.0995,0.1615,0.1134,0.1279,0.7605,0
108021160,45.9673,0.51,0.0838,0.0208,0.2431,0.1336,0.0729,0.0658,0.0892,0.284,0.3567,0.2431,56,1500,480,275,1071,0.7,0.871,2.1,0.4305,0.5077,0.1007,0.3924,0.4586,0.0082,0.0049,0.0012,0.0103,0.4405,0.0027,0.0025,0.0413,0.0049,0.0012,0.0019,0.1329,0.0109,0.0,0.0,0.0,0.0049,0.0019,0.0037,0.0041,0.0,0.1015,0.0,0.001,0.0018,0.0,0.0,0.0019,0.0045,0.0308,0.0372,0.6427,0.0,0.0008,0.0,0.0084,0.0014,0.2624,0.1726,0.9419,0.5164,0.2014,0.1823,0.0077,0.05,0.0023,0.2527,0.2295,0.388,0.079,0.1532,0.3471,0.0372,0.0252,0.0038,0.0542,0.1209,0.1222,0.0227,0.0472,0.0674,0.0825,0.1429,0.0824,0.1066,0.7802,0
108031161,16.2918,0.5,0.1571,0.0576,0.4188,0.144,0.0785,0.123,0.1859,0.2853,0.1728,0.4188,44,1867,762,220,1774,0.8,1.397,2.2,0.3341,0.5042,0.1398,0.322,0.411,0.0,0.0209,0.0105,0.0079,0.3613,0.0,0.0,0.055,0.0,0.0,0.0,0.1099,0.0131,0.0,0.0,0.0,0.0131,0.0079,0.0105,0.0,0.0,0.1257,0.0,0.0,0.0079,0.0,0.0,0.0,0.0183,0.0916,0.0,0.4817,0.0,0.0,0.0,0.0079,0.0,0.3586,0.2874,0.28,0.3636,0.2197,0.0,0.0,0.1288,0.0,0.3182,0.0758,0.697,0.013,0.1319,0.3087,0.0314,0.0489,0.0,0.0,0.0222,0.0444,0.0,0.0978,0.1644,0.0444,0.0267,0.1963,0.2225,0.7689,0
108041162,524.906,0.5124,0.1003,0.018,0.2653,0.1419,0.0788,0.0595,0.0867,0.2942,0.3388,0.2653,55,1519,483,300,1139,0.7,0.91,2.2,0.4173,0.5395,0.0917,0.3689,0.4356,0.0025,0.0059,0.001,0.0121,0.4617,0.0021,0.0051,0.037,0.0036,0.0024,0.0015,0.1259,0.0143,0.0002,0.002,0.0,0.0058,0.0017,0.0054,0.0034,0.0009,0.1147,0.0,0.0021,0.0017,0.0002,0.0002,0.0002,0.0069,0.0338,0.0071,0.6476,0.0007,0.0017,0.0002,0.0059,0.0028,0.2579,0.2028,0.7356,0.5186,0.2366,0.1192,0.0082,0.0455,0.0047,0.194,0.2085,0.414,0.076,0.1319,0.3588,0.0501,0.0259,0.0056,0.0419,0.1265,0.1142,0.0173,0.0391,0.0475,0.1063,0.1606,0.0917,0.1145,0.8043,0
108041163,42.088,0.5212,0.1302,0.0361,0.3539,0.1748,0.1002,0.0927,0.1104,0.2677,0.2539,0.3539,46,1733,597,330,1417,0.8,1.152,2.3,0.3761,0.5043,0.1034,0.3922,0.4077,0.0034,0.0091,0.0022,0.0155,0.4586,0.0034,0.0075,0.0429,0.0048,0.0031,0.0051,0.1506,0.0207,0.0007,0.0018,0.0006,0.0043,0.0027,0.0084,0.005,0.0026,0.1164,0.0008,0.0032,0.004,0.0005,0.0002,0.0009,0.0072,0.042,0.0126,0.6289,0.0011,0.0032,0.0012,0.0073,0.0033,0.2775,0.2672,0.6369,0.3902,0.2732,0.2007,0.0252,0.0504,0.0053,0.295,0.1509,0.532,0.064,0.1537,0.4207,0.082,0.0053,0.0024,0.0312,0.1009,0.11,0.0183,0.0363,0.0628,0.1069,0.1868,0.1437,0.1076,0.8343,0
108041164,54.1669,0.5356,0.1353,0.0451,0.284,0.154,0.0941,0.0964,0.1001,0.2395,0.3158,0.284,50,1733,530,320,1273,0.8,0.954,2.2,0.4541,0.4642,0.0972,0.4391,0.4205,0.0072,0.0085,0.0016,0.013,0.4409,0.0083,0.0051,0.0377,0.0029,0.0024,0.0078,0.1214,0.0173,0.0014,0.0012,0.0002,0.0055,0.0025,0.0068,0.0036,0.0023,0.0978,0.0005,0.0036,0.0036,0.001,0.0008,0.0031,0.0057,0.0389,0.032,0.6437,0.0008,0.0046,0.0007,0.0079,0.0038,0.2448,0.2248,0.8787,0.3895,0.2189,0.1809,0.0663,0.0492,0.0116,0.3211,0.2252,0.447,0.066,0.1632,0.4394,0.048,0.0082,0.0036,0.0346,0.0933,0.1349,0.0227,0.039,0.0493,0.0751,0.1917,0.1001,0.1059,0.8284,0
108041165,2871.75,0.4861,0.0855,0.0202,0.2883,0.1644,0.1057,0.0776,0.1091,0.3493,0.1924,0.2883,47,1517,534,250,1372,0.8,1.177,2.6,0.3222,0.513,0.1187,0.3697,0.4457,0.0047,0.0053,0.0026,0.0125,0.4167,0.0045,0.0053,0.0332,0.0055,0.0023,0.0019,0.1189,0.0176,0.0,0.0008,0.0006,0.0042,0.0015,0.0066,0.0019,0.0023,0.0985,0.0,0.0013,0.0025,0.0,0.0,0.0,0.0074,0.0319,0.0,0.5737,0.0015,0.0009,0.0,0.0076,0.0032,0.2779,0.2569,0.5248,0.4301,0.3595,0.0553,0.0,0.0888,0.0,0.1704,0.1907,0.548,0.054,0.1062,0.2955,0.0531,0.1586,0.0057,0.0479,0.1133,0.0885,0.0153,0.0318,0.0462,0.0819,0.1272,0.1459,0.152,0.732,0
108041166,194.861,0.5202,0.0745,0.0176,0.2518,0.2036,0.1093,0.0853,0.1118,0.2688,0.2216,0.2518,44,1600,532,300,1290,0.8,1.105,2.6,0.362,0.4938,0.1167,0.3901,0.4912,0.0065,0.0045,0.0007,0.012,0.4339,0.003,0.004,0.037,0.0028,0.002,0.0012,0.1093,0.0118,0.0,0.0012,0.0007,0.0057,0.003,0.0071,0.0038,0.0014,0.0963,0.0,0.0011,0.0019,0.0005,0.0,0.0003,0.0055,0.0282,0.0096,0.6597,0.002,0.0008,0.0012,0.0061,0.0023,0.2389,0.2744,0.7177,0.396,0.326,0.1284,0.0379,0.0601,0.0045,0.2406,0.2047,0.516,0.074,0.139,0.361,0.0413,0.033,0.0085,0.0479,0.1096,0.1198,0.0163,0.0354,0.053,0.0849,0.165,0.0973,0.1345,0.8147,0
108051167,2933.87,0.5072,0.0731,0.0175,0.2394,0.1615,0.087,0.0675,0.0936,0.2884,0.3023,0.2394,52,1300,481,220,1121,0.7,0.898,2.2,0.3619,0.5174,0.096,0.3852,0.5028,0.0075,0.0048,0.0006,0.0081,0.4172,0.003,0.0034,0.0373,0.0026,0.0018,0.0024,0.0888,0.0109,0.0,0.002,0.0008,0.0,0.0016,0.0046,0.0032,0.0006,0.1134,0.0,0.0006,0.0008,0.0,0.0,0.0,0.0058,0.0256,0.0163,0.6581,0.0,0.0026,0.0,0.0075,0.0018,0.2269,0.2188,0.758,0.4958,0.2154,0.1247,0.0207,0.0759,0.0015,0.2464,0.2686,0.464,0.074,0.1321,0.2993,0.045,0.1752,0.0468,0.0612,0.0733,0.0975,0.0116,0.0264,0.0545,0.0799,0.1174,0.1204,0.1327,0.7421,0
108051168,209.618,0.5149,0.1079,0.0275,0.2987,0.1679,0.0845,0.0724,0.0981,0.2956,0.2821,0.2987,51,1625,519,300,1238,0.7,1.043,2.4,0.3895,0.56,0.0992,0.3406,0.4485,0.0054,0.0063,0.0014,0.0149,0.4412,0.0028,0.0059,0.0444,0.0043,0.0009,0.0026,0.1173,0.017,0.0003,0.0017,0.0,0.0072,0.0018,0.005,0.0046,0.0013,0.1089,0.001,0.0023,0.003,0.0011,0.0003,0.0004,0.0081,0.0396,0.0053,0.6421,0.0006,0.0018,0.0007,0.0101,0.0034,0.2698,0.2253,0.6425,0.4695,0.2649,0.1584,0.0007,0.0442,0.0024,0.2159,0.1575,0.479,0.078,0.157,0.4147,0.0682,0.0263,0.0096,0.048,0.1089,0.1115,0.0209,0.0305,0.0524,0.12,0.1874,0.1246,0.106,0.7777,0
108051169,125.119,0.5207,0.0772,0.0324,0.2306,0.1796,0.1132,0.0939,0.0984,0.2581,0.2564,0.2306,46,1297,472,240,1097,0.8,0.849,2.3,0.3819,0.432,0.1001,0.4685,0.466,0.0166,0.0072,0.0013,0.0099,0.423,0.0067,0.0035,0.0394,0.0031,0.0014,0.0069,0.0985,0.0131,0.0013,0.0021,0.0001,0.0036,0.0024,0.0043,0.0026,0.0011,0.0993,0.0003,0.0013,0.0014,0.0011,0.0001,0.0005,0.0035,0.0316,0.0322,0.6494,0.0023,0.0029,0.0003,0.0076,0.003,0.2385,0.2285,1.0797,0.3698,0.2464,0.1912,0.0638,0.0517,0.0171,0.3389,0.2489,0.443,0.108,0.1375,0.3455,0.0383,0.0217,0.0033,0.0686,0.0708,0.1537,0.0154,0.0355,0.0333,0.0729,0.2082,0.081,0.1129,0.8312,0
108051170,3344.93,0.4925,0.0875,0.0151,0.2454,0.1432,0.0856,0.0612,0.089,0.3484,0.2726,0.2454,53,1300,455,248,1078,0.8,0.887,2.3,0.3664,0.5256,0.1073,0.3661,0.4504,0.0044,0.0024,0.0014,0.0145,0.4412,0.0035,0.004,0.0393,0.0027,0.0017,0.001,0.1133,0.0114,0.0002,0.0014,0.0004,0.0088,0.002,0.0054,0.0047,0.0014,0.1085,0.0002,0.0015,0.0017,0.0002,0.0,0.0006,0.0064,0.0274,0.0064,0.617,0.0011,0.0008,0.0,0.0076,0.0026,0.2646,0.1993,0.7364,0.5247,0.2657,0.0911,0.0,0.0636,0.0012,0.1738,0.2204,0.445,0.094,0.114,0.3237,0.0435,0.1197,0.0128,0.0508,0.0946,0.0987,0.0135,0.034,0.0375,0.0822,0.1642,0.1104,0.1216,0.735,0
108051171,61.5308,0.5249,0.0692,0.022,0.2166,0.1753,0.1126,0.093,0.0893,0.2832,0.2473,0.2166,47,1245,479,250,1150,0.8,0.912,2.4,0.3413,0.4463,0.095,0.458,0.4784,0.0093,0.0054,0.0007,0.0093,0.4592,0.0033,0.005,0.0357,0.0024,0.0009,0.0,0.1035,0.0173,0.0,0.0,0.0,0.0067,0.0024,0.0043,0.002,0.0006,0.1111,0.0,0.0035,0.0009,0.0006,0.0,0.0,0.0033,0.0261,0.0215,0.6783,0.0006,0.0,0.0007,0.0052,0.0033,0.2335,0.2332,1.0418,0.4366,0.2982,0.1331,0.0262,0.0539,0.0063,0.2297,0.2705,0.467,0.097,0.1172,0.3292,0.0378,0.0332,0.0054,0.1039,0.0787,0.1328,0.0091,0.0305,0.031,0.0675,0.2066,0.0722,0.1427,0.8228,0
109011172,101.514,0.5191,0.0946,0.053,0.3896,0.2134,0.1424,0.1407,0.1351,0.224,0.1436,0.3896,35,1625,726,280,1824,0.8,1.49,2.6,0.2727,0.5061,0.1188,0.3754,0.4025,0.003,0.0086,0.0027,0.0175,0.4191,0.0042,0.0042,0.0784,0.0045,0.003,0.0146,0.1507,0.0243,0.0011,0.0033,0.0007,0.0018,0.0041,0.0071,0.0048,0.0027,0.1186,0.0021,0.0024,0.0039,0.0025,0.0003,0.0005,0.0057,0.047,0.0309,0.6118,0.0027,0.0085,0.0002,0.012,0.0057,0.285,0.3742,0.3853,0.27,0.404,0.2153,0.0145,0.0447,0.0026,0.2888,0.1107,0.661,0.05,0.1887,0.4334,0.0886,0.014,0.003,0.0871,0.0891,0.1112,0.0145,0.0262,0.0801,0.1088,0.1518,0.1687,0.1387,0.8558,0
109011173,24.1552,0.5116,0.1,0.0642,0.2913,0.1868,0.1351,0.124,0.1208,0.2551,0.1778,0.2913,39,1300,599,231,1402,0.8,1.117,2.4,0.291,0.4328,0.1142,0.4521,0.3953,0.0036,0.008,0.0035,0.0154,0.3845,0.0071,0.0036,0.0776,0.006,0.0021,0.0094,0.1348,0.0189,0.0005,0.0023,0.0005,0.002,0.0026,0.0058,0.0063,0.0021,0.1055,0.0007,0.0015,0.0031,0.0007,0.0,0.0019,0.0047,0.0577,0.1159,0.5775,0.0029,0.0169,0.0003,0.01,0.0085,0.2751,0.2783,0.824,0.2988,0.3254,0.2125,0.0564,0.051,0.007,0.3358,0.2053,0.575,0.079,0.1502,0.3618,0.0617,0.013,0.0019,0.0987,0.0978,0.1228,0.0106,0.0338,0.0699,0.0869,0.1448,0.114,0.1524,0.85,0
109011174,48.4215,0.519,0.1167,0.0684,0.4007,0.1571,0.1241,0.117,0.11,0.2739,0.2189,0.4007,44,1517,719,220,1780,0.7,1.221,2.1,0.3106,0.4433,0.1011,0.4563,0.3599,0.004,0.009,0.0046,0.016,0.3904,0.0039,0.0055,0.0711,0.0105,0.0034,0.0168,0.155,0.0216,0.0009,0.0033,0.0,0.003,0.0012,0.0042,0.0068,0.0017,0.1236,0.0018,0.0025,0.0033,0.0031,0.0,0.0007,0.0061,0.0523,0.0483,0.5556,0.0045,0.0147,0.0013,0.01,0.0061,0.3007,0.2725,0.6491,0.3391,0.2519,0.254,0.0478,0.0488,0.0082,0.3696,0.1759,0.575,0.064,0.152,0.3807,0.1132,0.015,0.0017,0.0791,0.083,0.093,0.0167,0.025,0.0772,0.1166,0.1702,0.1882,0.1083,0.8304,0
109011175,5401.93,0.4998,0.0594,0.019,0.2737,0.2202,0.1067,0.0824,0.1079,0.2947,0.1881,0.2737,43,1300,621,180,1522,0.8,1.24,2.6,0.2621,0.5674,0.091,0.3415,0.4505,0.0028,0.0029,0.0022,0.0154,0.3834,0.0034,0.0044,0.1107,0.0009,0.0012,0.0014,0.1236,0.0119,0.0003,0.0022,0.0003,0.0019,0.0022,0.0052,0.0032,0.0009,0.1057,0.0007,0.0009,0.0016,0.001,0.0,0.001,0.004,0.0286,0.0261,0.6887,0.0011,0.0004,0.0006,0.0038,0.0022,0.2217,0.3349,0.3847,0.4119,0.3784,0.0576,0.0044,0.0711,0.003,0.1661,0.1937,0.61,0.043,0.0997,0.2917,0.0529,0.1903,0.0057,0.0761,0.0837,0.0835,0.0083,0.0239,0.0593,0.0905,0.1081,0.1688,0.1466,0.7565,0
109011176,21.467,0.5192,0.1272,0.0894,0.2595,0.1787,0.1265,0.1295,0.1145,0.2559,0.1962,0.2595,40,1300,537,210,1242,0.8,0.934,2.2,0.348,0.4269,0.1038,0.4696,0.3946,0.0039,0.0053,0.004,0.0172,0.3765,0.0108,0.0026,0.0749,0.0059,0.0028,0.0133,0.1205,0.0236,0.0004,0.0019,0.0,0.0026,0.0045,0.0057,0.0055,0.001,0.099,0.0019,0.001,0.0038,0.0017,0.0002,0.0011,0.005,0.0716,0.1375,0.589,0.009,0.027,0.0004,0.0086,0.0116,0.2637,0.2653,0.8546,0.3043,0.2803,0.2638,0.0343,0.0607,0.0093,0.3795,0.2392,0.538,0.091,0.1573,0.3627,0.0421,0.0074,0.0019,0.1028,0.0952,0.1334,0.0098,0.0392,0.0639,0.0708,0.1432,0.0761,0.1617,0.8563,0
109021177,13922.9,0.4965,0.0633,0.0377,0.262,0.1731,0.1105,0.1021,0.0946,0.3004,0.2199,0.262,46,979,590,150,1353,0.7,1.082,2.3,0.2262,0.4936,0.102,0.4039,0.4665,0.0071,0.0047,0.0,0.0044,0.3887,0.0034,0.0034,0.0212,0.0054,0.0,0.0051,0.1149,0.0313,0.0,0.0,0.001,0.001,0.0054,0.0057,0.0,0.0,0.0906,0.0,0.001,0.001,0.0,0.0,0.0,0.003,0.0374,0.0532,0.6942,0.002,0.004,0.0,0.002,0.0047,0.1667,0.2564,0.6961,0.4145,0.2181,0.105,0.0271,0.1005,0.0,0.3041,0.314,0.559,0.045,0.1106,0.2711,0.0299,0.2481,0.0,0.0313,0.1008,0.1053,0.0069,0.0321,0.0809,0.0748,0.0687,0.1297,0.1822,0.7855,0
109021178,322.629,0.4925,0.056,0.0322,0.2353,0.1929,0.1078,0.098,0.1106,0.2846,0.2073,0.2353,44,1200,543,170,1309,0.8,1.052,2.4,0.2852,0.5066,0.1128,0.3814,0.4106,0.0481,0.0018,0.0032,0.0094,0.3591,0.0035,0.0027,0.0521,0.0028,0.0025,0.0015,0.0885,0.0538,0.0,0.0,0.0,0.003,0.0018,0.0037,0.003,0.0007,0.0945,0.0,0.0,0.0,0.0,0.0015,0.0,0.0054,0.0243,0.0509,0.5158,0.0023,0.0007,0.0,0.0023,0.0101,0.338,0.2872,0.5904,0.3782,0.3246,0.0857,0.0168,0.0792,0.0326,0.251,0.2389,0.527,0.066,0.1249,0.2996,0.0392,0.1414,0.0122,0.0488,0.0732,0.0909,0.0126,0.0416,0.0581,0.0862,0.109,0.1299,0.1368,0.8019,0
109021179,49722.7,0.4712,0.0595,0.0551,0.2252,0.1915,0.1093,0.1049,0.1126,0.3074,0.1732,0.2252,43,953,615,130,1403,0.8,1.138,2.5,0.2094,0.5212,0.1205,0.3608,0.4065,0.0102,0.0044,0.0008,0.0042,0.3417,0.0036,0.0019,0.0374,0.0036,0.0008,0.0017,0.124,0.0913,0.0008,0.0019,0.0,0.0017,0.0011,0.005,0.0019,0.0008,0.0924,0.0,0.0,0.0011,0.0,0.0011,0.0,0.0011,0.0346,0.0884,0.6024,0.0019,0.0044,0.0,0.0069,0.0011,0.2418,0.3169,0.3788,0.4314,0.2376,0.0455,0.0231,0.1093,0.0104,0.2759,0.2711,0.58,0.047,0.0989,0.2555,0.0331,0.3826,0.0168,0.0379,0.046,0.0621,0.0025,0.0199,0.0491,0.0658,0.0832,0.1718,0.1696,0.754,0
109031180,77.2039,0.5115,0.0711,0.0248,0.2448,0.1627,0.1071,0.0823,0.0887,0.2773,0.2798,0.2448,49,1245,563,200,1296,0.7,0.998,2.2,0.3119,0.5011,0.1049,0.3932,0.4352,0.0016,0.0038,0.0016,0.0095,0.4192,0.0055,0.0024,0.0513,0.0016,0.0018,0.0024,0.1288,0.0213,0.0,0.0005,0.0,0.0009,0.0013,0.0038,0.0035,0.0011,0.1151,0.0,0.0007,0.0009,0.0005,0.0005,0.0005,0.0051,0.0239,0.0282,0.6499,0.0029,0.0027,0.0,0.0067,0.0046,0.2406,0.2417,0.6778,0.4207,0.28,0.1492,0.0125,0.0685,0.0072,0.25,0.237,0.513,0.059,0.1277,0.2905,0.0379,0.119,0.0018,0.1493,0.0674,0.1085,0.0063,0.0353,0.0407,0.057,0.1153,0.0934,0.1797,0.8055,0
109031181,4495.2,0.4955,0.0671,0.0159,0.2524,0.1774,0.0907,0.0797,0.1054,0.2776,0.2706,0.2524,49,1300,561,200,1315,0.7,1.042,2.3,0.3119,0.5392,0.0996,0.3623,0.4418,0.0007,0.0034,0.001,0.0117,0.3882,0.0043,0.0042,0.0465,0.0027,0.0028,0.0018,0.1332,0.0156,0.0021,0.0004,0.0,0.0022,0.0024,0.0053,0.0052,0.0006,0.1176,0.0004,0.001,0.0009,0.0,0.0,0.0,0.0028,0.0193,0.0199,0.6379,0.0,0.0015,0.0004,0.0037,0.0012,0.2463,0.2663,0.4978,0.4501,0.3032,0.0955,0.0023,0.0673,0.0,0.1999,0.2374,0.516,0.04,0.1208,0.2773,0.0385,0.209,0.0022,0.0972,0.0925,0.0815,0.0062,0.0222,0.0462,0.0582,0.1041,0.1385,0.1522,0.7597,0
109031182,143.208,0.5187,0.0666,0.0358,0.2556,0.1711,0.1108,0.0993,0.1084,0.2739,0.2357,0.2556,45,1083,583,195,1385,0.7,1.048,2.2,0.2583,0.4519,0.1154,0.4329,0.4685,0.0056,0.0098,0.0,0.0101,0.3722,0.0023,0.0027,0.0293,0.003,0.0,0.0062,0.108,0.0261,0.0016,0.0004,0.0004,0.0016,0.0061,0.0039,0.0019,0.0004,0.1067,0.0,0.0042,0.0004,0.0017,0.0005,0.0,0.0039,0.0241,0.1333,0.5993,0.0008,0.0027,0.0007,0.0031,0.0026,0.277,0.2556,0.7756,0.3847,0.2918,0.1703,0.0379,0.0551,0.0058,0.288,0.2553,0.532,0.056,0.1229,0.302,0.0432,0.0705,0.0026,0.0893,0.0815,0.1016,0.0061,0.0236,0.0589,0.0737,0.1433,0.1125,0.1513,0.8509,0
109031183,18338.2,0.4853,0.0509,0.0175,0.2576,0.1783,0.0926,0.0794,0.0958,0.3263,0.2287,0.2576,49,997,539,110,1274,0.7,1.014,2.3,0.2458,0.5385,0.1122,0.3488,0.4418,0.0123,0.0036,0.0009,0.0118,0.3965,0.0052,0.0016,0.0387,0.0027,0.001,0.0007,0.1078,0.0249,0.0,0.0,0.0004,0.001,0.0034,0.003,0.0028,0.0015,0.1246,0.0,0.001,0.0022,0.0,0.0,0.0,0.0039,0.0172,0.032,0.5988,0.0004,0.0004,0.0,0.0025,0.0089,0.2768,0.2678,0.3814,0.4639,0.2577,0.0437,0.0035,0.091,0.0133,0.2206,0.2538,0.568,0.033,0.1073,0.2716,0.0345,0.3827,0.0023,0.0403,0.06,0.0587,0.0082,0.0226,0.0419,0.0606,0.0855,0.2076,0.1411,0.6972,0
109031184,167.102,0.5151,0.0836,0.0267,0.278,0.1754,0.087,0.1072,0.1017,0.2399,0.2884,0.278,47,1560,600,275,1427,0.7,1.157,2.3,0.3371,0.5547,0.1111,0.3342,0.4423,0.0039,0.0055,0.0014,0.0157,0.4083,0.0044,0.0027,0.0441,0.0034,0.0007,0.0026,0.1173,0.0263,0.0,0.0005,0.0005,0.0024,0.0005,0.0039,0.0034,0.0015,0.111,0.0,0.0032,0.0015,0.0015,0.0005,0.0007,0.0039,0.0209,0.0184,0.6287,0.001,0.0026,0.0,0.0062,0.0014,0.2703,0.2996,0.3959,0.4065,0.3122,0.1579,0.0036,0.0454,0.0073,0.2328,0.1996,0.528,0.04,0.162,0.3916,0.0494,0.0451,0.0045,0.0873,0.095,0.1057,0.0094,0.0213,0.0516,0.0799,0.1225,0.1395,0.1311,0.8173,0
109031185,5011.05,0.4975,0.0767,0.0325,0.2454,0.1732,0.0907,0.0908,0.1014,0.2686,0.2748,0.2454,48,1083,535,165,1270,0.7,0.992,2.2,0.2729,0.5175,0.1011,0.3808,0.4095,0.0007,0.0063,0.0008,0.0127,0.4012,0.0052,0.0041,0.0337,0.0017,0.0012,0.0041,0.1302,0.0252,0.0003,0.0007,0.0,0.0036,0.0022,0.0072,0.0029,0.0009,0.1099,0.0003,0.0016,0.001,0.0016,0.0,0.0006,0.0042,0.0298,0.0255,0.6519,0.0025,0.0036,0.0003,0.002,0.0033,0.2221,0.2563,0.5373,0.4373,0.2614,0.0966,0.0078,0.0855,0.0091,0.2493,0.2316,0.5,0.047,0.1159,0.3037,0.0314,0.2143,0.0008,0.0713,0.0661,0.0865,0.0065,0.0193,0.0413,0.0698,0.1158,0.1335,0.1409,0.7677,0
110011186,274.599,0.5228,0.14,0.0942,0.4497,0.1769,0.202,0.1239,0.1041,0.2324,0.1606,0.4497,34,1452,564,260,1526,0.8,1.201,2.4,0.3022,0.4315,0.1128,0.4556,0.4017,0.0135,0.0217,0.001,0.0115,0.3944,0.0073,0.0054,0.0477,0.0037,0.0018,0.0089,0.1405,0.0138,0.0009,0.0026,0.0,0.0014,0.003,0.0057,0.0036,0.0027,0.1183,0.0007,0.0027,0.0026,0.0026,0.0005,0.0026,0.0067,0.0834,0.0716,0.5486,0.0198,0.0121,0.0007,0.0124,0.0064,0.2963,0.2966,0.666,0.3193,0.2585,0.2456,0.0562,0.0595,0.0121,0.3882,0.1616,0.547,0.083,0.1963,0.4336,0.1797,0.0447,0.0043,0.0212,0.0579,0.1182,0.01,0.0338,0.0513,0.2222,0.1476,0.1546,0.1054,0.8233,0
110011187,6098.24,0.4942,0.0606,0.0245,0.3073,0.2052,0.0994,0.0983,0.1127,0.2879,0.1985,0.3073,43,1189,575,200,1312,0.8,1.077,2.5,0.276,0.5283,0.1079,0.3655,0.4875,0.0076,0.0076,0.0,0.0102,0.4142,0.0009,0.0031,0.0448,0.0011,0.0013,0.0029,0.1181,0.0089,0.0,0.0031,0.0007,0.0,0.0042,0.0053,0.0009,0.002,0.1087,0.0,0.0007,0.0013,0.0,0.0,0.0,0.0051,0.0292,0.0478,0.6774,0.0,0.0011,0.0,0.0049,0.0053,0.2137,0.2997,0.5249,0.4226,0.2555,0.1093,0.0098,0.0934,0.0055,0.2844,0.2758,0.602,0.049,0.1287,0.2963,0.0726,0.3661,0.0069,0.0382,0.0553,0.0724,0.0069,0.0328,0.0338,0.0891,0.0954,0.1856,0.1526,0.7274,0
