Work_SA2,Home_SA2,Value
101021007,101021007,0.7558851052773016
101021007,101021011,0.33118607304215253
101021007,101021012,0.19808371652175158
101021007,101041017,0.1532584836077815
101021007,101041018,0.25455683123826184
101021007,101041024,0.2429089494357217
101021007,101051539,0.2917547209555858
101021007,106041129,0.1532584836077815
101021007,107041148,0.1532584836077815
101021007,108011151,0.215125479151695
101021007,114011283,0.25455683123826184
101021008,101021007,0.1532584836077815
101021008,101021008,0.6279580045216135
101021008,101021009,0.49371787507219733
101021008,101021010,0.39305306858606603
101021008,101021011,0.47730965358660293
101021008,101021012,0.5046006837373146
101021008,101031014,0.17792758943437106
101021008,101051539,0.306516967215563
101021008,101051540,0.2429089494357217
101021008,101061541,0.215125479151695
101021008,101061542,0.2298877254116722
101021008,114011283,0.19808371652175158
101021009,101021007,0.4132091956734466
101021009,101021008,0.7131164514411283
101021009,101021009,0.7704247174542425
101021009,101021010,0.6575708943600155
101021009,101021011,0.682066674892982
101021009,101021012,0.6999641632320333
101021009,101031013,0.1532584836077815
101021009,101031014,0.2993820641522319
101021009,101031015,0.2650936220085826
101021009,101031016,0.2298877254116722
101021009,101041017,0.17792758943437106
101021009,101041018,0.215125479151695
101021009,101041019,0.1532584836077815
101021009,101041026,0.17792758943437106
101021009,101041027,0.2650936220085826
101021009,101051539,0.4507824766755258
101021009,101051540,0.32551546459306885
101021009,101061541,0.32551546459306885
101021009,101061542,0.4183521056163641
101021009,107031138,0.1532584836077815
101021009,107031140,0.1532584836077815
101021009,113031263,0.1532584836077815
101021009,113031265,0.1532584836077815
101021009,114011278,0.1532584836077815
101021009,114011282,0.1532584836077815
101021009,114011283,0.1532584836077815
101021009,117021326,0.1532584836077815
101021009,119021363,0.1532584836077815
101021009,127031600,0.17792758943437106
101021010,101021007,0.33118607304215253
101021010,101021008,0.6138942705017485
101021010,101021009,0.6427674048139276
101021010,101021010,0.6290841870325454
101021010,101021011,0.6323954949498407
101021010,101021012,0.6225452564483008
101021010,101031014,0.2917547209555858
101021010,101031015,0.19808371652175158
101021010,101041018,0.1532584836077815
101021010,101051539,0.3513422001295331
101021010,101051540,0.2917547209555858
101021010,101061541,0.2650936220085826
101021010,101061542,0.41581055397999694
101021010,124051470,0.1532584836077815
101021011,101021007,0.47582570342476393
101021011,101021008,0.4346736531444514
101021011,101021009,0.4648398153795565
101021011,101021010,0.4208365388700927
101021011,101021011,0.8110456531469218
101021011,101021012,0.5439168168169565
101021011,101031014,0.215125479151695
101021011,101031015,0.306516967215563
101021011,101031016,0.1532584836077815
101021011,101041025,0.17792758943437106
101021011,101041027,0.19808371652175158
101021011,101051539,0.46148947937652607
101021011,101051540,0.4050163646600159
101021011,101061541,0.17792758943437106
101021011,101061542,0.39305306858606603
101021011,105031099,0.2993820641522319
101021011,106021117,0.17792758943437106
101021011,114011278,0.19808371652175158
101021011,114011282,0.19808371652175158
101021012,101021007,0.25455683123826184
101021012,101021008,0.5531994101775312
101021012,101021009,0.5658076616364203
101021012,101021010,0.4680915976634347
101021012,101021011,0.5690690375877784
101021012,101021012,0.7097473055164415
101021012,101031014,0.2298877254116722
101021012,101031016,0.1532584836077815
101021012,101041017,0.1532584836077815
101021012,101051539,0.2993820641522319
101021012,101051540,0.2298877254116722
101021012,101061541,0.19808371652175158
101021012,101061542,0.2993820641522319
101021012,109011173,0.17792758943437106
101031013,101031013,0.7495381786585166
101031013,101031014,0.25455683123826184
101031013,101031015,0.3195381912396124
101031013,101031016,0.2650936220085826
101031013,101041019,0.1532584836077815
101031013,101041020,0.33118607304215253
101031013,101041025,0.34172286381247335
101031013,101061542,0.17792758943437106
101031013,112021245,0.2429089494357217
101031014,101021011,0.2429089494357217
101031014,101021012,0.17792758943437106
101031014,101031013,0.36019113174604583
101031014,101031014,0.8576096576096763
101031014,101031015,0.7099272121910306
101031014,101031016,0.6383918439011597
101031014,101041019,0.215125479151695
101031014,101041020,0.27471295832564235
101031014,101041025,0.215125479151695
101031014,109011175,0.1532584836077815
101031014,113021260,0.19808371652175158
101031015,101031013,0.32551546459306885
101031015,101031014,0.4488926421582272
101031015,101031015,0.6924351327382979
101031015,101031016,0.33118607304215253
101031015,101041026,0.17792758943437106
101031015,102021048,0.17792758943437106
101031015,116021309,0.1532584836077815
101031016,101021008,0.1532584836077815
101031016,101021009,0.1532584836077815
101031016,101021011,0.1532584836077815
101031016,101031013,0.1532584836077815
101031016,101031014,0.49371787507219733
101031016,101031015,0.4208365388700927
101031016,101031016,0.8862250036493519
101031016,101041017,0.1532584836077815
101031016,101041018,0.3132191784265906
101031016,101041019,0.35585517886874213
101031016,101041020,0.2917547209555858
101031016,101041021,0.215125479151695
101031016,101041023,0.1532584836077815
101031016,101041024,0.17792758943437106
101031016,101041025,0.36019113174604583
101031016,101041026,0.17792758943437106
101031016,101041027,0.2429089494357217
101031016,102011028,0.17792758943437106
101031016,102011031,0.27471295832564235
101031016,102011032,0.2429089494357217
101031016,102011033,0.1532584836077815
101031016,102011039,0.1532584836077815
101031016,102011040,0.215125479151695
101031016,102011041,0.215125479151695
101031016,102021044,0.17792758943437106
101031016,102021046,0.17792758943437106
101031016,102021047,0.19808371652175158
101031016,102021048,0.17792758943437106
101031016,102021050,0.1532584836077815
101031016,102021052,0.1532584836077815
101031016,102021056,0.1532584836077815
101031016,104021083,0.17792758943437106
101031016,104021089,0.1532584836077815
101031016,104021091,0.2429089494357217
101031016,105031101,0.1532584836077815
101031016,106021115,0.19808371652175158
101031016,106031119,0.17792758943437106
101031016,106031120,0.1532584836077815
101031016,106031121,0.2298877254116722
101031016,106031125,0.19808371652175158
101031016,107031138,0.2298877254116722
101031016,107031139,0.1532584836077815
101031016,107031141,0.17792758943437106
101031016,107031143,0.19808371652175158
101031016,107041146,0.2650936220085826
101031016,107041147,0.215125479151695
101031016,107041148,0.17792758943437106
101031016,107041150,0.1532584836077815
101031016,108011152,0.1532584836077815
101031016,108041162,0.1532584836077815
101031016,108041163,0.19808371652175158
101031016,109011174,0.17792758943437106
101031016,109011175,0.17792758943437106
101031016,110041201,0.17792758943437106
101031016,110041205,0.19808371652175158
101031016,111011206,0.19808371652175158
101031016,111011209,0.2429089494357217
101031016,111011212,0.1532584836077815
101031016,111011213,0.1532584836077815
101031016,111021220,0.1532584836077815
101031016,111031222,0.2298877254116722
101031016,111031225,0.19808371652175158
101031016,111031229,0.2298877254116722
101031016,111031235,0.1532584836077815
101031016,112011236,0.19808371652175158
101031016,112011237,0.17792758943437106
101031016,112011238,0.17792758943437106
101031016,112011239,0.1532584836077815
101031016,112011240,0.2429089494357217
101031016,112011243,0.1532584836077815
101031016,112021246,0.17792758943437106
101031016,112021249,0.17792758943437106
101031016,112031250,0.2429089494357217
101031016,112031253,0.1532584836077815
101031016,113021260,0.1532584836077815
101031016,113021262,0.17792758943437106
101031016,113031271,0.19808371652175158
101031016,114011272,0.215125479151695
101031016,114011277,0.215125479151695
101031016,114011278,0.17792758943437106
101031016,114011279,0.2429089494357217
101031016,114011281,0.1532584836077815
101031016,114011282,0.1532584836077815
101031016,114011283,0.2917547209555858
101031016,114021289,0.1532584836077815
101031016,115011558,0.19808371652175158
101031016,115021297,0.1532584836077815
101031016,115031300,0.1532584836077815
101031016,115041301,0.17792758943437106
101031016,116011307,0.17792758943437106
101031016,116011560,0.215125479151695
101031016,117011321,0.19808371652175158
101031016,117031331,0.17792758943437106
101031016,118021566,0.1532584836077815
101031016,119031369,0.1532584836077815
101031016,119031374,0.17792758943437106
101031016,119041382,0.19808371652175158
101031016,120011385,0.17792758943437106
101031016,121011399,0.1532584836077815
101031016,121021403,0.17792758943437106
101031016,121031412,0.215125479151695
101031016,121041414,0.17792758943437106
101031016,121041415,0.17792758943437106
101031016,122011419,0.19808371652175158
101031016,122021420,0.17792758943437106
101031016,122021422,0.19808371652175158
101031016,122021423,0.1532584836077815
101031016,122031424,0.1532584836077815
101031016,122031426,0.1532584836077815
101031016,122031427,0.19808371652175158
101031016,122031429,0.1532584836077815
101031016,122031430,0.2298877254116722
101031016,122031431,0.1532584836077815
101031016,123011434,0.1532584836077815
101031016,123011435,0.19808371652175158
101031016,123021440,0.1532584836077815
101031016,124011450,0.1532584836077815
101031016,124011453,0.2298877254116722
101031016,124011454,0.1532584836077815
101031016,124031461,0.17792758943437106
101031016,124041466,0.17792758943437106
101031016,124051470,0.1532584836077815
101031016,126011495,0.1532584836077815
101031016,128011529,0.1532584836077815
101031016,128011604,0.25455683123826184
101031016,128011605,0.17792758943437106
101031016,128011606,0.2429089494357217
101031016,128021607,0.17792758943437106
101041017,101021007,0.2835618899421551
101041017,101021011,0.19808371652175158
101041017,101041017,0.8204306722404041
101041017,101041018,0.7918218599361196
101041017,101041020,0.2835618899421551
101041017,101041021,0.6229407939977383
101041017,101041024,0.631302708848061
101041017,101041026,0.6268202315925983
101041017,101041027,0.4021447063969596
101041017,101051540,0.19808371652175158
101041017,107031141,0.17792758943437106
101041017,113031263,0.1532584836077815
101041017,114011274,0.17792758943437106
101041017,114011278,0.1532584836077815
101041017,114011279,0.1532584836077815
101041017,114011282,0.5123814657193658
101041017,114011283,0.4727966748473939
101041017,119031368,0.1532584836077815
101041017,127011506,0.17792758943437106
101041018,101041017,0.5962796950507351
101041018,101041018,0.7236056004838696
101041018,101041021,0.4279714419334238
101041018,101041024,0.4279714419334238
101041018,101041026,0.4368203735499366
101041018,101041027,0.2650936220085826
101041018,102021053,0.17792758943437106
101041018,102021054,0.19808371652175158
101041018,110011186,0.17792758943437106
101041018,114011282,0.33118607304215253
101041018,114011283,0.2917547209555858
101041018,114021289,0.215125479151695
101041018,121011402,0.215125479151695
101041019,101031013,0.2429089494357217
101041019,101031014,0.25455683123826184
101041019,101031016,0.1532584836077815
101041019,101041019,0.8757866812554986
101041019,101041020,0.7946143824569726
101041019,101041023,0.46968231038995684
101041019,101041024,0.2298877254116722
101041019,101041025,0.7340557172966833
101041019,101041026,0.19808371652175158
101041019,101041027,0.47125045905330487
101041019,101051539,0.17792758943437106
101041019,107041144,0.215125479151695
101041019,114011283,0.17792758943437106
101041019,121011400,0.1532584836077815
101041019,124031462,0.215125479151695
101041020,101031013,0.17792758943437106
101041020,101041019,0.5010907817304401
101041020,101041020,0.7778647009140682
101041020,101041023,0.3796363070125792
101041020,101041024,0.17792758943437106
101041020,101041025,0.4389262015461752
101041020,101041027,0.4050163646600159
101041020,101061541,0.17792758943437106
101041020,110031197,0.17792758943437106
101041021,101041017,0.42564393223640146
101041021,101041018,0.5196504532468444
101041021,101041021,0.6531540901611369
101041021,101041024,0.39305306858606603
101041021,101041026,0.5145075433039269
101041021,101041027,0.27471295832564235
101041021,114011282,0.2429089494357217
101041023,101031013,0.1532584836077815
101041023,101041019,0.39305306858606603
101041023,101041020,0.5987641283044638
101041023,101041023,0.7376107704690363
101041023,101041025,0.6072723735893042
101041023,111021219,0.215125479151695
101041023,113021261,0.17792758943437106
101041024,101041017,0.4664776620343721
101041024,101041018,0.4858178988714434
101041024,101041020,0.19808371652175158
101041024,101041021,0.42564393223640146
101041024,101041024,0.6558252902964916
101041024,101041026,0.4911467678609616
101041024,101041027,0.41581055397999694
101041024,105031099,0.17792758943437106
101041024,108041163,0.1532584836077815
101041024,114011282,0.2650936220085826
101041024,114011283,0.19808371652175158
101041024,121011399,0.17792758943437106
101041025,101031013,0.25455683123826184
101041025,101041017,0.1532584836077815
101041025,101041019,0.6225452564483008
101041025,101041020,0.6843556309271419
101041025,101041023,0.5638036316465802
101041025,101041025,0.8682366445881079
101041025,101041027,0.215125479151695
101041025,127011596,0.17792758943437106
101041026,101021007,0.17792758943437106
101041026,101021010,0.215125479151695
101041026,101031014,0.19808371652175158
101041026,101041017,0.5879321367522329
101041026,101041018,0.6305681371943844
101041026,101041020,0.2298877254116722
101041026,101041021,0.6440796175745829
101041026,101041024,0.6366617205292557
101041026,101041025,0.19808371652175158
101041026,101041026,0.8343961393603075
101041026,101041027,0.5753166108977408
101041026,111021218,0.19808371652175158
101041026,114011277,0.17792758943437106
101041026,114011281,0.1532584836077815
101041026,114011282,0.27471295832564235
101041026,114011283,0.27471295832564235
101041027,101041017,0.17792758943437106
101041027,101041018,0.25455683123826184
101041027,101041019,0.25455683123826184
101041027,101041020,0.5319996227566595
101041027,101041021,0.2298877254116722
101041027,101041024,0.5226251428567221
101041027,101041026,0.5034430540274399
101041027,101041027,0.8435675387615184
101051539,101021007,0.3865480967264434
101051539,101021008,0.2298877254116722
101051539,101021009,0.215125479151695
101051539,101021010,0.1532584836077815
101051539,101021011,0.38314620901945373
101051539,101021012,0.1532584836077815
101051539,101041017,0.17792758943437106
101051539,101041018,0.1532584836077815
101051539,101041019,0.1532584836077815
101051539,101051539,0.9862758142038369
101051539,101051540,0.8181580472766238
101051539,101061541,0.2835618899421551
101051539,101061542,0.4324844206726329
101051539,103041078,0.1532584836077815
101051539,105021097,0.215125479151695
101051539,106011110,0.17792758943437106
101051539,107011131,0.1532584836077815
101051539,107011132,0.1532584836077815
101051539,107011546,0.1532584836077815
101051539,107031136,0.215125479151695
101051539,107031141,0.25455683123826184
101051539,107031142,0.215125479151695
101051539,107031143,0.19808371652175158
101051539,107041144,0.19808371652175158
101051539,107041150,0.1532584836077815
101051539,107041548,0.1532584836077815
101051539,107041549,0.1532584836077815
101051539,110041203,0.17792758943437106
101051539,111021215,0.17792758943437106
101051539,113031263,0.17792758943437106
101051539,113031267,0.19808371652175158
101051539,113031271,0.19808371652175158
101051539,114011277,0.19808371652175158
101051539,114011278,0.1532584836077815
101051539,114011279,0.17792758943437106
101051539,114011282,0.1532584836077815
101051539,114021284,0.3865480967264434
101051539,114021285,0.3132191784265906
101051539,114021286,0.3513422001295331
101051539,114021287,0.47125045905330487
101051539,114021288,0.1532584836077815
101051539,114021289,0.47125045905330487
101051539,115011296,0.17792758943437106
101051539,115011559,0.19808371652175158
101051539,116011304,0.215125479151695
101051539,116021310,0.19808371652175158
101051539,116021312,0.19808371652175158
101051539,116031317,0.1532584836077815
101051539,117031333,0.19808371652175158
101051539,117031335,0.1532584836077815
101051539,119021573,0.1532584836077815
101051539,119031368,0.19808371652175158
101051539,119031369,0.17792758943437106
101051539,119041382,0.1532584836077815
101051539,120011386,0.17792758943437106
101051539,120031396,0.1532584836077815
101051539,120031575,0.17792758943437106
101051539,121011400,0.19808371652175158
101051539,123011433,0.1532584836077815
101051539,123011435,0.2298877254116722
101051539,123021437,0.1532584836077815
101051539,123021438,0.19808371652175158
101051539,123021441,0.1532584836077815
101051539,123021444,0.19808371652175158
101051539,123031445,0.2429089494357217
101051539,123031447,0.19808371652175158
101051539,124031460,0.215125479151695
101051539,124031461,0.17792758943437106
101051539,124051470,0.1532584836077815
101051539,125011473,0.1532584836077815
101051539,125031479,0.17792758943437106
101051539,127011506,0.17792758943437106
101051539,127021512,0.17792758943437106
101051539,127021519,0.17792758943437106
101051540,101021007,0.215125479151695
101051540,101021011,0.215125479151695
101051540,101051539,0.6924351327382979
101051540,101051540,0.8685367682511839
101051540,101061541,0.17792758943437106
101051540,101061542,0.3513422001295331
101051540,101061543,0.1532584836077815
101051540,101061544,0.17792758943437106
101051540,102011034,0.1532584836077815
101051540,102021051,0.17792758943437106
101051540,103011061,0.19808371652175158
101051540,103031071,0.17792758943437106
101051540,107011131,0.2298877254116722
101051540,107041150,0.215125479151695
101051540,112031254,0.1532584836077815
101051540,114011272,0.19808371652175158
101051540,114011279,0.1532584836077815
101051540,114011283,0.1532584836077815
101051540,114021284,0.27471295832564235
101051540,114021286,0.215125479151695
101051540,114021287,0.34172286381247335
101051540,114021288,0.2298877254116722
101051540,114021289,0.3796363070125792
101051540,116011308,0.17792758943437106
101051540,117031337,0.1532584836077815
101051540,118011343,0.1532584836077815
101051540,121031407,0.1532584836077815
101051540,121041414,0.17792758943437106
101051540,123021441,0.2429089494357217
101051540,123031447,0.1532584836077815
101051540,127011506,0.1532584836077815
101051540,127021513,0.1532584836077815
101051540,128021607,0.1532584836077815
101061541,101021012,0.215125479151695
101061541,101041021,0.17792758943437106
101061541,101051539,0.35585517886874213
