Work_SA2,Home_SA2,Value
101061541,101051540,0.306516967215563
101061541,101061541,0.8065626791920298
101061541,101061542,0.687922153999089
101061541,101061543,0.19808371652175158
101061541,101061544,0.41581055397999694
101061541,103021066,0.215125479151695
101061541,113031271,0.1532584836077815
101061542,101021008,0.2429089494357217
101061542,101021009,0.215125479151695
101061542,101021010,0.2298877254116722
101061542,101021011,0.3796363070125792
101061542,101021012,0.215125479151695
101061542,101031015,0.1532584836077815
101061542,101051539,0.36019113174604583
101061542,101051540,0.4232663647494646
101061542,101061541,0.49868736909385003
101061542,101061542,0.8116919516061399
101061542,101061543,0.17792758943437106
101061542,101061544,0.4132091956734466
101061542,105031106,0.17792758943437106
101061542,109031185,0.19808371652175158
101061542,113021261,0.215125479151695
101061542,113021262,0.17792758943437106
101061542,113031263,0.215125479151695
101061542,113031264,0.2993820641522319
101061542,114021284,0.17792758943437106
101061542,116011307,0.1532584836077815
101061542,117011322,0.1532584836077815
101061542,117021327,0.2298877254116722
101061542,117031331,0.2298877254116722
101061542,117031332,0.215125479151695
101061542,117031333,0.19808371652175158
101061542,117031338,0.1532584836077815
101061542,118021569,0.17792758943437106
101061542,119011361,0.17792758943437106
101061542,119031369,0.2298877254116722
101061542,119031374,0.1532584836077815
101061542,119041377,0.17792758943437106
101061542,119041381,0.17792758943437106
101061542,120011383,0.1532584836077815
101061542,120011386,0.2298877254116722
101061542,120021388,0.215125479151695
101061542,120021389,0.1532584836077815
101061542,120031390,0.1532584836077815
101061542,121011399,0.17792758943437106
101061542,121031411,0.1532584836077815
101061542,121031412,0.19808371652175158
101061542,121041414,0.1532584836077815
101061542,122031431,0.1532584836077815
101061542,124031460,0.1532584836077815
101061542,125011583,0.1532584836077815
101061542,125021478,0.1532584836077815
101061542,127021520,0.1532584836077815
101061542,127031599,0.1532584836077815
101061542,128011604,0.19808371652175158
101061542,128021536,0.19808371652175158
101061543,101051539,0.1532584836077815
101061543,101061541,0.215125479151695
101061543,101061542,0.2993820641522319
101061543,101061543,0.9003514807889939
101061543,101061544,0.7055265266327689
101061543,103021063,0.2993820641522319
101061543,103021064,0.306516967215563
101061543,103021066,0.4743215628460782
101061543,103021069,0.215125479151695
101061543,109011172,0.17792758943437106
101061543,113021261,0.19808371652175158
101061543,113031263,0.49868736909385003
101061543,113031266,0.3513422001295331
101061543,113031270,0.1532584836077815
101061543,113031271,0.1532584836077815
101061543,121031411,0.1532584836077815
101061544,101031013,0.19808371652175158
101061544,101051539,0.215125479151695
101061544,101051540,0.2429089494357217
101061544,101061541,0.2917547209555858
101061544,101061542,0.45803442858741666
101061544,101061543,0.5987641283044638
101061544,101061544,0.8319792701322413
101061544,103021063,0.38314620901945373
101061544,103021064,0.27471295832564235
101061544,103021065,0.1532584836077815
101061544,103021066,0.3643634241535825
101061544,107031142,0.17792758943437106
101061544,109011175,0.1532584836077815
101061544,113031263,0.4430212114429537
101061544,113031264,0.17792758943437106
101061544,113031266,0.2650936220085826
101061544,116031317,0.17792758943437106
101061544,120011384,0.1532584836077815
101061544,124011449,0.1532584836077815
102011028,102011028,0.7236056004838696
102011028,102011029,0.4183521056163641
102011028,102011031,0.34172286381247335
102011028,102011032,0.33118607304215253
102011028,102011033,0.19808371652175158
102011028,102011034,0.4324844206726329
102011028,102011035,0.19808371652175158
102011028,102011036,0.1532584836077815
102011028,102011037,0.25455683123826184
102011028,102011038,0.38314620901945373
102011028,102011039,0.45803442858741666
102011028,102011040,0.19808371652175158
102011028,102011041,0.36019113174604583
102011028,102011043,0.2917547209555858
102011028,102021044,0.2650936220085826
102011028,102021045,0.17792758943437106
102011028,102021047,0.27471295832564235
102011028,102021051,0.1532584836077815
102011028,102021053,0.3132191784265906
102011028,102021054,0.1532584836077815
102011028,102021057,0.17792758943437106
102011028,117031333,0.17792758943437106
102011028,119041379,0.19808371652175158
102011028,121041415,0.17792758943437106
102011028,127031523,0.1532584836077815
102011028,128021535,0.215125479151695
102011029,102011028,0.39616743304350316
102011029,102011029,0.7504140953967906
102011029,102011030,0.17792758943437106
102011029,102011031,0.34172286381247335
102011029,102011032,0.34663712294557386
102011029,102011033,0.17792758943437106
102011029,102011034,0.39616743304350316
102011029,102011035,0.25455683123826184
102011029,102011036,0.25455683123826184
102011029,102011037,0.2298877254116722
102011029,102011038,0.3513422001295331
102011029,102011039,0.4050163646600159
102011029,102011040,0.4858178988714434
102011029,102011041,0.33118607304215253
102011029,102011042,0.41581055397999694
102011029,102011043,0.2835618899421551
102011029,102021044,0.3132191784265906
102011029,102021045,0.1532584836077815
102011029,102021047,0.27471295832564235
102011029,102021048,0.215125479151695
102011029,102021050,0.17792758943437106
102011029,102021053,0.2298877254116722
102011029,102021054,0.1532584836077815
102011029,106021115,0.17792758943437106
102011029,106031121,0.1532584836077815
102011029,111011212,0.17792758943437106
102011029,121011399,0.1532584836077815
102011029,122021421,0.17792758943437106
102011029,122031429,0.1532584836077815
102011029,123021437,0.19808371652175158
102011029,123021444,0.17792758943437106
102011029,126011495,0.1532584836077815
102011030,102011028,0.45264054776001333
102011030,102011029,0.4871743898426895
102011030,102011030,0.756358564789549
102011030,102011031,0.5337827683031132
102011030,102011032,0.6081785477377611
102011030,102011033,0.5575638964469503
102011030,102011034,0.4664776620343721
102011030,102011035,0.5414690571834472
102011030,102011036,0.5328947906203607
102011030,102011037,0.4346736531444514
102011030,102011038,0.47730965358660293
102011030,102011039,0.5123814657193658
102011030,102011040,0.6138942705017485
102011030,102011041,0.4898384374773373
102011030,102011042,0.5355376087538127
102011030,102011043,0.5582748482677974
102011030,102021044,0.5967810683687456
102011030,102021045,0.5478797008571956
102011030,102021046,0.49989560655335535
102011030,102021047,0.5765248483572462
102011030,102021048,0.6011939541838357
102011030,102021049,0.4409926659574733
102011030,102021050,0.520650936338734
102011030,102021051,0.5091136624765237
102011030,102021052,0.4021447063969596
102011030,102021053,0.5113028949483421
102011030,102021054,0.4597754508233444
102011030,102021055,0.47582570342476393
102011030,102021056,0.5716105892241455
102011030,102021057,0.5145075433039269
102011030,103011058,0.1532584836077815
102011030,103011059,0.19808371652175158
102011030,103041078,0.17792758943437106
102011030,106011108,0.2650936220085826
102011030,106011109,0.39305306858606603
102011030,106011110,0.19808371652175158
102011030,106011111,0.215125479151695
102011030,106011112,0.17792758943437106
102011030,106021115,0.1532584836077815
102011030,106021118,0.1532584836077815
102011030,106031122,0.17792758943437106
102011030,106031125,0.215125479151695
102011030,107041145,0.1532584836077815
102011030,111011206,0.2993820641522319
102011030,111011207,0.215125479151695
102011030,111011208,0.19808371652175158
102011030,111011209,0.27471295832564235
102011030,111011211,0.17792758943437106
102011030,111011212,0.36019113174604583
102011030,111011213,0.1532584836077815
102011030,111011214,0.2429089494357217
102011030,111021216,0.39919646162087324
102011030,111021217,0.2917547209555858
102011030,111021218,0.5034430540274399
102011030,111021219,0.3132191784265906
102011030,111021220,0.27471295832564235
102011030,111021221,0.1532584836077815
102011030,111031224,0.17792758943437106
102011030,111031226,0.1532584836077815
102011030,111031227,0.17792758943437106
102011030,111031231,0.2298877254116722
102011030,111031233,0.19808371652175158
102011030,113031267,0.17792758943437106
102011030,115011290,0.19808371652175158
102011030,115011296,0.19808371652175158
102011030,115011555,0.17792758943437106
102011030,115011556,0.215125479151695
102011030,115011558,0.17792758943437106
102011030,115021297,0.2835618899421551
102011030,115021298,0.17792758943437106
102011030,115031299,0.215125479151695
102011030,115041301,0.1532584836077815
102011030,116011303,0.1532584836077815
102011030,116021310,0.17792758943437106
102011030,116021563,0.17792758943437106
102011030,116031315,0.17792758943437106
102011030,116031316,0.2650936220085826
102011030,117021327,0.17792758943437106
102011030,119011571,0.1532584836077815
102011030,119041378,0.1532584836077815
102011030,119041382,0.17792758943437106
102011030,120021388,0.17792758943437106
102011030,120031575,0.215125479151695
102011030,121011399,0.19808371652175158
102011030,121011400,0.17792758943437106
102011030,121021403,0.2835618899421551
102011030,121021404,0.306516967215563
102011030,121021406,0.2650936220085826
102011030,121021577,0.2650936220085826
102011030,121021578,0.1532584836077815
102011030,121021579,0.17792758943437106
102011030,121031407,0.1532584836077815
102011030,121031410,0.1532584836077815
102011030,121031411,0.1532584836077815
102011030,121031412,0.25455683123826184
102011030,121041416,0.17792758943437106
102011030,121041417,0.1532584836077815
102011030,122021423,0.1532584836077815
102011030,122031424,0.2429089494357217
102011030,122031426,0.1532584836077815
102011030,122031427,0.17792758943437106
102011030,122031430,0.1532584836077815
102011030,122031431,0.19808371652175158
102011030,123011435,0.1532584836077815
102011030,124031458,0.215125479151695
102011030,124031461,0.1532584836077815
102011030,124041467,0.1532584836077815
102011030,125011473,0.1532584836077815
102011030,125021476,0.1532584836077815
102011030,125031484,0.1532584836077815
102011030,125041494,0.1532584836077815
102011030,126011496,0.2429089494357217
102011030,126021497,0.1532584836077815
102011030,126021591,0.1532584836077815
102011030,127011506,0.17792758943437106
102011030,127011594,0.19808371652175158
102011030,127021511,0.17792758943437106
102011030,127021513,0.25455683123826184
102011030,127021518,0.17792758943437106
102011030,127021520,0.19808371652175158
102011030,127031599,0.17792758943437106
102011030,128011529,0.215125479151695
102011030,128021607,0.1532584836077815
102011031,102011028,0.6615398764536952
102011031,102011029,0.6338359404372267
102011031,102011030,0.43025095830339
102011031,102011031,0.8202982738687263
102011031,102011032,0.7523905078495527
102011031,102011033,0.5651436798979125
102011031,102011034,0.6373570223629191
102011031,102011035,0.5895460723812955
102011031,102011036,0.6117307449541565
102011031,102011037,0.5283446575782855
102011031,102011038,0.6598563013721644
102011031,102011039,0.7437352510707912
102011031,102011040,0.6407694113880965
102011031,102011041,0.7017205525920371
102011031,102011042,0.5539388953904937
102011031,102011043,0.6352578587804111
102011031,102021044,0.7093866114700937
102011031,102021045,0.48305393923077455
102011031,102021046,0.4232663647494646
102011031,102021047,0.647293583078809
102011031,102021048,0.5337827683031132
102011031,102021049,0.3796363070125792
102011031,102021050,0.4021447063969596
102011031,102021051,0.5196504532468444
102011031,102021052,0.3513422001295331
102011031,102021053,0.6248975287453008
102011031,102021054,0.47877394820085034
102011031,102021055,0.4858178988714434
102011031,102021056,0.5709806580204372
102011031,102021057,0.4680915976634347
102011031,106011108,0.1532584836077815
102011031,106011109,0.19808371652175158
102011031,106021115,0.19808371652175158
102011031,111011206,0.2650936220085826
102011031,111011208,0.1532584836077815
102011031,111011212,0.2429089494357217
102011031,111011213,0.19808371652175158
102011031,111021216,0.33118607304215253
102011031,111021217,0.19808371652175158
102011031,111021218,0.4368203735499366
102011031,111021219,0.27471295832564235
102011031,111021220,0.25455683123826184
102011031,111031222,0.27471295832564235
102011031,111031226,0.17792758943437106
102011031,111031227,0.1532584836077815
102011031,111031228,0.2298877254116722
102011031,111031231,0.215125479151695
102011031,111031233,0.2298877254116722
102011031,112031250,0.1532584836077815
102011031,115011291,0.1532584836077815
102011031,115011559,0.17792758943437106
102011031,115021297,0.1532584836077815
102011031,115031300,0.1532584836077815
102011031,117021326,0.1532584836077815
102011031,117031333,0.1532584836077815
102011031,117031337,0.1532584836077815
102011031,119011356,0.215125479151695
102011031,119041379,0.1532584836077815
102011031,119041380,0.1532584836077815
102011031,121011399,0.1532584836077815
102011031,121011400,0.17792758943437106
102011031,121021404,0.2993820641522319
102011031,121021406,0.2429089494357217
102011031,121021577,0.19808371652175158
102011031,121021578,0.19808371652175158
102011031,121031407,0.1532584836077815
102011031,121031408,0.17792758943437106
102011031,121031410,0.215125479151695
102011031,121031411,0.1532584836077815
102011031,121031412,0.2917547209555858
102011031,124031462,0.17792758943437106
102011031,126011495,0.17792758943437106
102011031,126021500,0.1532584836077815
102011031,127021511,0.17792758943437106
102011031,127021513,0.19808371652175158
