"SA1_2016","AREA_SKM","FEMALE","BORN_ELSEWHERE","NON_ENGLISH_LANGUGE","HIGH_SCHOOL_COMPLETE","AGE_UNDER_15","AGE_15_24","AGE_25_34","AGE_35_44","AGE_45_64","AGE_OVER_65","HIGH_SCHOOL_TOTAL","MEDIAN_AGE","MEDIAN_MORTGAGE_REPAY","MEDIAN_TOT_PRSNL_INC","MEDIAN_RENT","MEDIAN_TOT_FAM_INC","AVERAGE_NUM_PSNS_PER","MEDIAN_TOT_HHD","AVERAGE_HOUSEHOLD_SIZE","LEVERAGE_RATIO","MARRIED","DEFACTOR","NOT_MARRIED","AUSTRALIAN_TOTAL","AUSTRALIAN_ABORIGINAL_TOTAL","CHINESE_TOTAL","CROATIAN_TOTAL","DUTCH_TOTAL","ENGLISH_TOTAL","FILIPINO_TOTAL","FRENCH_TOTAL","GERMAN_TOTAL","GREEK_TOTAL","HUNGARIAN_TOTAL","INDIAN_TOTAL","IRISH_TOTAL","ITALIAN_TOTAL","KOREAN_TOTAL","LEBANESE_TOTAL","MACEDONIAN_TOTAL","MALTESE_TOTAL","MAORI_TOTAL","NEW_ZEALANDER_TOTAL","POLISH_TOTAL","RUSSIAN_TOTAL","SCOTTISH_TOTAL","SERBIAN_TOTAL","SOUTH_AFRICAN_TOTAL","SPANISH_TOTAL","SRI_LANKAN_TOTAL","TURKISH_TOTAL","VIETNAMESE_TOTAL","WELSH_TOTAL","OTHER_TOTAL","LOW_ENGLISH","CHRISTIANITY","ISLAM","HINDUISM","JUDAISM","BUDDHISM","OTHER_RELIGION","NO_RELIGION","FAMILY_COUPLE_CHILDREN_DEPENDENTS","ONE_PARENT_FAMILIES","Owned_outright_Total","Owned_with_a_mortgage_Total","Rented_Real_Estate_Agent_Total","HOUSING_PUBLIC_HOUSING","HOUSING_SHARE_HOUSE","HOUSING_CO_OPERATIVE","HOUSING_RENTAL","NO_INTERNET_TOTAL","LABOUR_FORCE","LABOUR_FORCE","DIFF_ADDRESS_1YR","DIFF_ADDRESS_5YR","DIPLOMA_ABOVE","AGRICULTURE_TOTAL","MINING_TOTAL","MANUFACTURING_TOTAL","CONSTRUCTION_TOTAL","RETAIL_TOTAL","REAL_ESTATE_TOTAL","ADMIN_TOTAL","PUBLIC_ADMIN_TOTAL","EDUCATION_SECTOR_TOTAL","HEALTHCARE_TOTAL","WHITECOLLAR","BLUECOLLAR","NOT_USE_PUBLIC_TRANSPORT"
"206021112","4.9972","0.5268","0.2791","0.2996","0.5630","0.1610","0.1034","0.2056","0.1837","0.2168","0.1289","0.5630","36","2000","773","340","2059","1","1.5370","2.3","0.3253","0.3658","0.1574","0.4772","0.2344","0.0013","0.0332","0.0076","0.0141","0.2682","0.0043","0.0071","0.0309","0.1133","0.0032","0.0261","0.1367","0.1231","0.0012","0.0196","0.0135","0.0074","0.0030","0.0086","0.0092","0.0021","0.0907","0.0046","0.0027","0.0051","0.0043","0.0035","0.0144","0.0063","0.1031","0.1838","0.3956","0.0221","0.0237","0.0025","0.0194","0.0076","0.4338","0.3482","0.4003","0.2657","0.2718","0.3320","0.0278","0.0534","0.0062","0.4275","0.1484","0.67000","0.05500","0.1675","0.3910","0.2096","0.0023","0.0012","0.0475","0.0506","0.0884","0.0133","0.0325","0.0686","0.1276","0.1358","0.2673","0.0962","0.5927"
"206031113","3.8361","0.5132","0.2784","0.2670","0.5516","0.1801","0.1138","0.1975","0.1606","0.2420","0.1058","0.5516","35","2178","824","326","2313","0.9","1.7570","2.4","0.3099","0.4099","0.1287","0.4611","0.2418","0.0003","0.0549","0.0096","0.0137","0.2696","0.0087","0.0056","0.0316","0.0374","0.0024","0.0168","0.1456","0.0960","0.0021","0.0050","0.0039","0.0179","0.0018","0.0089","0.0087","0.0035","0.0855","0.0039","0.0024","0.0071","0.0030","0.0056","0.0366","0.0063","0.1402","0.1573","0.4525","0.0502","0.0113","0.0012","0.0298","0.0055","0.3504","0.3387","0.4772","0.2546","0.2997","0.2273","0.1168","0.0491","0.0067","0.4118","0.1356","0.67200","0.06300","0.1559","0.3926","0.1928","0.0022","0.0034","0.0514","0.0580","0.0782","0.0154","0.0365","0.0670","0.1046","0.1258","0.2639","0.0825","0.6193"
"206031114","8.443","0.5209","0.2358","0.2390","0.5475","0.1618","0.1367","0.1662","0.1358","0.2639","0.1355","0.5475","37","2167","858","345","2350","0.9","1.7950","2.5","0.3018","0.4777","0.0847","0.4377","0.2482","0.0012","0.0360","0.0160","0.0109","0.2558","0.0054","0.0047","0.0290","0.0468","0.0030","0.0449","0.1367","0.1536","0.0043","0.0089","0.0052","0.0238","0.0013","0.0050","0.0118","0.0034","0.0802","0.0040","0.0020","0.0059","0.0073","0.0051","0.0124","0.0046","0.1015","0.0819","0.5835","0.0161","0.0361","0.0009","0.0156","0.0063","0.2509","0.3589","0.3777","0.3288","0.2801","0.2863","0.0110","0.0491","0.0070","0.3607","0.1191","0.67000","0.04900","0.1622","0.3863","0.1718","0.0028","0.0020","0.0556","0.0759","0.0973","0.0185","0.0301","0.0647","0.1049","0.1112","0.2449","0.0923","0.6452"
"206031115","1.5808","0.5202","0.3995","0.4148","0.5651","0.1542","0.1571","0.2587","0.1482","0.1872","0.0949","0.5651","31","1990","643","300","1622","1","1.2650","2.2","0.3933","0.2997","0.1331","0.5669","0.1741","0.0018","0.1136","0.0045","0.0103","0.2102","0.0075","0.0052","0.0265","0.0155","0.0016","0.0363","0.1030","0.0499","0.0055","0.0050","0.0018","0.0073","0.0026","0.0068","0.0065","0.0034","0.0662","0.0028","0.0019","0.0071","0.0056","0.0098","0.0477","0.0049","0.2308","0.1970","0.3048","0.1136","0.0270","0.0012","0.0515","0.0064","0.3661","0.2735","0.8017","0.1435","0.1903","0.3301","0.2087","0.0649","0.0088","0.6199","0.1536","0.60200","0.10100","0.1981","0.4543","0.2152","0.0022","0.0015","0.0389","0.0313","0.0803","0.0158","0.0391","0.0618","0.1138","0.1261","0.2290","0.0733","0.4854"
"206031116","4.3551","0.5179","0.2613","0.2521","0.5645","0.1592","0.1234","0.1735","0.1504","0.2453","0.1485","0.5645","37","2167","860","366","2424","0.9","1.8610","2.4","0.2911","0.4479","0.1096","0.4422","0.2500","0.0008","0.0392","0.0132","0.0100","0.2625","0.0072","0.0061","0.0333","0.0526","0.0031","0.0288","0.1392","0.1685","0.0024","0.0064","0.0077","0.0194","0.0025","0.0086","0.0107","0.0036","0.0814","0.0027","0.0015","0.0072","0.0034","0.0056","0.0124","0.0046","0.0922","0.1195","0.5285","0.0119","0.0234","0.0008","0.0176","0.0043","0.3228","0.3527","0.3442","0.3170","0.2862","0.2621","0.0325","0.0533","0.0042","0.3595","0.1354","0.66900","0.05300","0.1609","0.3688","0.1951","0.0038","0.0024","0.0505","0.0647","0.0912","0.0186","0.0367","0.0712","0.1080","0.1140","0.2685","0.0842","0.6088"
"206041117","1.8185","0.5403","0.6290","0.5698","0.7390","0.0587","0.4537","0.2528","0.0799","0.0970","0.0580","0.7390","24","1869","338","380","1359","1.1","0.5610","1.9","0.8329","0.1350","0.1102","0.7551","0.0923","0.0014","0.3716","0.0034","0.0086","0.1439","0.0081","0.0064","0.0195","0.0087","0.0019","0.0347","0.0622","0.0403","0.0146","0.0027","0.0022","0.0022","0.0011","0.0056","0.0057","0.0032","0.0444","0.0026","0.0013","0.0073","0.0085","0.0042","0.0188","0.0025","0.1790","0.0989","0.2121","0.0726","0.0238","0.0033","0.0748","0.0046","0.4803","0.1566","1.1178","0.1004","0.0805","0.4684","0.1137","0.1156","0.0347","0.7732","0.0991","0.45100","0.19400","0.3947","0.7162","0.2058","0.0032","0.0023","0.0266","0.0260","0.0889","0.0154","0.0280","0.0432","0.1228","0.1080","0.1763","0.0476","0.5542"
"206041118","2.444","0.4848","0.5943","0.5276","0.7003","0.0721","0.1835","0.3795","0.1406","0.1725","0.0519","0.7003","30","2167","970","501","2251","1.2","1.8680","2.1","0.2900","0.3517","0.1457","0.5028","0.0976","0.0003","0.2517","0.0031","0.0078","0.1424","0.0100","0.0078","0.0196","0.0129","0.0016","0.1302","0.0490","0.0325","0.0323","0.0029","0.0026","0.0039","0.0037","0.0067","0.0059","0.0052","0.0430","0.0038","0.0020","0.0057","0.0041","0.0036","0.0142","0.0028","0.1277","0.1114","0.2516","0.0366","0.1125","0.0011","0.0486","0.0098","0.3830","0.2066","0.4102","0.1322","0.2127","0.5281","0.0098","0.0661","0.0075","0.6234","0.0511","0.62700","0.07600","0.3413","0.6898","0.1929","0.0031","0.0032","0.0349","0.0344","0.0763","0.0281","0.0332","0.0415","0.0490","0.0590","0.3215","0.0603","0.5132"
"206041119","2.8998","0.5264","0.2582","0.1407","0.7150","0.0599","0.0869","0.2836","0.1449","0.2491","0.1759","0.7150","38","2192","1341","451","3120","1","2.2850","1.9","0.2398","0.3536","0.1753","0.4706","0.2437","0.0012","0.0554","0.0050","0.0143","0.3442","0.0048","0.0105","0.0403","0.0226","0.0034","0.0133","0.1663","0.0554","0.0044","0.0040","0.0034","0.0044","0.0038","0.0093","0.0113","0.0060","0.1229","0.0010","0.0012","0.0058","0.0062","0.0006","0.0091","0.0060","0.1000","0.0414","0.3761","0.0052","0.0064","0.0050","0.0208","0.0034","0.4359","0.1491","0.3974","0.2572","0.1786","0.4386","0.0018","0.0847","0.0037","0.5421","0.0571","0.67500","0.03800","0.2238","0.5215","0.2420","0.0059","0.0046","0.0343","0.0274","0.0597","0.0175","0.0290","0.0630","0.0914","0.1478","0.4150","0.0393","0.6051"
"206041120","1.7093","0.5294","0.2353","0.3059","0.4941","0.1294","0.1882","0.2706","0.2824","0.1412","0.0353","0.4941","32","1991","1062","375","2333","0.7","1.7920","2","0.2778","0.2000","0.1500","0.6250","0.0353","0.0000","0.0941","0.0353","0.0000","0.1294","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0353","0.0824","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0353","0.0000","0.0353","0.0000","0.0000","0.0000","0.0000","0.1647","0.0000","0.3529","0.0000","0.0000","0.0000","0.0706","0.0000","0.1529","0.4000","0.0000","0.0000","0.4091","0.1364","0.0000","0.3182","0.0000","0.5909","0.1364","0.51900","0.07500","0.1786","0.3214","0.0704","0.0000","0.0000","0.0000","0.1053","0.2895","0.0000","0.0789","0.0000","0.2105","0.0000","0.2000","0.0941","0.4211"
"206041121","2.147","0.5179","0.3182","0.2605","0.6466","0.1441","0.1096","0.2925","0.1789","0.1920","0.0832","0.6466","33","2019","1012","392","2480","1","1.9560","2.2","0.2581","0.3302","0.1886","0.4822","0.2338","0.0006","0.1040","0.0078","0.0141","0.2968","0.0076","0.0073","0.0407","0.0151","0.0028","0.0216","0.1469","0.0539","0.0043","0.0049","0.0036","0.0112","0.0026","0.0121","0.0096","0.0044","0.1006","0.0032","0.0043","0.0068","0.0049","0.0041","0.0316","0.0054","0.1390","0.1227","0.3188","0.0371","0.0102","0.0017","0.0448","0.0039","0.4803","0.3154","0.3856","0.1599","0.2930","0.3280","0.1087","0.0652","0.0094","0.5186","0.1060","0.71500","0.04800","0.2072","0.4859","0.2366","0.0027","0.0033","0.0402","0.0365","0.0666","0.0186","0.0302","0.0653","0.1109","0.1263","0.3387","0.0701","0.5269"
"206041122","2.369","0.5127","0.7383","0.6667","0.7660","0.0320","0.4059","0.3634","0.0936","0.0788","0.0263","0.7660","26","1700","434","459","1427","1.2","0.9770","2","0.4350","0.1645","0.1213","0.7144","0.0512","0.0003","0.4369","0.0019","0.0047","0.0867","0.0100","0.0064","0.0130","0.0055","0.0016","0.0654","0.0307","0.0210","0.0406","0.0015","0.0014","0.0015","0.0015","0.0029","0.0036","0.0028","0.0241","0.0011","0.0008","0.0059","0.0045","0.0021","0.0162","0.0018","0.1645","0.1375","0.1897","0.0282","0.0561","0.0016","0.1159","0.0054","0.4544","0.1252","0.5788","0.1220","0.1347","0.5485","0.0066","0.1111","0.0073","0.6983","0.0692","0.51600","0.15000","0.4084","0.7495","0.1827","0.0019","0.0015","0.0238","0.0192","0.0794","0.0210","0.0413","0.0283","0.0625","0.0612","0.1908","0.0840","0.4819"
"206041123","3.2492","0.5020","0.4652","0.4145","0.6716","0.0949","0.2519","0.3133","0.1334","0.1439","0.0628","0.6716","28","2058","646","400","2048","1.1","1.3790","2.1","0.3731","0.2368","0.1569","0.6061","0.1531","0.0006","0.2104","0.0050","0.0113","0.1946","0.0111","0.0072","0.0274","0.0109","0.0028","0.0336","0.0870","0.0440","0.0191","0.0032","0.0025","0.0055","0.0028","0.0078","0.0082","0.0049","0.0633","0.0041","0.0022","0.0078","0.0060","0.0047","0.0236","0.0047","0.1659","0.1189","0.2287","0.0603","0.0246","0.0028","0.0515","0.0055","0.4692","0.2218","0.6355","0.1250","0.1721","0.4368","0.1090","0.0950","0.0083","0.6653","0.0982","0.59500","0.10400","0.3247","0.5969","0.2152","0.0022","0.0017","0.0314","0.0252","0.0783","0.0141","0.0344","0.0500","0.1065","0.1214","0.2589","0.0680","0.5643"
"206041124","4.0492","0.5331","0.3783","0.2972","0.7453","0.0606","0.4018","0.2286","0.0750","0.1097","0.1238","0.7453","26","2000","437","400","2195","1","1.6100","2.2","0.3106","0.2783","0.1346","0.5874","0.2000","0.0026","0.1593","0.0039","0.0151","0.2523","0.0097","0.0076","0.0377","0.0124","0.0034","0.0346","0.1285","0.0428","0.0069","0.0050","0.0026","0.0054","0.0022","0.0070","0.0076","0.0039","0.0999","0.0024","0.0042","0.0070","0.0097","0.0022","0.0124","0.0046","0.1377","0.0689","0.2849","0.0329","0.0194","0.0024","0.0325","0.0051","0.4600","0.2438","0.4378","0.1738","0.1417","0.4952","0.0180","0.0851","0.0310","0.6425","0.0521","0.57400","0.12300","0.3261","0.6607","0.2521","0.0037","0.0000","0.0188","0.0254","0.0816","0.0134","0.0226","0.0405","0.1844","0.1325","0.2456","0.0621","0.5381"
"206041125","1.5027","0.5356","0.3104","0.1785","0.6765","0.0748","0.1250","0.2651","0.1306","0.2054","0.1998","0.6765","37","2000","1220","420","2815","1","2.0180","1.9","0.2478","0.3417","0.1703","0.4885","0.2106","0.0010","0.0620","0.0030","0.0153","0.3376","0.0075","0.0149","0.0492","0.0149","0.0041","0.0302","0.1327","0.0402","0.0044","0.0031","0.0008","0.0044","0.0015","0.0138","0.0198","0.0066","0.1194","0.0038","0.0048","0.0064","0.0062","0.0026","0.0051","0.0092","0.1212","0.0375","0.3501","0.0100","0.0198","0.0233","0.0228","0.0023","0.4157","0.1772","0.5773","0.2645","0.1560","0.4304","0.0000","0.0908","0.0011","0.5399","0.0656","0.62600","0.04400","0.2214","0.5234","0.2295","0.0059","0.0033","0.0323","0.0320","0.0714","0.0281","0.0379","0.0441","0.0954","0.1256","0.3596","0.0438","0.5712"
"206041126","3.0743","0.4968","0.5755","0.4601","0.7285","0.0481","0.2147","0.4034","0.1449","0.1365","0.0523","0.7285","30","2000","981","512","2296","1.1","1.8570","1.9","0.2693","0.2763","0.1626","0.5612","0.1045","0.0006","0.2550","0.0035","0.0100","0.1715","0.0136","0.0083","0.0230","0.0115","0.0030","0.0600","0.0660","0.0391","0.0272","0.0026","0.0022","0.0037","0.0036","0.0085","0.0073","0.0077","0.0506","0.0035","0.0034","0.0105","0.0068","0.0026","0.0121","0.0039","0.1571","0.0862","0.2739","0.0254","0.0426","0.0043","0.0570","0.0067","0.4223","0.1368","0.5932","0.1428","0.1980","0.5367","0.0004","0.0830","0.0006","0.6335","0.0462","0.65400","0.07800","0.3501","0.6917","0.2158","0.0031","0.0057","0.0372","0.0332","0.0732","0.0269","0.0416","0.0391","0.0623","0.0724","0.3196","0.0713","0.5960"
"206041127","6.1992","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0","0","0","0","0","0","0.0000","0","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","","","","","","","","","","0.00000","0.00000","0.0000","0.0000","","","","","","","","","","","","0.0000","0.0000",""
"206051128","4.6747","0.5098","0.3218","0.2311","0.6242","0.1392","0.0918","0.1852","0.1598","0.2603","0.1634","0.6242","40","2500","1180","500","2946","1","2.1850","2.1","0.2860","0.4298","0.1548","0.4157","0.2219","0.0005","0.0711","0.0055","0.0143","0.3151","0.0051","0.0142","0.0369","0.0690","0.0037","0.0293","0.1366","0.0523","0.0046","0.0026","0.0027","0.0060","0.0016","0.0101","0.0128","0.0065","0.1032","0.0030","0.0022","0.0056","0.0040","0.0025","0.0042","0.0086","0.1065","0.0749","0.4152","0.0081","0.0226","0.0109","0.0215","0.0031","0.3981","0.2845","0.3569","0.3063","0.2330","0.3270","0.0235","0.0704","0.0017","0.4289","0.0841","0.64200","0.04900","0.1879","0.4702","0.2268","0.0053","0.0054","0.0398","0.0444","0.0689","0.0337","0.0362","0.0455","0.0734","0.1081","0.3339","0.0457","0.5842"
"206051129","2.553","0.5303","0.2562","0.1426","0.6416","0.1385","0.0849","0.2548","0.1981","0.2447","0.0795","0.6416","35","2167","1164","390","2635","1","1.8930","2","0.2862","0.3008","0.2150","0.4843","0.2588","0.0003","0.0225","0.0069","0.0204","0.3599","0.0035","0.0158","0.0480","0.0261","0.0063","0.0135","0.1602","0.0583","0.0016","0.0029","0.0025","0.0052","0.0041","0.0124","0.0228","0.0135","0.1146","0.0036","0.0061","0.0060","0.0035","0.0034","0.0029","0.0091","0.1129","0.0415","0.3134","0.0048","0.0092","0.0301","0.0121","0.0043","0.4940","0.2886","0.4461","0.1849","0.2340","0.4634","0.0122","0.0680","0.0022","0.5512","0.0823","0.74100","0.04600","0.2165","0.5123","0.1937","0.0023","0.0020","0.0424","0.0609","0.0788","0.0258","0.0379","0.0495","0.1009","0.1162","0.3532","0.0727","0.6288"
"206051130","2.7894","0.5216","0.2763","0.1920","0.5849","0.1362","0.0686","0.1901","0.1913","0.2716","0.1427","0.5849","40","2500","1223","496","2852","0.9","2.1900","2.1","0.2854","0.4080","0.1699","0.4214","0.2393","0.0002","0.0330","0.0075","0.0140","0.3319","0.0046","0.0118","0.0426","0.0655","0.0045","0.0112","0.1375","0.0595","0.0017","0.0037","0.0053","0.0105","0.0038","0.0105","0.0130","0.0093","0.1029","0.0038","0.0072","0.0053","0.0032","0.0056","0.0063","0.0061","0.1047","0.0723","0.4468","0.0144","0.0056","0.0086","0.0147","0.0033","0.3885","0.2615","0.4958","0.2453","0.2599","0.3217","0.0762","0.0560","0.0038","0.4641","0.1039","0.66600","0.04000","0.1877","0.4666","0.1926","0.0057","0.0050","0.0550","0.0652","0.0793","0.0269","0.0359","0.0505","0.0684","0.0811","0.3330","0.0631","0.6531"
"206051131","6.8694","0.5000","0.2222","0.2222","0.6111","0.1667","0.1667","0.1667","0.5556","0.0000","0.0000","0.6111","33","0","1625","0","0","0","1.8740","1","0.0000","0.0000","0.0000","1.0000","0.2222","0.0000","0.0000","0.0000","0.0000","0.6111","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1667","0.1667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1667","0.0000","0.2778","0.0000","0.0000","0.0000","0.0000","0.0000","0.4444","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.6667","0.0000","1.44400","0.00000","0.1667","0.7778","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.4444","0.1667","0.2308"
"206051132","2.4948","0.5137","0.3506","0.2412","0.6281","0.1122","0.0965","0.2435","0.1716","0.2306","0.1451","0.6281","37","2167","1068","438","2663","1","1.8680","2","0.2900","0.3454","0.1747","0.4806","0.2113","0.0015","0.0828","0.0049","0.0102","0.3082","0.0069","0.0104","0.0396","0.0374","0.0042","0.0226","0.1284","0.0428","0.0061","0.0030","0.0027","0.0051","0.0034","0.0099","0.0138","0.0140","0.1034","0.0035","0.0041","0.0065","0.0043","0.0048","0.0108","0.0072","0.1346","0.0980","0.3678","0.0213","0.0152","0.0184","0.0268","0.0038","0.4108","0.2235","0.5893","0.1958","0.2117","0.3480","0.1128","0.0693","0.0197","0.5620","0.1170","0.63500","0.05900","0.1966","0.5025","0.2131","0.0036","0.0038","0.0417","0.0445","0.0690","0.0242","0.0355","0.0481","0.0715","0.0888","0.3256","0.0522","0.5943"
"206051133","3.901","0.4961","0.3520","0.2119","0.6434","0.0737","0.1053","0.3290","0.1755","0.2206","0.0960","0.6434","34","2000","1020","375","2333","1.1","1.6250","1.8","0.3077","0.2332","0.2299","0.5370","0.1933","0.0010","0.0423","0.0061","0.0158","0.3016","0.0070","0.0159","0.0425","0.0226","0.0055","0.0322","0.1439","0.0472","0.0042","0.0027","0.0022","0.0058","0.0048","0.0123","0.0199","0.0144","0.0952","0.0032","0.0038","0.0081","0.0051","0.0043","0.0051","0.0079","0.1314","0.0588","0.2897","0.0109","0.0262","0.0263","0.0186","0.0056","0.4482","0.1924","0.5589","0.1379","0.2078","0.4781","0.0412","0.0776","0.0130","0.6197","0.1052","0.67400","0.05800","0.2610","0.5563","0.1795","0.0024","0.0029","0.0401","0.0584","0.0762","0.0244","0.0428","0.0488","0.0827","0.1017","0.3125","0.0871","0.5314"
"206051134","2.4135","0.5067","0.3236","0.2204","0.6485","0.1288","0.1081","0.3070","0.1817","0.1912","0.0831","0.6485","33","2000","981","360","2283","1","1.6360","2","0.3056","0.2729","0.1944","0.5325","0.2265","0.0004","0.0335","0.0068","0.0164","0.2981","0.0089","0.0110","0.0465","0.0280","0.0132","0.0376","0.1395","0.0408","0.0020","0.0027","0.0022","0.0048","0.0041","0.0099","0.0357","0.0212","0.0958","0.0039","0.0074","0.0079","0.0044","0.0027","0.0036","0.0057","0.1726","0.0548","0.2620","0.0068","0.0328","0.1142","0.0175","0.0065","0.4302","0.2790","0.4356","0.1611","0.2512","0.4402","0.0196","0.0850","0.0076","0.5600","0.1006","0.73000","0.04900","0.2221","0.5105","0.1866","0.0023","0.0019","0.0396","0.0485","0.0875","0.0198","0.0431","0.0482","0.1056","0.1147","0.3188","0.0891","0.5568"
"206061135","2.1835","0.5425","0.2818","0.1951","0.6604","0.1363","0.1159","0.2070","0.1469","0.2191","0.1749","0.6604","37","2400","1064","381","2738","0.9","2.0070","2.1","0.2990","0.4081","0.1208","0.4720","0.2564","0.0007","0.0508","0.0043","0.0125","0.3406","0.0094","0.0159","0.0388","0.0391","0.0078","0.0344","0.1294","0.0439","0.0033","0.0010","0.0012","0.0029","0.0014","0.0108","0.0329","0.0120","0.1135","0.0029","0.0052","0.0042","0.0068","0.0019","0.0060","0.0052","0.1218","0.0692","0.4366","0.0050","0.0321","0.0587","0.0195","0.0040","0.3394","0.2952","0.4080","0.3085","0.2207","0.3436","0.0144","0.0624","0.0163","0.4448","0.0954","0.65400","0.04600","0.1921","0.4596","0.2070","0.0035","0.0029","0.0379","0.0371","0.0967","0.0358","0.0410","0.0387","0.0835","0.1340","0.3122","0.0515","0.5414"
"206061136","2.9054","0.5135","0.3194","0.2153","0.6736","0.0850","0.1137","0.3455","0.1599","0.1777","0.1191","0.6736","33","2167","1083","400","2530","1","1.8410","1.9","0.2943","0.2642","0.2033","0.5320","0.2175","0.0006","0.0493","0.0050","0.0165","0.3180","0.0078","0.0136","0.0394","0.0662","0.0049","0.0220","0.1370","0.0442","0.0039","0.0026","0.0024","0.0047","0.0044","0.0138","0.0208","0.0091","0.1028","0.0031","0.0052","0.0066","0.0058","0.0078","0.0074","0.0061","0.1175","0.1094","0.3483","0.0120","0.0142","0.0258","0.0183","0.0046","0.4444","0.2058","0.5143","0.1807","0.2076","0.4424","0.0483","0.0755","0.0030","0.5794","0.1056","0.70500","0.04500","0.2408","0.5459","0.1756","0.0032","0.0038","0.0376","0.0471","0.0910","0.0261","0.0398","0.0386","0.0758","0.1121","0.3556","0.0701","0.5548"
"206061137","2.5172","0.5251","0.4040","0.2810","0.7152","0.0683","0.1556","0.3650","0.1420","0.1675","0.1018","0.7152","31","2000","1104","410","2399","1","1.7690","1.8","0.2826","0.2543","0.1998","0.5461","0.1820","0.0005","0.1219","0.0040","0.0143","0.2870","0.0078","0.0133","0.0341","0.0275","0.0041","0.0307","0.1170","0.0423","0.0058","0.0034","0.0019","0.0039","0.0037","0.0126","0.0153","0.0138","0.0927","0.0036","0.0053","0.0068","0.0068","0.0042","0.0096","0.0064","0.1415","0.0917","0.3315","0.0178","0.0212","0.0215","0.0341","0.0043","0.4313","0.1559","0.7175","0.1532","0.1599","0.5136","0.0576","0.0775","0.0005","0.6578","0.0876","0.68600","0.05600","0.3050","0.6293","0.2017","0.0034","0.0038","0.0344","0.0362","0.0917","0.0292","0.0406","0.0404","0.0730","0.0979","0.3662","0.0553","0.5086"
"206061138","4.3233","0.5401","0.2856","0.1908","0.6772","0.1117","0.1220","0.1582","0.1062","0.2522","0.2495","0.6772","45","2500","1217","431","3340","0.9","2.3130","2.2","0.2702","0.4606","0.0955","0.4438","0.2433","0.0005","0.0860","0.0038","0.0107","0.3130","0.0026","0.0110","0.0349","0.0273","0.0091","0.0247","0.1205","0.0475","0.0015","0.0057","0.0026","0.0038","0.0006","0.0063","0.0464","0.0146","0.1067","0.0038","0.0060","0.0038","0.0053","0.0012","0.0054","0.0060","0.1157","0.0491","0.4277","0.0058","0.0163","0.0930","0.0226","0.0041","0.3142","0.2336","0.5274","0.4031","0.2132","0.2702","0.0005","0.0615","0.0005","0.3412","0.0723","0.59000","0.04300","0.1731","0.4416","0.1990","0.0043","0.0032","0.0313","0.0454","0.1005","0.0484","0.0307","0.0339","0.0688","0.1326","0.3057","0.0401","0.6110"
"206071139","1.7405","0.4987","0.3506","0.2614","0.7005","0.0787","0.1185","0.3889","0.1565","0.1703","0.0865","0.7005","32","2142","1068","426","2459","1.1","2.0010","2.1","0.2676","0.2562","0.2408","0.5039","0.2192","0.0005","0.1024","0.0048","0.0145","0.2917","0.0083","0.0100","0.0356","0.0347","0.0038","0.0219","0.1431","0.0382","0.0055","0.0028","0.0017","0.0050","0.0029","0.0116","0.0126","0.0045","0.0995","0.0029","0.0054","0.0056","0.0062","0.0013","0.0547","0.0056","0.1172","0.1147","0.2794","0.0128","0.0128","0.0048","0.0593","0.0062","0.5012","0.1983","0.4363","0.1524","0.2362","0.4589","0.0205","0.0759","0.0155","0.5830","0.0711","0.72500","0.05300","0.2855","0.6231","0.2155","0.0031","0.0021","0.0408","0.0422","0.0859","0.0164","0.0307","0.0563","0.0903","0.1168","0.3713","0.0802","0.5455"
