"SA1_2016","AREA_SKM","FEMALE","BORN_ELSEWHERE","NON_ENGLISH_LANGUGE","HIGH_SCHOOL_COMPLETE","AGE_UNDER_15","AGE_15_24","AGE_25_34","AGE_35_44","AGE_45_64","AGE_OVER_65","HIGH_SCHOOL_TOTAL","MEDIAN_AGE","MEDIAN_MORTGAGE_REPAY","MEDIAN_TOT_PRSNL_INC","MEDIAN_RENT","MEDIAN_TOT_FAM_INC","AVERAGE_NUM_PSNS_PER","MEDIAN_TOT_HHD","AVERAGE_HOUSEHOLD_SIZE","LEVERAGE_RATIO","MARRIED","DEFACTOR","NOT_MARRIED","AUSTRALIAN_TOTAL","AUSTRALIAN_ABORIGINAL_TOTAL","CHINESE_TOTAL","CROATIAN_TOTAL","DUTCH_TOTAL","ENGLISH_TOTAL","FILIPINO_TOTAL","FRENCH_TOTAL","GERMAN_TOTAL","GREEK_TOTAL","HUNGARIAN_TOTAL","INDIAN_TOTAL","IRISH_TOTAL","ITALIAN_TOTAL","KOREAN_TOTAL","LEBANESE_TOTAL","MACEDONIAN_TOTAL","MALTESE_TOTAL","MAORI_TOTAL","NEW_ZEALANDER_TOTAL","POLISH_TOTAL","RUSSIAN_TOTAL","SCOTTISH_TOTAL","SERBIAN_TOTAL","SOUTH_AFRICAN_TOTAL","SPANISH_TOTAL","SRI_LANKAN_TOTAL","TURKISH_TOTAL","VIETNAMESE_TOTAL","WELSH_TOTAL","OTHER_TOTAL","LOW_ENGLISH","CHRISTIANITY","ISLAM","HINDUISM","JUDAISM","BUDDHISM","OTHER_RELIGION","NO_RELIGION","FAMILY_COUPLE_CHILDREN_DEPENDENTS","ONE_PARENT_FAMILIES","Owned_outright_Total","Owned_with_a_mortgage_Total","Rented_Real_Estate_Agent_Total","HOUSING_PUBLIC_HOUSING","HOUSING_SHARE_HOUSE","HOUSING_CO_OPERATIVE","HOUSING_RENTAL","NO_INTERNET_TOTAL","LABOUR_FORCE","LABOUR_FORCE","DIFF_ADDRESS_1YR","DIFF_ADDRESS_5YR","DIPLOMA_ABOVE","AGRICULTURE_TOTAL","MINING_TOTAL","MANUFACTURING_TOTAL","CONSTRUCTION_TOTAL","RETAIL_TOTAL","REAL_ESTATE_TOTAL","ADMIN_TOTAL","PUBLIC_ADMIN_TOTAL","EDUCATION_SECTOR_TOTAL","HEALTHCARE_TOTAL","WHITECOLLAR","BLUECOLLAR","NOT_USE_PUBLIC_TRANSPORT"
"210051247","4.6252","0.5015","0.4485","0.6965","0.3439","0.2309","0.1682","0.1459","0.1287","0.2399","0.0856","0.3439","31","1300","375","300","1076","1.1","1.0440","3.4","0.3113","0.4772","0.0397","0.4830","0.1106","0.0015","0.0097","0.0044","0.0024","0.1018","0.0141","0.0024","0.0078","0.0181","0.0007","0.0180","0.0215","0.0215","0.0000","0.0918","0.0032","0.0120","0.0031","0.0012","0.0042","0.0011","0.0158","0.0024","0.0002","0.0061","0.0069","0.2246","0.0437","0.0003","0.3190","0.3051","0.3469","0.4119","0.0115","0.0000","0.0230","0.0090","0.0992","0.3939","0.6576","0.2389","0.4052","0.1270","0.0813","0.0723","0.0058","0.3103","0.1483","0.43900","0.14100","0.1065","0.2597","0.0522","0.0037","0.0019","0.1198","0.0887","0.1117","0.0104","0.0443","0.0450","0.0708","0.1098","0.0491","0.1273","0.8013"
"210051248","30.3848","0.5138","0.1105","0.0994","0.2983","0.0718","0.2044","0.1713","0.1436","0.2873","0.0718","0.2983","36","2500","919","0","3249","0.5","2.2500","2.6","0.2778","0.5333","0.0889","0.3556","0.1989","0.0000","0.0276","0.0000","0.0166","0.1878","0.0000","0.0000","0.0166","0.0000","0.0000","0.0166","0.0552","0.1381","0.0000","0.0000","0.0000","0.0000","0.0221","0.0166","0.0166","0.0000","0.0166","0.0000","0.0000","0.0000","0.0000","0.0000","0.0166","0.0000","0.0994","0.1500","0.3260","0.0000","0.0000","0.0000","0.0166","0.0000","0.1657","0.3077","0.0000","0.4348","0.3043","0.0000","0.0000","0.1304","0.0000","0.1304","0.1304","0.36100","0.00000","0.0442","0.1713","0.0611","0.1034","0.0000","0.0000","0.1379","0.0000","0.0000","0.0517","0.0000","0.0000","0.0862","0.1492","0.0773","0.7931"
"210051249","12.2902","0.5086","0.4810","0.6859","0.3921","0.2614","0.1739","0.1315","0.1429","0.2290","0.0612","0.3921","29","1650","404","346","1318","1.1","1.3580","3.8","0.3038","0.5263","0.0386","0.4347","0.1117","0.0006","0.0177","0.0049","0.0019","0.0904","0.0282","0.0019","0.0078","0.0155","0.0007","0.0417","0.0172","0.0516","0.0009","0.0561","0.0049","0.0137","0.0020","0.0021","0.0031","0.0013","0.0147","0.0032","0.0004","0.0068","0.0239","0.1288","0.0130","0.0005","0.4194","0.2298","0.4927","0.2826","0.0195","0.0002","0.0323","0.0102","0.0814","0.5049","0.3512","0.1814","0.5745","0.1305","0.0113","0.0483","0.0013","0.2058","0.0836","0.51800","0.11000","0.1145","0.3215","0.0935","0.0028","0.0008","0.1134","0.0806","0.1085","0.0112","0.0382","0.0482","0.0712","0.1214","0.0745","0.1355","0.7775"
"210051250","3.8595","0.5039","0.3241","0.3359","0.4147","0.1483","0.1062","0.1850","0.1383","0.2419","0.1799","0.4147","38","1538","621","316","1434","0.8","1.1940","2.3","0.3220","0.4279","0.0934","0.4795","0.2148","0.0012","0.0229","0.0183","0.0093","0.2137","0.0155","0.0037","0.0234","0.0602","0.0065","0.0396","0.0828","0.1411","0.0000","0.0355","0.0067","0.0353","0.0063","0.0051","0.0130","0.0008","0.0578","0.0073","0.0019","0.0060","0.0142","0.0146","0.0036","0.0026","0.1525","0.1290","0.6155","0.0387","0.0225","0.0000","0.0183","0.0116","0.1957","0.2555","0.9332","0.3395","0.2928","0.2607","0.0124","0.0579","0.0000","0.3387","0.1981","0.58400","0.07200","0.1287","0.3322","0.0672","0.0030","0.0013","0.0852","0.0932","0.0936","0.0171","0.0325","0.0573","0.0698","0.0942","0.1059","0.1702","0.7897"
"210051441","3.9686","0.4948","0.3323","0.3759","0.3536","0.2187","0.1470","0.1632","0.1360","0.2446","0.0893","0.3536","33","1500","562","320","1419","0.9","1.3500","3.1","0.2778","0.4736","0.0850","0.4414","0.2505","0.0035","0.0107","0.0097","0.0058","0.2361","0.0129","0.0032","0.0207","0.0232","0.0017","0.0868","0.0646","0.0802","0.0005","0.0157","0.0106","0.0280","0.0098","0.0063","0.0072","0.0011","0.0638","0.0029","0.0021","0.0089","0.0205","0.0222","0.0026","0.0029","0.2235","0.1413","0.5055","0.0675","0.0389","0.0000","0.0240","0.0688","0.2076","0.3834","0.5701","0.2562","0.4641","0.1663","0.0173","0.0522","0.0020","0.2464","0.1228","0.61300","0.10300","0.1248","0.2965","0.0763","0.0056","0.0011","0.1313","0.0868","0.1087","0.0070","0.0378","0.0489","0.0598","0.1062","0.0725","0.1902","0.7775"
"210051442","13.3512","0.4998","0.3998","0.5123","0.4184","0.2956","0.1339","0.1681","0.1867","0.1797","0.0358","0.4184","29","1820","675","340","1686","1","1.6690","3.5","0.2726","0.5725","0.0672","0.3603","0.1739","0.0013","0.0170","0.0071","0.0043","0.1526","0.0302","0.0014","0.0161","0.0229","0.0016","0.1375","0.0378","0.0962","0.0000","0.0231","0.0232","0.0241","0.0054","0.0066","0.0038","0.0012","0.0321","0.0032","0.0019","0.0069","0.0257","0.0495","0.0036","0.0011","0.2746","0.1025","0.4767","0.1219","0.0671","0.0000","0.0338","0.0741","0.1469","0.5496","0.2818","0.1085","0.6243","0.1928","0.0041","0.0306","0.0016","0.2378","0.0705","0.67500","0.07900","0.1401","0.3765","0.1231","0.0057","0.0020","0.1095","0.0851","0.1081","0.0139","0.0378","0.0513","0.0578","0.1212","0.1099","0.1612","0.7694"
"210051443","11.9148","0.4936","0.4036","0.4877","0.4050","0.2363","0.1549","0.1822","0.1459","0.2271","0.0543","0.4050","31","1733","579","330","1508","0.9","1.4890","3.3","0.2910","0.5235","0.0696","0.4068","0.1960","0.0018","0.0153","0.0063","0.0051","0.1789","0.0241","0.0020","0.0175","0.0190","0.0027","0.1026","0.0503","0.0785","0.0011","0.0157","0.0055","0.0295","0.0063","0.0044","0.0065","0.0010","0.0379","0.0019","0.0008","0.0057","0.0316","0.0497","0.0043","0.0014","0.2859","0.1377","0.4963","0.1111","0.0518","0.0002","0.0398","0.0639","0.1638","0.4450","0.4182","0.1736","0.5370","0.1942","0.0090","0.0446","0.0029","0.2628","0.0945","0.63800","0.08700","0.1783","0.4226","0.0991","0.0030","0.0006","0.1165","0.0885","0.1149","0.0116","0.0418","0.0533","0.0537","0.1110","0.0907","0.1804","0.7580"
"210051444","6.2118","0.5016","0.5008","0.6134","0.4548","0.2881","0.1097","0.2559","0.1709","0.1278","0.0478","0.4548","29","1850","652","345","1502","1","1.5100","3.3","0.3063","0.5832","0.0792","0.3386","0.1359","0.0011","0.0183","0.0042","0.0036","0.1290","0.0287","0.0021","0.0117","0.0147","0.0020","0.1753","0.0312","0.0561","0.0008","0.0187","0.0052","0.0181","0.0064","0.0078","0.0035","0.0018","0.0245","0.0018","0.0016","0.0047","0.0411","0.0732","0.0032","0.0015","0.3240","0.1240","0.3949","0.1550","0.1000","0.0004","0.0468","0.1001","0.1287","0.5373","0.2676","0.0760","0.5553","0.2857","0.0041","0.0319","0.0032","0.3317","0.0862","0.64800","0.08700","0.2377","0.6231","0.1435","0.0032","0.0007","0.1032","0.0726","0.0985","0.0136","0.0421","0.0498","0.0549","0.1320","0.1079","0.1569","0.7271"
"210051445","70.6333","0.4978","0.3155","0.3699","0.4357","0.2189","0.1344","0.2225","0.1412","0.2151","0.0724","0.4357","31","1907","767","350","1856","0.8","1.8160","3.1","0.2625","0.5414","0.1213","0.3397","0.2198","0.0000","0.0207","0.0103","0.0047","0.1965","0.0151","0.0041","0.0157","0.0313","0.0018","0.0833","0.0612","0.1436","0.0000","0.0272","0.0112","0.0440","0.0038","0.0083","0.0062","0.0030","0.0520","0.0044","0.0000","0.0035","0.0225","0.0263","0.0032","0.0027","0.1938","0.0702","0.5799","0.0520","0.0384","0.0009","0.0269","0.0520","0.1767","0.4110","0.3159","0.2159","0.6786","0.0397","0.0000","0.0300","0.0000","0.0803","0.0716","0.68500","0.04800","0.3247","0.5518","0.0943","0.0064","0.0017","0.0994","0.1197","0.0994","0.0185","0.0387","0.0566","0.0630","0.1081","0.1323","0.1897","0.7890"
"211011251","8.0438","0.5128","0.3151","0.2707","0.4303","0.1705","0.1119","0.1694","0.1406","0.2318","0.1757","0.4303","38","1650","640","331","1574","0.8","1.3010","2.5","0.3171","0.4632","0.0937","0.4430","0.2842","0.0011","0.0984","0.0036","0.0257","0.3201","0.0189","0.0057","0.0551","0.0142","0.0073","0.0416","0.0917","0.0320","0.0052","0.0014","0.0012","0.0039","0.0042","0.0063","0.0102","0.0026","0.0841","0.0022","0.0059","0.0054","0.0130","0.0015","0.0142","0.0041","0.0996","0.1217","0.4558","0.0089","0.0284","0.0006","0.0325","0.0163","0.3636","0.3124","0.6478","0.2857","0.3668","0.2257","0.0297","0.0478","0.0068","0.3149","0.1321","0.61300","0.06200","0.1360","0.3592","0.1038","0.0036","0.0014","0.1066","0.0995","0.1047","0.0130","0.0365","0.0451","0.0767","0.1260","0.1376","0.1612","0.7641"
"211011254","15.2651","0.5066","0.3602","0.3157","0.4694","0.1857","0.1317","0.1328","0.1423","0.2587","0.1483","0.4694","38","1800","642","376","1763","0.8","1.5890","2.8","0.2832","0.5403","0.0756","0.3841","0.2648","0.0006","0.1595","0.0034","0.0215","0.2740","0.0161","0.0030","0.0344","0.0215","0.0052","0.0508","0.0864","0.0369","0.0066","0.0024","0.0013","0.0036","0.0026","0.0059","0.0075","0.0020","0.0728","0.0020","0.0072","0.0052","0.0349","0.0019","0.0107","0.0042","0.1066","0.1056","0.4959","0.0141","0.0382","0.0011","0.0575","0.0088","0.3093","0.3487","0.4698","0.3386","0.4274","0.1527","0.0103","0.0374","0.0008","0.2046","0.0824","0.63900","0.06200","0.1288","0.3536","0.1228","0.0031","0.0015","0.1018","0.0838","0.1155","0.0138","0.0324","0.0407","0.0804","0.1241","0.1677","0.1343","0.7867"
"211011255","18.494","0.5036","0.2108","0.1676","0.4533","0.1939","0.1807","0.0833","0.1293","0.3383","0.0737","0.4533","39","2000","762","386","2423","0.8","2.3370","3.3","0.2139","0.5808","0.0597","0.3592","0.3438","0.0006","0.0508","0.0106","0.0260","0.3184","0.0114","0.0036","0.0403","0.0342","0.0074","0.0204","0.0944","0.0790","0.0006","0.0053","0.0038","0.0111","0.0012","0.0073","0.0128","0.0021","0.0702","0.0050","0.0061","0.0038","0.0205","0.0036","0.0021","0.0078","0.1009","0.0577","0.5691","0.0187","0.0084","0.0009","0.0170","0.0033","0.3026","0.4361","0.2508","0.3418","0.5621","0.0478","0.0099","0.0130","0.0000","0.0722","0.0447","0.72900","0.04200","0.0741","0.2316","0.0968","0.0038","0.0011","0.1029","0.1170","0.1402","0.0149","0.0270","0.0313","0.0735","0.0972","0.2009","0.1388","0.8120"
"211011256","8.2003","0.5098","0.3311","0.3057","0.4862","0.1729","0.1543","0.1324","0.1271","0.2977","0.1159","0.4862","38","1733","688","390","1944","0.8","1.7630","2.9","0.2457","0.5301","0.0687","0.4012","0.2584","0.0005","0.1276","0.0068","0.0202","0.2665","0.0145","0.0056","0.0333","0.0337","0.0087","0.0443","0.0818","0.0734","0.0050","0.0065","0.0023","0.0078","0.0016","0.0067","0.0097","0.0032","0.0642","0.0043","0.0072","0.0044","0.0298","0.0024","0.0085","0.0047","0.1299","0.1046","0.5275","0.0170","0.0283","0.0011","0.0473","0.0117","0.2977","0.3547","0.4598","0.3528","0.4489","0.1313","0.0095","0.0286","0.0016","0.1723","0.0829","0.68200","0.05300","0.0992","0.2628","0.1177","0.0016","0.0006","0.0981","0.0953","0.1296","0.0142","0.0327","0.0388","0.0769","0.1145","0.1757","0.1481","0.7961"
"211011257","4.1688","0.5101","0.2979","0.2668","0.4656","0.2080","0.1495","0.0992","0.1470","0.2819","0.1151","0.4656","38","2000","697","400","2055","0.9","1.9220","3.1","0.2601","0.5887","0.0567","0.3556","0.2938","0.0004","0.1151","0.0069","0.0195","0.2923","0.0102","0.0072","0.0331","0.0302","0.0089","0.0407","0.0783","0.0610","0.0050","0.0061","0.0024","0.0081","0.0015","0.0049","0.0104","0.0029","0.0688","0.0025","0.0082","0.0036","0.0319","0.0007","0.0159","0.0051","0.1164","0.0969","0.5482","0.0157","0.0220","0.0012","0.0453","0.0120","0.3057","0.4281","0.2939","0.2857","0.5367","0.0813","0.0185","0.0178","0.0000","0.1215","0.0604","0.69500","0.04800","0.0850","0.2497","0.1308","0.0045","0.0007","0.1038","0.0818","0.1370","0.0122","0.0301","0.0477","0.0754","0.1083","0.1859","0.1332","0.7984"
"211011258","9.3532","0.5038","0.3323","0.3033","0.4866","0.1869","0.1522","0.1059","0.1343","0.3011","0.1191","0.4866","39","1900","724","425","2158","0.8","2.0540","3.1","0.2313","0.5939","0.0521","0.3536","0.2477","0.0009","0.0915","0.0069","0.0217","0.2538","0.0099","0.0076","0.0320","0.0376","0.0072","0.0481","0.0667","0.0833","0.0023","0.0067","0.0067","0.0102","0.0021","0.0066","0.0154","0.0040","0.0621","0.0037","0.0066","0.0060","0.0449","0.0031","0.0138","0.0029","0.1536","0.0871","0.5507","0.0225","0.0327","0.0016","0.0454","0.0104","0.2736","0.3989","0.2699","0.3466","0.5166","0.0755","0.0000","0.0211","0.0009","0.1002","0.0574","0.69500","0.04800","0.0810","0.2275","0.1154","0.0035","0.0000","0.1105","0.0922","0.1306","0.0107","0.0315","0.0366","0.0741","0.1107","0.1885","0.1383","0.8052"
"211011259","8.3064","0.5151","0.3577","0.3343","0.4780","0.1667","0.1178","0.1234","0.1308","0.2778","0.1839","0.4780","42","1800","636","376","1794","0.8","1.5740","2.8","0.2859","0.5547","0.0608","0.3843","0.2524","0.0000","0.1865","0.0059","0.0162","0.2762","0.0118","0.0039","0.0296","0.0248","0.0092","0.0392","0.0830","0.0427","0.0067","0.0035","0.0015","0.0046","0.0028","0.0070","0.0067","0.0027","0.0752","0.0048","0.0042","0.0046","0.0178","0.0026","0.0149","0.0050","0.0991","0.1341","0.4910","0.0086","0.0295","0.0014","0.0518","0.0123","0.3320","0.3177","0.4833","0.3990","0.3621","0.1333","0.0157","0.0280","0.0040","0.1939","0.0964","0.61300","0.05800","0.1123","0.2926","0.1317","0.0025","0.0016","0.0801","0.0801","0.1204","0.0154","0.0353","0.0471","0.0858","0.1384","0.1773","0.1200","0.7651"
"211011260","13.3559","0.5213","0.4198","0.3849","0.5147","0.1470","0.1434","0.1187","0.1105","0.2862","0.1944","0.5147","43","1800","612","381","1854","0.8","1.5770","2.8","0.2854","0.5424","0.0446","0.4127","0.2113","0.0002","0.2314","0.0025","0.0186","0.2605","0.0085","0.0048","0.0275","0.0288","0.0041","0.0569","0.0692","0.0429","0.0079","0.0024","0.0013","0.0059","0.0015","0.0056","0.0060","0.0024","0.0682","0.0031","0.0040","0.0034","0.0286","0.0014","0.0110","0.0048","0.1091","0.1242","0.5217","0.0119","0.0454","0.0007","0.0576","0.0113","0.2904","0.3107","0.4892","0.4009","0.3506","0.1329","0.0141","0.0249","0.0013","0.1803","0.1062","0.60600","0.06300","0.1252","0.3140","0.1466","0.0020","0.0026","0.0875","0.0696","0.1230","0.0182","0.0289","0.0442","0.0869","0.1244","0.1890","0.1117","0.7585"
"211011446","11.2631","0.5148","0.2408","0.1652","0.4150","0.1698","0.1068","0.1592","0.1402","0.2447","0.1789","0.4150","39","1675","658","335","1579","0.8","1.3100","2.4","0.3197","0.4555","0.1083","0.4361","0.3302","0.0011","0.0534","0.0032","0.0293","0.3705","0.0085","0.0053","0.0514","0.0135","0.0063","0.0296","0.1145","0.0353","0.0040","0.0019","0.0006","0.0048","0.0020","0.0061","0.0098","0.0030","0.1010","0.0026","0.0048","0.0043","0.0111","0.0008","0.0038","0.0064","0.0786","0.0763","0.4551","0.0080","0.0206","0.0011","0.0227","0.0095","0.3955","0.3009","0.6810","0.3141","0.3902","0.1783","0.0251","0.0469","0.0067","0.2631","0.1251","0.61800","0.05700","0.1265","0.3390","0.0907","0.0039","0.0017","0.1035","0.1088","0.1112","0.0147","0.0384","0.0461","0.0806","0.1274","0.1384","0.1641","0.7623"
"211011447","6.9851","0.5118","0.2301","0.1487","0.4134","0.1729","0.1071","0.1427","0.1389","0.2539","0.1841","0.4134","40","1700","657","324","1717","0.8","1.3560","2.5","0.3134","0.4552","0.1096","0.4355","0.3495","0.0009","0.0492","0.0035","0.0286","0.3851","0.0120","0.0047","0.0450","0.0132","0.0050","0.0213","0.1138","0.0398","0.0030","0.0017","0.0009","0.0070","0.0025","0.0058","0.0091","0.0033","0.0980","0.0027","0.0053","0.0037","0.0137","0.0005","0.0049","0.0063","0.0776","0.0585","0.4728","0.0040","0.0140","0.0017","0.0243","0.0087","0.3904","0.3144","0.6379","0.3262","0.4205","0.1320","0.0275","0.0418","0.0095","0.2190","0.1349","0.61700","0.05600","0.0983","0.3008","0.0939","0.0024","0.0016","0.0948","0.1143","0.1131","0.0137","0.0418","0.0465","0.0795","0.1291","0.1459","0.1539","0.7636"
"211011448","9.1499","0.5075","0.2287","0.1522","0.4086","0.1837","0.1294","0.1321","0.1422","0.2713","0.1414","0.4086","38","1733","672","351","1794","0.8","1.5740","2.7","0.2753","0.5028","0.1002","0.3968","0.3544","0.0004","0.0514","0.0043","0.0287","0.3736","0.0089","0.0048","0.0490","0.0169","0.0064","0.0189","0.1126","0.0467","0.0051","0.0020","0.0011","0.0062","0.0040","0.0068","0.0101","0.0021","0.0987","0.0027","0.0077","0.0051","0.0111","0.0012","0.0036","0.0084","0.0836","0.0625","0.4998","0.0064","0.0125","0.0011","0.0217","0.0058","0.3788","0.3392","0.5240","0.3384","0.4688","0.1048","0.0185","0.0411","0.0014","0.1708","0.0884","0.67300","0.05500","0.0914","0.2733","0.0897","0.0032","0.0011","0.0996","0.1194","0.1170","0.0123","0.0324","0.0448","0.0801","0.1229","0.1522","0.1685","0.7889"
"211011449","5.7163","0.5018","0.1470","0.0604","0.3880","0.2035","0.1166","0.1264","0.1498","0.2838","0.1196","0.3880","38","1733","718","325","1916","0.8","1.7230","2.8","0.2515","0.4941","0.1426","0.3633","0.4114","0.0000","0.0124","0.0040","0.0410","0.4399","0.0030","0.0061","0.0635","0.0054","0.0040","0.0052","0.1091","0.0342","0.0009","0.0000","0.0007","0.0070","0.0028","0.0087","0.0108","0.0047","0.1110","0.0000","0.0028","0.0026","0.0066","0.0000","0.0012","0.0112","0.0569","0.0287","0.4238","0.0009","0.0044","0.0009","0.0073","0.0047","0.4673","0.3722","0.4303","0.3404","0.5280","0.0471","0.0136","0.0341","0.0000","0.1071","0.0805","0.69500","0.05000","0.0907","0.2566","0.0887","0.0062","0.0000","0.1087","0.1430","0.0904","0.0111","0.0365","0.0490","0.0855","0.1212","0.1585","0.1735","0.7697"
"211021261","20.8028","0.5110","0.2784","0.2452","0.5145","0.1798","0.1366","0.0850","0.1176","0.2880","0.1929","0.5145","43","2167","706","396","2259","0.8","1.9450","2.9","0.2785","0.5779","0.0486","0.3734","0.2765","0.0004","0.1257","0.0070","0.0181","0.2958","0.0031","0.0044","0.0342","0.0472","0.0044","0.0220","0.0992","0.0941","0.0048","0.0063","0.0040","0.0078","0.0004","0.0057","0.0087","0.0024","0.0832","0.0027","0.0084","0.0024","0.0066","0.0024","0.0046","0.0053","0.0945","0.1081","0.5594","0.0114","0.0108","0.0018","0.0217","0.0114","0.3096","0.3619","0.3493","0.4509","0.3873","0.0871","0.0052","0.0232","0.0008","0.1220","0.0843","0.61200","0.04400","0.0940","0.2833","0.1528","0.0029","0.0024","0.0582","0.0881","0.1144","0.0246","0.0315","0.0368","0.0906","0.1309","0.2236","0.0842","0.7201"
"211021262","45.7591","0.4983","0.1750","0.1034","0.4781","0.1832","0.1569","0.0696","0.1063","0.3308","0.1539","0.4781","43","2167","778","376","2541","0.8","2.3330","3.1","0.2322","0.5850","0.0589","0.3558","0.3526","0.0004","0.0388","0.0069","0.0280","0.4080","0.0013","0.0066","0.0452","0.0280","0.0030","0.0108","0.1196","0.0731","0.0009","0.0021","0.0039","0.0086","0.0012","0.0077","0.0069","0.0014","0.1138","0.0008","0.0056","0.0022","0.0035","0.0004","0.0022","0.0086","0.0631","0.0927","0.5115","0.0042","0.0043","0.0011","0.0118","0.0035","0.3822","0.3879","0.2782","0.4235","0.4814","0.0362","0.0062","0.0240","0.0000","0.0730","0.0474","0.66600","0.04500","0.0790","0.2553","0.1348","0.0057","0.0013","0.0632","0.1326","0.1051","0.0168","0.0293","0.0446","0.0892","0.1256","0.2347","0.1067","0.7516"
"211031263","9.909","0.5089","0.1966","0.1388","0.4003","0.1864","0.1309","0.1496","0.1402","0.2673","0.1258","0.4003","37","1697","711","311","1808","0.8","1.5190","2.7","0.2793","0.4783","0.0958","0.4263","0.3665","0.0008","0.0405","0.0052","0.0311","0.3775","0.0091","0.0053","0.0419","0.0129","0.0065","0.0281","0.1031","0.0347","0.0015","0.0020","0.0026","0.0048","0.0008","0.0067","0.0089","0.0026","0.0872","0.0026","0.0068","0.0028","0.0082","0.0008","0.0086","0.0071","0.0781","0.0825","0.4882","0.0054","0.0138","0.0008","0.0227","0.0121","0.3667","0.3665","0.5294","0.2779","0.4866","0.1294","0.0259","0.0409","0.0063","0.2062","0.1006","0.67500","0.05000","0.0989","0.2748","0.0810","0.0042","0.0011","0.1166","0.1173","0.1204","0.0153","0.0371","0.0472","0.0689","0.1243","0.1449","0.1807","0.7749"
"211031265","9.492","0.5091","0.1713","0.0972","0.4684","0.1946","0.1503","0.1040","0.1246","0.3015","0.1249","0.4684","39","1850","751","381","2228","0.8","2.0180","3","0.2292","0.5620","0.0713","0.3663","0.3688","0.0008","0.0365","0.0057","0.0353","0.4082","0.0039","0.0049","0.0540","0.0165","0.0039","0.0106","0.1195","0.0598","0.0019","0.0030","0.0031","0.0081","0.0009","0.0083","0.0067","0.0017","0.1126","0.0019","0.0102","0.0029","0.0075","0.0012","0.0016","0.0076","0.0677","0.0494","0.5402","0.0037","0.0039","0.0003","0.0106","0.0045","0.3677","0.3851","0.3716","0.3472","0.4944","0.0956","0.0096","0.0245","0.0028","0.1366","0.0579","0.70900","0.04300","0.0984","0.2706","0.1180","0.0019","0.0022","0.0755","0.1067","0.1164","0.0170","0.0328","0.0562","0.1073","0.1218","0.2057","0.1247","0.7496"
"211031266","9.9105","0.5160","0.3235","0.2807","0.4753","0.1793","0.1077","0.1717","0.1543","0.2207","0.1665","0.4753","37","1800","654","335","1727","0.9","1.3600","2.4","0.3309","0.4678","0.0937","0.4387","0.2809","0.0008","0.1100","0.0054","0.0205","0.3165","0.0081","0.0053","0.0395","0.0148","0.0043","0.0372","0.1082","0.0443","0.0045","0.0012","0.0022","0.0064","0.0026","0.0078","0.0109","0.0030","0.0912","0.0021","0.0044","0.0046","0.0093","0.0016","0.0089","0.0048","0.1374","0.1702","0.4862","0.0117","0.0231","0.0013","0.0309","0.0169","0.3539","0.3461","0.5086","0.2861","0.3040","0.2724","0.0296","0.0503","0.0188","0.3788","0.1316","0.62100","0.06700","0.1525","0.3965","0.1459","0.0040","0.0020","0.0691","0.0846","0.1094","0.0161","0.0423","0.0500","0.0945","0.1384","0.1724","0.1248","0.7040"
"211031267","9.3929","0.5124","0.2423","0.1831","0.4738","0.1895","0.1141","0.1307","0.1505","0.2474","0.1681","0.4738","39","1836","709","344","1974","0.8","1.5920","2.6","0.2883","0.5119","0.0832","0.4050","0.3327","0.0010","0.0674","0.0037","0.0270","0.3799","0.0068","0.0052","0.0422","0.0118","0.0048","0.0273","0.1240","0.0338","0.0044","0.0015","0.0015","0.0050","0.0021","0.0081","0.0076","0.0045","0.1105","0.0014","0.0039","0.0039","0.0089","0.0012","0.0038","0.0066","0.1028","0.1345","0.4881","0.0059","0.0140","0.0008","0.0229","0.0112","0.3785","0.3609","0.4445","0.3421","0.3879","0.1769","0.0155","0.0437","0.0018","0.2447","0.0962","0.63900","0.05200","0.1254","0.3417","0.1509","0.0031","0.0014","0.0720","0.0866","0.0945","0.0168","0.0372","0.0576","0.1093","0.1379","0.2009","0.1187","0.6988"
"211031268","4.7307","0.5027","0.2146","0.1520","0.4914","0.1916","0.1256","0.0983","0.1354","0.2804","0.1690","0.4914","41","2000","732","381","2162","0.8","1.9100","2.8","0.2618","0.5863","0.0671","0.3469","0.3489","0.0000","0.0673","0.0049","0.0239","0.3611","0.0064","0.0064","0.0406","0.0196","0.0035","0.0180","0.1111","0.0675","0.0052","0.0025","0.0017","0.0073","0.0005","0.0079","0.0090","0.0034","0.1058","0.0017","0.0054","0.0027","0.0056","0.0008","0.0038","0.0068","0.0785","0.0753","0.5514","0.0046","0.0087","0.0012","0.0132","0.0034","0.3427","0.3734","0.3462","0.4006","0.4542","0.0866","0.0050","0.0252","0.0013","0.1228","0.0643","0.65700","0.04600","0.0928","0.2779","0.1343","0.0058","0.0021","0.0616","0.0981","0.1106","0.0185","0.0348","0.0550","0.1066","0.1253","0.2143","0.1002","0.7229"
