SA4_CODE_2016,SA4_NAME_2016,,SA4_2011,Sw_amt,Alow_ben_amt,ETP_txbl_amt,Grs_int_amt,Aust_govt_pnsn_allw_amt,Unfranked_Div_amt,Frk_Div_amt,Dividends_franking_cr_amt,Net_rent_amt,Gross_rent_amt,Other_rent_ded_amt,Rent_int_ded_amt,Rent_cap_wks_amt,Net_farm_management_amt,Net_PP_BI_amt,Net_NPP_BI_amt,Total_PP_BI_amt,Total_NPP_BI_amt,Total_PP_BE_amt,Total_NPP_BE_amt,Net_CG_amt,Tot_CY_CG_amt,Net_PT_PP_dsn,Net_PT_NPP_dsn,Taxed_othr_pnsn_amt,Untaxed_othr_pnsn_amt,Other_foreign_inc_amt,Other_inc_amt,Tot_inc_amt,WRE_car_amt,WRE_trvl_amt,WRE_uniform_amt,WRE_self_amt,WRE_other_amt,Div_Ded_amt,Intrst_Ded_amt,Gift_amt,Non_emp_spr_amt,Cost_tax_affairs_amt,Other_Ded_amt,Tot_ded_amt,PP_loss_claimed,NPP_loss_claimed,Rep_frng_ben_amt,Med_Exp_TO_amt,Asbl_forgn_source_incm_amt,Spouse_adjusted_taxable_inc,Net_fincl_invstmt_lss_amt,Rptbl_Empr_spr_cont_amt,Cr_PAYG_ITI_amt,TFN_amts_wheld_gr_intst_amt,TFN_amts_wheld_divs_amt,Hrs_to_prepare_BPI_cnt,Taxable_Income,Help_debt,MCS_Emplr_Contr,MCS_Prsnl_Contr,MCS_Othr_Contr,MCS_Ttl_Acnt_Bal
602,Launceston and North East,,Launceston and North East,36618.87965,449.744016,69.82779255,738.9115691,1331.170878,39.85305851,1413.945479,606.3131649,17.41888298,1208.950133,573.6522606,555.9807181,61.89827128,128.2898936,-48.37167553,1431.396277,872.0053191,4370.775266,898.5518617,2898.864362,939.7918883,3398.355053,0.48537234,2540.230718,135.0066489,616.668883,63.47672872,946.0292553,48039.06848,448.4055851,104.6077128,141.8484043,40.25066489,478.6702128,8.554521277,42.82446809,94.57845745,236.8417553,123.3484043,102.2327128,1822.162899,72.29321809,20.07513298,1274.989362,10.2087766,128.1509309,30689.17952,29.01263298,684.2167553,979.4847074,2.97606383,0.085771277,0.011968085,46146.66423,1382.681516,3730.930851,2103.412899,512.65625,103852.9668
311,Logan - Beaudesert,,Logan - Beaudesert,42279.79419,749.5706422,222.3574924,462.5143731,1040.944037,33.09449541,386.241896,165.4012232,-441.0795107,1849.099694,965.2544343,1190.776758,134.1480122,11.19266055,-52.0648318,1625.48685,93.48256881,4845.136697,144.7012232,3165.433028,174.9388379,510.3996942,-160.7932722,2576.243425,89.95045872,284.0388379,142.1639144,1322.863303,50912.85963,808.0932722,216.569419,163.730581,60.79541284,523.0336391,72.39174312,26.05198777,141.9370031,116.3055046,138.1324159,117.1091743,2384.150153,1.25382263,51.00366972,839.0960245,9.7382263,337.2116208,27598.24709,80.25076453,628.3984709,630.2192661,5.521406728,0.10795107,0.020489297,48573.2893,1536.302446,4185.183792,1274.383792,327.4804281,71685.94465
502,Mandurah,,Mandurah,50754.31269,319.1187817,216.6771574,928.0365482,1275.867005,15.48324873,1097.48731,470.5563452,-398.1817259,2377.116751,1080.158376,1488.924873,206.2152284,0,66.11979695,2299.775635,101.693401,7175.257868,35.57360406,4748.770558,438.657868,910.4345178,48.5106599,3252.364467,75.36751269,588.7177665,551.8761421,1720.06599,63720.8132,639.1736041,118.5705584,134.8071066,66.68527919,479.2751269,16.10659898,6.707614213,91.19086294,226.8680203,159.1766497,162.3451777,2100.906599,0,43.26395939,792.8923858,16.47411168,1011.206091,33373.71066,11.57055838,848.8670051,1124.796954,9.111675127,0.210152284,0.042639594,61588.86091,636.5746193,5047.905584,1906.544162,360.6761421,97127.01523
206,Melbourne - Inner,,Melbourne - Inner,51456.05952,855.6995662,313.3331074,1302.251085,625.0330803,115.9154013,4294.914995,1840.091242,-335.8843547,3656.328498,1622.988069,2132.325108,236.8996746,-62.4186551,-28.65292842,2711.462446,277.3054501,8761.629745,283.4357375,5917.206887,2549.115645,6204.489967,107.8313449,6743.513557,188.6690618,228.2814534,278.6091377,1782.584056,74966.41133,715.8537148,207.9204176,88.39235358,157.9979664,738.7517625,184.8310738,71.767218,545.2449837,402.6027657,239.2117679,181.3909978,3533.965022,24.17489154,141.8120933,1891.302874,23.77725054,489.3312093,34646.6852,48.33324295,903.2604393,2850.976274,10.3130423,0.405911063,0.122424078,71384.22505,3881.509761,5215.240239,3598.050976,545.2205803,141596.6011
207,Melbourne - Inner East,,Melbourne - Inner East,45349.72638,774.5332164,374.9309362,2154.402324,712.7594826,163.0745451,5814.093181,2490.959439,-385.283052,4286.670029,1894.219908,2502.138566,275.5946064,3.502521377,-93.75794782,5569.186582,117.0798071,12187.14712,225.1677264,6471.668275,2688.599649,5764.800482,-81.67616751,9023.131331,227.4580136,568.8055251,221.9627275,1818.96185,77395.41899,685.0477965,128.5796974,64.19272089,82.97303223,543.1821969,181.9835562,138.8278886,477.5165534,534.8614339,207.8594606,225.6603815,3270.684718,101.9041877,125.0776146,1525.27187,34.40890156,520.7586056,52523.75882,93.0708178,1378.262223,4368.334137,15.75224731,0.611269458,0.09296207,74029.29292,2700.603376,5230.727034,4115.875247,793.5996492,176628.7455
208,Melbourne - Inner South,,Melbourne - Inner South,50362.92406,735.3522827,454.2489025,1548.199956,701.6481563,134.4457858,3796.408253,1625.559263,-423.7541703,3986.924056,1833.292142,2298.445347,278.9407375,15.90408253,-141.4354697,3653.514267,62.05531168,10162.15386,66.87006146,6387.898376,1806.65935,4236.836479,-19.54850746,9664.064969,239.6624232,425.3906936,127.8542581,2656.482221,77363.58538,789.8845478,143.3342845,82.01953468,92.20171203,619.7816067,193.3252853,153.1312555,266.2054434,556.9027656,248.190518,229.7111501,3374.688104,0,116.5068042,1516.334284,35.4927568,357.0522388,48342.56365,91.90869183,1166.404083,2903.78007,9.403424056,0.721246708,0.060579456,73906.17713,2571.864135,5354.143547,4560.39223,707.7420983,169521.2289
209,Melbourne - North East,,Melbourne - North East,42828.10138,716.1194316,271.9489247,732.4011137,755.7039171,74.43605991,742.3534946,317.9018817,-321.453533,2603.224654,1184.130376,1526.263633,214.2841782,0,-7.622887865,1736.06874,75.60387865,4548.11924,74.38997696,2782.070469,824.3629032,1810.68702,-8.090821813,3135.008065,190.2382873,313.6797235,45.52304147,1107.443932,53454.12366,829.7227343,131.3945853,129.6102151,70.56912442,659.7204301,47.97887865,18.19604455,108.0268817,117.624232,171.3782642,122.9861751,2407.207565,0.124807988,57.53187404,1331.557988,15.26996928,127.1075269,31770.74558,24.38364055,820.5687404,939.7273425,5.047427035,0.412634409,0.032258065,51021.16436,2336.060868,4364.855031,1685.30626,533.546467,100167.6223
210,Melbourne - North West,,Melbourne - North West,41223.87022,744.9927898,208.7750971,656.5529673,947.6053799,147.7265668,1517.584027,650.7515252,-265.4564615,2507.695785,1147.847476,1424.241819,201.0629506,0,2.268718802,1752.781198,87.13921242,6251.006101,85.00138658,4485.039933,401.2160288,862.1053799,-16.76705491,2779.337216,129.7296173,207.1123128,12.8130893,1191.706323,52292.68053,875.8574598,160.4977815,153.0110926,65.14143095,624.979756,18.23155851,18.24542429,109.5291181,204.4179146,121.2462562,96.89988907,2448.057682,0.278424847,32.68413755,946.3058791,18.97615086,71.68080976,28045.60815,25.22850804,743.9853023,831.3410982,6.085690516,0.283693844,0.100665557,49907.97199,2060.513311,4082.601498,1460.787576,436.7243483,92508.0599
211,Melbourne - Outer East,,Melbourne - Outer East,41610.23691,709.0797672,184.552037,915.9652516,795.5558028,47.4940089,2188.032865,937.1415611,-327.1723725,2225.219274,1005.343889,1377.105957,169.9418008,0,-21.30058199,1807.441458,85.14738103,4895.044505,98.54399178,2948.152003,785.6191373,2012.858439,26.56093803,2575.716364,144.8445738,347.1930846,54.07463198,1302.882403,54083.92879,756.1097227,109.3806915,112.9679904,72.32060938,543.184697,51.4714139,36.10030811,169.8675111,214.6754536,143.7767888,110.4190346,2320.274221,0.078568983,46.51848682,1203.349195,18.16860664,160.6097227,31975.31958,116.2723382,876.820267,788.7179048,3.898836015,0.312393016,0.136597056,51796.58644,2110.709004,4369.530811,1668.032694,535.2957891,109477.6691
212,Melbourne - South East,,Melbourne - South East,40529.57786,662.4701416,202.7175032,757.1710425,904.4232947,35.71647362,1590.622651,681.4159588,-383.2151866,2618.149163,1150.032432,1651.706692,199.6252252,-8.131274131,-0.994594595,2027.456757,69.25032175,5726.859588,70.24478764,3619.396396,395.4629344,839.6669241,51.95469755,2369.668726,115.920592,214.0036036,22.91505792,1101.620721,51270.77915,776.8019305,115.6602317,139.1485199,83.34362934,548.8382239,39.63075933,24.82432432,145.915444,110.8555985,122.4190476,93.59214929,2201.029858,9.479150579,45.46280566,999.7637066,15.28777349,137.0906049,27126.78121,33.33848134,612.8359073,1146.678378,6.962419562,0.227155727,0.045945946,49049.2045,1995.224453,3971.243243,1458.604376,435.2301158,85258.27516
213,Melbourne - West,,Melbourne - West,44366.4954,623.116523,235.9804598,540.0031609,767.4494253,14.14899425,437.6997126,187.4877874,-625.5998563,2061.957759,1022.774713,1479.544828,185.2380747,0,-2.369396552,1579.612069,32.16321839,5022.562356,32.08563218,3451.116954,617.2597701,1307.595977,38.21795977,1662.398276,71.84252874,232.012069,28.09051724,1156.622845,51930.46897,872.3149425,150.6376437,161.8762931,84.86666667,717.4331897,39.94051724,25.06149425,108.7616379,67.7954023,120.279454,86.00043103,2434.967672,0,43.48591954,995.3287356,11.49913793,119.9426724,26929.13851,28.24238506,498.2998563,527.9630747,5.419827586,0.212068966,0.06566092,49464.40043,1998.399569,4129.705747,1028.118103,388.1685345,75758.13549
108,Mid North Coast,,Mid North Coast,29141.90617,488.7683951,150.2395062,1278.162469,1627.552593,76.79111111,1216.630123,521.7140741,69.20395062,1883.934321,939.491358,797.8548148,77.38419753,-2.157037037,-363.2464198,2592.948148,711.7960494,12394.31901,993.1101235,9753.157531,490.7925926,1255.765432,-360.1644444,2789.218765,329.0795062,552.4276543,52.56345679,1415.773827,42068.20494,468.3402469,172.814321,121.1639506,50.93876543,352.7560494,45.05135802,37.30962963,94.41530864,257.7748148,124.8222222,93.66567901,1819.052346,17.26716049,58.26518519,1056.861235,15.43654321,147.6296296,26340.18123,4.29382716,623.9195062,871.4325926,5.359012346,0.135802469,0.329876543,40188.34815,1188.021728,3135.491852,2505.031111,544.5841975,96982.90765
313,Moreton Bay - North,,Moreton Bay - North,41484.4936,821.5041943,252.5598234,473.6450331,1050.296689,16.22251656,677.2260486,290.188521,-462.5152318,2057.387196,1149.462693,1219.181015,151.2587196,-9.280353201,3.352317881,593.8057395,162.8004415,5260.911258,158.399117,4528.464901,839.8772627,1769.628698,-11.7602649,2102.910375,133.8181015,388.2816777,23.14746137,2342.213245,51010.18985,857.3633554,298.3218543,160.0860927,57.80883002,562.4189845,64.61015453,11.98852097,72.99293598,164.4971302,137.7408389,144.8507726,2532.67947,51.42560706,58.73289183,949.4326711,9.200883002,385.1077263,29164.28565,50.29624724,807.5651214,598.6547461,3.747461369,0.268432671,0.056953642,48541.1947,1200.902428,4226.860486,2208.354967,409.7373068,96854.85342
314,Moreton Bay - South,,Moreton Bay - South,47217.20301,623.9440789,312.2265038,705.6856203,755.5460526,38.00140977,747.1940789,320.1419173,-696.4816729,2338.06156,1222.49906,1606.715695,205.3284774,0,-14.6287594,1750.74906,34.26409774,4018.414004,47.60667293,2136.734962,341.2781955,1081.927632,-17.91635338,3376.781015,105.8862782,429.912594,24.90178571,1938.181391,57958.6062,696.3078008,139.5944549,127.8040414,61.51409774,559.9271617,57.22932331,74.12969925,189.574718,151.0765977,200.337406,149.2288534,2406.724154,0,89.68703008,1076.834117,21.8125,280.4346805,38039.08506,58.0037594,975.7232143,851.7382519,4.495770677,0.084586466,0.108082707,55474.95113,1761.138158,4994.656955,2337.589286,852.4027256,109081.266
214,Mornington Peninsula,,Mornington Peninsula,36911.02946,680.2219313,309.6605565,961.7067103,1166.151882,138.6373159,2719.774795,1165.725696,-293.2919804,1873.839607,898.3905074,1134.291653,134.4494272,0,13.89558101,2593.737152,52.90114566,9359.326023,38.90016367,6756.526678,277.9332242,1372.18036,-14.21472995,4064.013748,176.5767594,353.6736498,18.33780687,1585.917512,52829.48805,874.0219313,165.9846154,145.7603928,71.90769231,578.0268412,47.5787234,64.7289689,397.8959083,269.7770867,149.2157119,97.40556465,2862.303437,25.35417349,31.89983633,1018.115548,13.53355155,244.213748,31171.79804,25.65302782,720.8553191,1430.701146,5.271685761,0.481178396,0.021276596,50009.44484,1663.939771,3746.718822,2454.090998,510.6346972,120161.4812
109,Murray,,Murray,34240.18854,611.5606312,188.8878738,995.3064784,1200.228405,82.54651163,1426.57309,611.5722591,43.41196013,2047.339701,863.1137874,966.9177741,173.8961794,-435.1237542,92.93604651,1446.241694,1340.554817,5621.32309,1254.974252,4128.409468,237.505814,3192.033223,1598.681894,3696.906977,391.8122924,131.9742525,23.59883721,1116.174419,47700.98422,594.2018272,227.7483389,151.467608,85.55398671,430.8347176,24.9244186,138.8031561,75.08388704,444.3347176,149.2956811,105.3504983,2427.598837,81.41777409,93.05315615,657.3496678,16.35714286,74.33222591,26310.00083,15.46511628,774.7433555,993.1960133,5.99833887,0.045681063,0.070598007,45123.92359,1613.921927,3566.73588,4546.22093,754.2084718,116259.0947
110,New England and North West,,New England and North West,35727.2109,421.1957929,204.9428263,1090.268069,1322.022114,36.35544768,1545.125135,662.3117584,269.9530744,2814.854908,1269.679072,1169.87109,105.3516721,-29.50323625,-345.7605178,1346.066882,1630.473031,8933.830636,1950.38781,7519.622977,379.2901834,2566.696872,-594.8953614,3003.294498,240.2135922,190.5399137,147.7211435,2426.046386,48042.39914,516.3096009,180.1127292,145.0059331,74.26968716,470.416397,51.34843581,30.41531823,479.5987055,320.7195254,132.2340885,105.9816613,2506.412082,447.8300971,84.29341963,997.6413161,13.98058252,273.4584682,27417.59924,21.54153182,445.4940669,1200.348975,3.909385113,0.518338727,0.015102481,45453.46872,1173.183927,3467.848436,2227.824703,419.9142395,96494.39213
111,Newcastle and Lake Macquarie,,Newcastle and Lake Macquarie,45191.02537,530.9300945,261.8704453,777.7206478,1042.990553,49.73549258,1370.274494,587.3473684,-175.6512821,2445.604858,1165.848313,1288.836437,166.57139,0,0.919838057,2462.02861,15.16302294,6562.45722,11.76275304,4096.863158,406.8491228,1011.420783,-16.99595142,2381.711471,290.1373819,240.5049933,42.43967611,1068.266397,56512.10742,781.825641,135.0404858,138.1641026,106.5732794,597.0968961,62.25668016,33.88502024,165.0547908,253.8331984,121.9263158,207.5522267,2603.208637,6.307692308,39.91821862,1303.611606,19.86963563,102.2596491,34118.10715,21.81106613,941.811336,996.4912281,4.40242915,0.169230769,0.029149798,53918.66694,2190.362483,4689.40108,2156.723077,491.2518219,117075.0947
215,North West,,North West,31016.10591,372.6765083,56.1534018,1076.15276,1400.957638,83.51026958,912.5436457,390.9569961,102.2567394,1593.373556,802.5905006,612.6874198,75.83889602,-834.1238768,-93.40564827,938.9646983,3126.774069,4423.856226,2947.27792,3449.206033,374.301027,5073.787548,5913.786906,3146.005135,98.50641849,90.18870347,12.61360719,865.8138639,45923.97625,511.9030809,210.1623877,162.0378691,77.66944801,431.4878049,53.12195122,6.973684211,80.41848524,740.4133504,114.6784339,89.94736842,2478.813864,256.4807445,72.39666239,1226.797818,5.435815148,49.40436457,27648.34981,3.059050064,724.7721438,1267.651476,4.737483954,0.692554557,0.007060334,43152.21053,1138.137997,3275.521823,3596.221438,843.012837,97521.28241
702,Northern Territory - Outback,,Northern Territory - Outback,47716.72382,379.0789074,124.1274659,389.0561457,1381.453718,12.30197269,938.5007587,402.1396055,-442.5766313,3003.180577,1557.828528,1674.479514,213.4491654,0,1.772382398,532.2685888,8.760242792,2567.094082,6.987860395,1961.52352,112.8133536,638.9256449,-407.1456753,1277.646434,23.74051593,281.2701062,10.35811836,1594.314112,54327.8437,384.9605463,136.5235205,164.9650986,102.3672231,554.3550835,9.814871017,5.986342944,351.3854325,5.468892261,136.6904401,146.7283763,1999.245827,209.306525,438.3975721,1697.040971,1.660091047,16.38543247,26840.01821,148.3657056,421.5827011,345.3611533,5.690440061,0.001517451,0.024279211,52029.06222,1049.943854,4288.556904,620.091047,1128.312595,60591.65857
503,Perth - Inner,,Perth - Inner,60169.83946,833.512665,759.3553336,2174.68284,465.5661791,215.5775954,4022.984303,1724.513379,-31.60577952,6394.208705,2951.844452,3073.294328,400.6757046,0,0.262219051,5806.094185,140.4373885,13786.0842,137.9529076,7910.384588,4304.92401,9173.585444,17.82554406,14956.69711,198.2871923,665.2365323,449.0420978,3632.497681,100365.4035,512.4067071,112.5258651,75.84266857,118.3328577,563.1947913,410.8762041,198.2044238,314.3713878,834.780949,401.8341063,504.0606493,4046.43061,28.71851588,369.8262576,3208.561898,23.06814128,1039.378523,56594.79451,168.2390296,1526.40421,5412.244381,14.18230467,1.608633607,0.019621834,95990.29361,2346.570817,6403.370318,5948.639315,814.0863361,202142.6529
504,Perth - North East,,Perth - North East,51675.52166,536.444875,427.9506869,607.913702,700.3247622,24.99929553,854.2779148,366.0796055,-376.3103205,3000.168721,1274.84572,1877.543501,224.0898204,0,29.55970412,1684.531525,93.85241282,4479.827756,60.05424445,2693.637548,980.6759422,2010.964072,-25.36914406,3890.661853,40.44029588,161.7527298,151.0077492,1431.04403,63161.51215,582.4765763,114.5276506,132.6900317,76.44980627,517.7770342,100.927087,23.54068334,210.9947164,172.3180697,167.9041916,168.0901726,2267.69602,5.67840789,21.14512152,1217.046143,9.174004931,283.6301515,36133.46002,43.33990842,851.8665023,1041.633674,5.511095456,0.106375484,0.076787601,60894.98274,1463.605143,5097.766115,1673.558295,221.2655865,77132.06657
505,Perth - North West,,Perth - North West,51920.9535,515.1878538,529.3048799,850.4148692,702.5448983,56.32186018,967.0884198,414.6614655,-578.9978583,3233.192749,1483.151293,2059.726174,269.3131406,38.43965122,22.09025547,2465.93315,60.44898271,11890.40661,37.0633318,9352.699862,1246.747744,3007.78614,42.97858345,4069.226251,80.68257611,367.248279,63.17133242,1689.849778,65463.84825,624.5204222,115.4499006,127.1777574,93.64448524,525.5266942,89.34587731,30.75034419,157.24216,249.13676,155.2426189,163.3405232,2331.377543,2.330273826,125.0166743,1345.17944,14.56294937,449.3174239,40035.0589,41.65198103,853.8961297,1572.292795,7.095303656,0.242007037,0.042527153,63040.46596,1805.76656,5307.307786,2066.45296,598.9031666,97348.15634
506,Perth - South East,,Perth - South East,52310.12701,430.7902943,310.3537141,789.2528031,702.5900491,60.54519972,1385.794324,593.5159425,-428.8947092,2472.211107,1144.20953,1570.151016,186.7452698,5.622810091,1.449719692,1899.458304,20.10056062,5128.176419,18.65066573,3179.827786,1279.579187,3647.817975,-13.75911002,3553.106692,64.74124036,353.4169587,146.7450946,1495.045725,64939.48423,543.2033987,128.8006307,135.1799229,86.68815697,493.6093203,101.7277505,32.97074282,178.6911352,229.0879467,149.6461107,158.6657323,2238.270848,6.131920112,146.1611773,1235.513315,7.220742817,327.2102313,34693.16941,53.05816398,840.1247372,1065.661177,10.77067274,0.152067274,0.067274001,62610.8609,1596.135074,5165.615802,1589.882621,478.6732656,89264.31447
507,Perth - South West,,Perth - South West,55133.19175,670.7301621,522.4287518,1102.509156,731.0315723,46.72889918,1787.121659,765.8448748,-453.5887182,3194.209851,1473.307725,1938.409177,236.081667,-28.82551042,-31.36223953,1758.622816,58.97095348,5457.500737,64.57356346,3645.201642,1221.81646,2592.673332,171.9254894,4939.417596,50.27341612,465.3081457,145.1326037,1878.635866,70876.94275,640.3070932,139.2671017,129.7350032,93.35571459,534.8901284,103.1913281,64.78530836,196.8015155,198.8665544,195.4813723,158.9503262,2455.631446,17.77436329,61.18269838,1407.549779,11.18164597,470.9762155,42294.66154,45.99936855,943.0309409,1758.599453,12.51862766,0.353820248,0.046306041,68467.78657,1721.494633,5528.769733,1782.141654,797.9591665,110920.8171
315,Queensland - Outback,,Queensland - Outback,50118.18454,409.7830424,321.1508728,1002.822943,1021.885287,15.10473815,511.6521197,219.2406484,-433.5311721,2540.738155,1382.44389,1420.716958,171.1084788,494.0897756,-385.5299252,641.6446384,978.7705736,4014.77182,1243.638404,3185.158354,27.32543641,187.755611,-2342.239401,3711.571072,52.02369077,39.78927681,9.908977556,2416.09601,57850.97257,426.2693267,205.2743142,181.0561097,66.5436409,518.6134663,40.73815461,82.34289277,71.50374065,255.8129676,179.2531172,83.33665835,2110.744389,63.32543641,54.73566085,779.6695761,0.206982544,9.908977556,29737.399,2.592269327,520.723192,816.457606,3.142144638,0,0.00872818,56056.52494,1086.678304,5326.481297,1285.263092,783.925187,82782.50249
112,Richmond - Tweed,,Richmond - Tweed,30158.31958,566.6736083,127.9351221,1256.903885,1526.664798,52.71485783,1046.497397,448.6655987,43.52943532,2923.580697,1370.686023,1322.046856,187.3183821,-36.48418102,-160.6431718,2627.423308,615.824189,8380.982379,747.2759311,5562.555867,895.371646,2721.089307,12.35442531,3753.034842,327.6439728,434.9134962,265.4164998,1367.125751,44714.10012,592.1249499,175.9979976,121.1581898,77.1794153,464.5826992,78.15818983,28.14257109,105.277533,359.423308,154.6880256,120.5418502,2277.27473,93.30196235,79.36924309,893.2887465,5.520224269,466.7769323,25155.39447,62.71686023,672.5947137,1231.644373,3.509811774,0.169403284,0.426912295,42284.69604,1728.005206,3143.587905,2463.330797,775.401682,104225.4001
113,Riverina,,Riverina,35376.88559,506.9254109,83.33059418,1190.077118,1210.330594,63.2414665,1471.523388,631.2433628,-8.684576485,2000.046144,916.300885,989.3103666,103.119469,-784.125158,98.48735777,1679.726928,1161.276233,12245.08154,1052.202276,10522.32174,326.7610619,3275.671934,2708.446271,3377.347029,120.4702908,377.4165613,55.46839444,1489.562579,49974.43426,485.6371681,176.7515803,157.5821745,81.15044248,424.7591656,108.0986094,66.40202276,100.4184576,595.3925411,141.9721871,115.4469027,2453.611252,353.0278129,112.7692794,828.6814159,10.07395702,83.07774968,33698.78761,59.20922882,785.1257901,1377.082807,3.239570164,1.568900126,0.00505689,47086.32491,1174.919722,3636.390645,2107.659292,1260.142225,109133.1157
216,Shepparton,,Shepparton,34671.6216,563.2072006,152.0176341,1055.772961,1190.246143,59.92872888,992.531227,424.9676708,68.09184423,2414.085966,1026.031594,1217.833211,102.1293167,74.74577517,7.614988979,1680.321087,1258.545187,5990.311536,1138.545922,4233.826598,394.0778839,1242.283615,598.2586334,3446.961058,159.3335783,139.6693608,14.2755327,1223.063189,46916.7061,628.4261572,199.3034533,164.9786921,96.89199118,479.480529,45.27185893,20.60690669,190.9353417,404.3842763,128.6781778,112.8295371,2471.786921,109.3688464,77.47832476,1452.633358,13.46216018,22.45995591,24451.86113,10.11241734,716.7288758,1147.497428,2.315944159,1.079353417,0.003673769,44277.57678,1398.233652,3685.081558,1868.806025,276.5187362,108107.0896
406,South Australia - Outback,,South Australia - Outback,42750.29021,416.0850816,33.79487179,924.6340326,1249.576923,41.11421911,612.4941725,262.9440559,-380.6561772,1731.897436,949.8216783,1050.959207,111.7727273,-428.960373,265.0011655,1308.491841,1216.306527,8787.713287,942.4079254,7462.600233,74.41258741,2652.144522,3307.721445,4909.91958,47.18298368,432.1456876,12.38578089,976.3263403,56814.90443,586.8694639,140.8752914,157.4918415,82.34032634,455.0606061,67.15967366,24.58624709,72.10606061,1012.280886,159.2424242,176.8006993,2934.81352,101.5104895,36.06643357,1005.891608,4.79020979,98.06876457,33200.48252,36.26923077,741.5081585,1373.409091,0.82983683,0.311188811,0.008158508,53780.18765,1001.895105,4335.889277,2932.420746,332.2109557,103791.7249
407,South Australia - South East,,South Australia - South East,30845.77113,235.2052314,158.2409457,1158.089034,1228.073944,50.88279678,2332.199195,998.9607646,-178.6151911,1382.790744,770.7821932,689.86167,100.7620724,-160.4134809,127.8420523,701.3571429,1850.898893,3788.762072,1687.465292,2851.876761,404.8832998,1894.664487,1799.65493,4088.187123,66.06438632,812.7394366,18.13028169,1431.122233,46118.49044,461.7278672,156.6031187,137.8294769,33.90040241,347.6031187,61.42907445,20.7193159,91.66649899,377.4522133,190.2162978,118.612173,1997.759557,171.6267606,66.77012072,791.7796781,9.621730382,193.9305835,25561.64537,3.564889336,726.193662,1987.270624,5.333501006,0.219315895,0.01861167,43983.24648,872.8938632,3324.763581,2333.000503,236.7515091,89729.1992
114,Southern Highlands and Shoalhaven,,Southern Highlands and Shoalhaven,35407.85734,499.1994591,78.607167,1136.917512,1233.860041,260.3299527,6008.17309,2575.077079,17.14604462,2522.837728,1154.212306,1219.918864,131.5605139,24.66869506,-344.8248817,3113.260311,146.9222448,10643.3286,458.739689,7378.69574,468.9377958,1371.927654,-31.04394861,3404.347532,322.5077755,914.7281947,45.48546315,1505.136579,56640.3712,644.8350237,141.1649763,133.7802569,92.01960784,507.250169,87.44895199,51.62745098,333.8032454,350.5098039,243.673428,80.48951995,2666.602434,16.70520622,84.04394861,810.989858,26.86747803,102.066261,29470.01961,13.56524679,742.3502366,1410.369168,4.359026369,0.576064909,0.342799189,54024.09128,1091.656525,3437.736984,4277.766734,840.7789047,118518.7748
316,Sunshine Coast,,Sunshine Coast,37222.21793,810.7717025,136.8007256,930.7867323,1117.276497,78.29023063,1370.646281,585.601192,-397.4270536,2702.042757,1418.338948,1482.997409,198.1334543,15.25654315,-108.4444157,2595.199274,172.8525525,9465.993522,251.4695517,6738.267945,765.7691112,2439.12283,-83.85488469,4883.297227,210.5734646,647.3884426,79.25887536,2069.002073,52928.42705,691.8160145,207.4540036,126.7584867,54.29308111,509.7709251,58.78077222,51.08577352,109.2707955,258.468256,204.47007,259.1033947,2531.271573,28.14511531,124.9608707,933.6867064,15.42342576,536.9875615,32175.85022,50.86706401,778.4143561,1114.621664,3.262244105,0.396475771,0.04845815,50289.60637,1518.161959,3917.258357,2982.7546,762.6882612,114172.2809
115,Sydney - Baulkham Hills and Hawkesbury,,Sydney - Baulkham Hills and Hawkesbury,51950.45556,1073.438176,656.193834,1322.248606,572.9232535,54.67431945,2484.449984,1064.897015,-394.0360774,4273.562807,1863.041325,2433.551328,371.0062316,0,11.58150213,1601.334864,195.7258117,5034.739587,184.1443096,3397.987537,1125.66448,2619.923582,34.4667104,2501.104296,141.4348967,152.6362742,104.3046901,1669.681535,66127.45622,924.3145294,169.6861266,102.8002624,108.0118071,653.9652345,65.80583798,74.5096753,280.5470646,180.0872417,165.7008855,161.8379797,2887.266645,29.4207937,56.87569695,1172.454903,19.82518859,261.9655625,46576.59561,42.22925549,1017.735979,965.8297803,13.8875041,0.672351591,0.04263693,63159.27812,2324.700886,5381.400787,3046.899639,953.8494588,134713.7475
116,Sydney - Blacktown,,Sydney - Blacktown,46027.7734,757.2127324,183.0995903,590.0160731,926.398046,11.89190041,295.3353293,126.5612985,-299.1597857,1986.09896,937.5316735,1165.174913,182.5521588,0,-1.949889694,1318.71289,23.39457926,4197.430823,24.94043492,2854.632524,232.160416,619.7844311,18.53640088,750.2622124,33.14434289,74.47399937,33.96344154,870.1947684,51948.63063,806.265364,153.1998109,192.5609833,126.9596596,612.9224708,6.582729278,16.49637567,173.2262843,32.5354554,109.1459187,85.24960605,2315.144658,4.744090766,76.21966593,1107.196344,15.21619918,54.06334699,26825.87614,19.0516861,393.566341,422.344469,6.776867318,0.060510558,0.020170186,49558.56603,1817.460763,4155.837378,1052.07028,384.0299401,64383.05673
