src_SA1_7DIG16,nbr_SA1_7DIG16,LENGTH,Distance
1102915,1102916,0.004786670478852,0.35888175542567463
1102915,1102922,0.013577225773693998,0.25544213452662967
1102916,1102915,0.004786670478852,0.35888175542567463
1102916,1102922,0.008628992732529,0.384723673316437
1102917,1102902,0.002068623499768,0.610923167458737
1102917,1102913,0.001997656264641,1.282540875648947
1102917,1102918,0.010307856339064001,0.4633781164261641
1102918,1102810,0.00096151845584,0.5889761054537622
1102918,1102913,0.016664609505801998,1.2802857398355851
1102918,1102917,0.010307856339064001,0.4633781164261641
1102919,1102905,0.012981740439557,0.24159137248350696
1102919,1102910,0.0028499627817459997,1.8182310911018904
1102919,1102926,0.004351089494131,0.8097469937348337
1102922,1102910,0.016008447218951,1.4320588691383014
1102922,1102914,0.016580153775459,1.226548699510489
1102922,1102915,0.013577225773693998,0.25544213452662967
1102922,1102916,0.008628992732529,0.384723673316437
1102922,1102923,0.007757535079976998,0.7013540963737676
1102922,1102928,0.003360404051326,1.6446390322594822
1102923,1102910,0.0032130693170809997,1.389092131374408
1102923,1102914,0.0020400828812079997,1.2730474578069566
1102923,1102922,0.007757535079976998,0.7013540963737677
1102923,1102924,0.0039576838052390005,0.6156616680712447
1102924,1102914,0.015316560768157,1.202146763694267
1102924,1102923,0.0039576838052390005,0.6156616680712447
1102925,1102903,0.002660170515444,0.8081435180375219
1102925,1102904,0.0047948447711529995,0.42717738932651184
1102925,1102905,0.0038360293992729996,0.7023567406188198
1102926,1102909,0.000290763078992,1.2299946318343367
1102926,1102910,0.010478060989737,1.6252559180636696
1102926,1102911,0.011168527011731,1.7080403548194665
1102926,1102919,0.004351089494131,0.8097469937348337
1102926,1104011,9.0105925422e-05,0.9669984621593403
1102926,1104214,0.000266901176002,1.807368782128624
1102927,1102906,0.004684250179785,1.076135398788518
1102927,1102911,0.008095937197873,1.359232684103742
1102928,1102914,0.010164630804593,1.9040580521528168
1102928,1102922,0.003360404051326,1.6446390322594822
1102928,1103408,0.012505928697613999,2.5416432529835618
1103002,1103004,0.094600065523099,5.243565034075362
1103002,1103005,0.009347872461819999,8.185471290371709
1103002,1103007,0.01755588247346,13.840332839408035
1103002,1103508,0.008002673720891999,6.808818912719966
1103002,1103517,0.05434274250245901,5.537524546906119
1103002,1103613,0.022374261463508002,5.899075857065002
1103002,1105106,0.123128722188804,3.9846997798363684
1103003,1103004,0.020260891420973,14.45587833054759
1103003,1103006,0.017671178014441003,17.76721799795031
1103003,1103010,0.130298161981769,6.243335442230014
1103003,1103302,0.006445091386798001,5.701095507265867
1103003,1103306,0.000761656906826,5.342499232139379
1103003,1103318,0.007120115076261,6.322711895393126
1103004,1103002,0.094600065523099,5.243565034075362
1103004,1103003,0.020260891420973,14.45587833054759
1103004,1103005,0.034180329025912004,5.754768929222617
1103004,1103006,0.09130981583831599,4.377707377689967
1103005,1103002,0.009347872461819999,8.185471290371709
1103005,1103004,0.034180329025912004,5.754768929222617
1103005,1103006,0.04851266528355799,5.052547608142328
1103005,1103007,0.086042613770415,6.323657413478753
1103005,1103008,0.010595467607497,13.190101063566072
1103006,1103003,0.017671178014441003,17.76721799795031
1103006,1103004,0.09130981583831599,4.377707377689967
1103006,1103005,0.04851266528355799,5.052547608142328
1103006,1103008,0.08167700060980701,14.19832528288768
1103006,1103009,0.177054319669964,5.555686609305357
1103006,1103010,0.032590840434995,13.884031281084267
1103006,1103011,0.014478228958355,13.097122535499912
1103007,1103002,0.01755588247346,13.840332839408035
1103007,1103005,0.086042613770415,6.323657413478753
1103007,1103008,0.172966555464076,9.036786176557712
1103007,1104905,0.245233970834151,6.632750097060746
1103007,1104907,0.033517785846185,6.66447346843093
1103007,1105106,0.026477354874726,12.998865612350858
1103007,1110922,0.008607922991727,19.303530491046555
1103008,1103005,0.010595467607497,13.190101063566072
1103008,1103006,0.08167700060980701,14.19832528288768
1103008,1103007,0.172966555464076,9.036786176557712
1103008,1103009,0.10415933258592698,12.512743494500981
1103008,1110922,0.076550322619757,14.705950917375485
1103008,1129908,0.18159688215549696,17.205154513970466
1103009,1103006,0.177054319669964,5.555686609305357
1103009,1103008,0.10415933258592698,12.512743494500981
1103009,1103011,0.149690389060154,10.892032636605906
1103009,1129908,0.123609077571774,16.49074304168486
1103010,1103003,0.130298161981769,6.243335442230014
1103010,1103006,0.032590840434995,13.884031281084267
1103010,1103011,0.095163025443056,10.762446274584198
1103010,1103012,0.006353688445298,8.6289392305475
1103011,1103006,0.014478228958355,13.097122535499912
1103011,1103009,0.149690389060154,10.892032636605906
1103011,1103010,0.095163025443056,10.762446274584198
1103011,1129727,0.059136699038958,9.569204109215018
1103011,1129810,0.104370600191201,13.161118508836331
1103011,1129905,0.020426878319629,11.87298449657711
1103011,1129908,0.12272913401275501,20.13900181384498
1103012,1103010,0.006353688445298,8.6289392305475
1103101,1103102,0.003567338037153,0.5983816918045104
1103101,1103129,0.002778136406967,0.4293760006513657
1103101,1103918,0.001028338996751,0.5891613550492665
1103101,1103925,0.002831118629378,0.3966722757370494
1103102,1103101,0.003567338037153,0.5983816918045104
1103102,1103129,0.002681421097481,0.6597037141134574
1103102,1103138,0.011016848084477,0.5340975926712701
1103104,1103105,0.008006754200461,0.44847783420854137
1103104,1103136,0.001755511878355,0.569880250944494
1103105,1103104,0.008006754200461,0.44847783420854137
1103105,1103108,0.003160975741198,0.5014354874076368
1103105,1103133,0.004989295221787,0.34976208206501647
1103105,1103136,0.002413112549965,0.5718959669285071
1103106,1103111,0.004072294793336,0.4944894799974115
1103106,1103203,0.010948125305017,0.43716605528668456
1103108,1103105,0.003160975741198,0.5014354874076368
1103108,1103109,0.0030878934665,0.4560980018110124
1103108,1103110,0.0025303965068929997,0.6224176795039413
1103108,1103133,0.00190856928451,0.5793438440427751
1103108,1103134,0.0013966570940299999,1.0531265662497864
1103109,1103108,0.0030878934665,0.4560980018110124
1103109,1103110,0.0033105408946,0.2892844256997843
1103110,1103108,0.0025303965068929997,0.6224176795039413
1103110,1103109,0.0033105408946,0.2892844256997843
1103110,1103123,0.0003537216945340001,0.6001213541452365
1103110,1103126,0.005080879215713,0.3616066136990724
1103110,1103134,0.003998484034393,0.5022265172471801
1103111,1103106,0.004072294793336,0.4944894799974115
1103111,1103127,0.0035442523610059997,0.9728245536440961
1103111,1103128,0.004094605043549001,0.7968699783867992
1103111,1103203,0.00045756117142400004,0.6990855384638669
1103112,1103113,0.025042989726036,1.598200574279395
1103112,1103114,0.018762050529655,2.1208549391943445
1103112,1104106,0.021397334622497,1.0481338261435258
1103112,1104703,0.001494972767356,2.936349949306513
1103112,1104712,0.011151587527996002,2.16243239592954
1103113,1103112,0.025042989726036,1.598200574279395
1103113,1103114,0.018336443422656,1.9948380169089703
1103113,1103118,0.021988247167639998,1.6582546722150637
1103113,1104103,0.002483682865453,1.577231730883358
1103113,1104106,0.008231914708983,2.1207864252765614
1103113,1104113,0.022953956161589,1.436867855435403
1103114,1103112,0.018762050529655,2.1208549391943445
1103114,1103113,0.018336443422656,1.9948380169089703
1103114,1103115,0.025982234813844,3.0035916587951967
1103114,1103118,0.0008556190752539999,2.408068118111345
1103114,1103607,0.021150656833303003,2.3647517600973864
1103114,1103617,0.019522212919333,2.0785505335720997
1103114,1104703,0.023541126315479,2.2327665130830923
1103115,1103114,0.025982234813844,3.0035916587951967
1103115,1103118,0.020708030859677,1.8025684033895621
1103115,1103119,0.018150349634777,1.7866210161357623
1103115,1103127,0.001101456252517,1.7760810701704932
1103115,1103202,0.004546566598,2.23486876827632
1103115,1103203,0.013087165617546002,1.5036650709174513
1103115,1103607,0.002417470125415,1.8196069296972197
1103116,1103117,0.0012768110325089995,1.2365497122273856
1103116,1103120,0.008724216257647,0.7974919268321158
1103116,1103413,0.003285043128751,1.155896873257879
1103116,1103809,0.014731507760790004,0.669564479108244
1103117,1103116,0.0012768110325089995,1.2365497122273856
1103117,1103120,0.0008526105670589999,0.547636018742634
1103117,1103121,0.003877014628874,0.2788282069849204
1103117,1103122,0.0015465391151020006,0.6196084155160944
1103117,1103124,0.001347437779251,0.81405079889245
1103118,1103113,0.021988247167639998,1.6582546722150637
1103118,1103114,0.0008556190752539999,2.408068118111345
1103118,1103115,0.020708030859677,1.8025684033895621
1103118,1103119,0.020823420845049,1.0635369689901226
1103118,1104113,0.00946506145699,1.6442041037311315
1103119,1103115,0.018150349634777,1.7866210161357623
1103119,1103118,0.020823420845049,1.0635369689901226
1103119,1103127,0.024871842034109,0.6962894405145873
1103119,1103923,0.013267708657249999,1.3382710962143645
1103119,1104113,0.008047177665084001,1.9821816254144908
1103120,1103116,0.008724216257647,0.7974919268321158
1103120,1103117,0.0008526105670589999,0.547636018742634
1103120,1103121,0.0024517690697860002,0.49087438869338657
1103121,1103117,0.003877014628874,0.2788282069849204
1103121,1103120,0.0024517690697860002,0.49087438869338657
1103121,1103122,0.00264182420618,0.46238080364801054
1103122,1103117,0.0015465391151020006,0.6196084155160944
1103122,1103121,0.00264182420618,0.46238080364801054
1103122,1103123,0.001892543528269,0.5838629672830922
1103122,1103124,0.004017136845006999,0.3511670443329596
1103122,1103125,0.0025323337884439997,0.4363374751659415
1103123,1103110,0.0003537216945340001,0.6001213541452365
1103123,1103122,0.001892543528269,0.5838629672830922
1103123,1103125,0.0028488617696489998,0.36056397708065335
1103123,1103126,0.0033212722887629997,0.37871274791470727
1103124,1103117,0.001347437779251,0.81405079889245
1103124,1103122,0.004017136845006999,0.3511670443329596
1103124,1103125,0.005867277815093,0.36429555997868884
1103124,1103126,0.001398415626592,0.7440385909822708
1103124,1103134,0.004993599546869999,0.8364851199717965
1103125,1103122,0.0025323337884439997,0.4363374751659415
1103125,1103123,0.0028488617696489998,0.36056397708065335
1103125,1103124,0.005867277815093,0.36429555997868884
1103125,1103126,0.0028170897108430004,0.3971138325859974
1103126,1103110,0.005080879215713,0.3616066136990724
1103126,1103123,0.0033212722887629997,0.37871274791470727
1103126,1103124,0.001398415626592,0.7440385909822708
1103126,1103125,0.0028170897108430004,0.3971138325859974
1103126,1103134,0.0038915452122329996,0.3407249021944856
1103127,1103111,0.0035442523610059997,0.9728245536440961
1103127,1103115,0.001101456252517,1.7760810701704932
1103127,1103119,0.024871842034109,0.6962894405145873
1103127,1103128,0.014464728144841999,0.44100050329966856
1103127,1103203,0.0026037833093229996,1.484724500435975
1103127,1103923,0.0060955427720659995,1.5419665969616343
1103128,1103111,0.004094605043549001,0.7968699783867992
1103128,1103127,0.014464728144841999,0.44100050329966856
1103128,1103129,0.001044502858782,0.7040140792454768
1103128,1103130,0.005256152835914,0.3826773989123372
1103128,1103918,0.001227624986105,0.8783408511259586
1103128,1103923,0.002860810364102,1.6008366199806494
1103129,1103101,0.002778136406967,0.4293760006513657
1103129,1103102,0.002681421097481,0.6597037141134574
1103129,1103128,0.001044502858782,0.7040140792454768
1103129,1103130,0.003994733876795999,0.32163559505038836
1103129,1103918,0.005363225555634001,0.37494166557232994
1103130,1103128,0.005256152835914,0.3826773989123372
1103130,1103129,0.003994733876795999,0.32163559505038836
1103133,1103105,0.004989295221787,0.34976208206501647
1103133,1103108,0.00190856928451,0.5793438440427751
1103133,1103134,0.004626432381016,0.672896260134785
1103133,1103136,0.007314512328742,0.33869319961987626
1103134,1103108,0.0013966570940299999,1.0531265662497864
1103134,1103110,0.003998484034393,0.5022265172471801
1103134,1103124,0.004993599546869999,0.8364851199717965
1103134,1103126,0.0038915452122329996,0.3407249021944856
1103134,1103133,0.004626432381016,0.672896260134785
1103134,1103135,0.006103343288139,0.3212888032448885
1103134,1103136,0.00044392180088100003,0.6648726960588491
1103135,1103134,0.006103343288139,0.3212888032448885
1103135,1103136,0.005083761173170999,0.43777079327339863
1103136,1103104,0.001755511878355,0.569880250944494
1103136,1103105,0.002413112549965,0.5718959669285071
1103136,1103133,0.007314512328742,0.33869319961987626
1103136,1103134,0.00044392180088100003,0.6648726960588491
1103136,1103135,0.005083761173170999,0.43777079327339863
1103138,1103102,0.011016848084477,0.5340975926712701
1103201,1103211,0.003406495178463,0.4784944441769474
1103201,1103212,0.004249944861756999,0.5294201392630687
1103201,1103213,0.0039047079012849996,0.8582136554080988
1103201,1103232,0.003628310975209,0.5303816841113798
1103201,1103233,0.005917434567408001,0.2879830381111799
1103202,1103115,0.004546566598,2.2348687682763204
1103202,1103211,0.011303946967586,0.6412261975868402
1103202,1103212,0.0012246354474739999,0.9446614170400339
1103202,1103213,0.003079310834933,1.6556679121554119
1103202,1103214,0.003172261906488,1.2133926750717647
1103202,1103217,0.005970797317813001,0.9385416017729782
1103202,1103225,0.0019870192708259997,1.268519756843794
1103203,1103106,0.010948125305017,0.43716605528668456
1103203,1103111,0.00045756117142400004,0.6990855384638669
1103203,1103115,0.013087165617546002,1.5036650709174513
1103203,1103127,0.0026037833093229996,1.484724500435975
1103203,1103225,0.000762750007866,1.4050595161325752
1103204,1103205,0.005277980688217001,0.25467400832334086
1103204,1103215,0.001017126477296,0.49878155175016875
1103204,1103227,0.006378101711800001,0.3410866025017392
1103205,1103204,0.005277980688217001,0.25467400832334086
1103205,1103215,0.002962804538272001,0.2700780104862032
1103207,1103208,0.004049607127369,0.3616494463557411
1103207,1103224,0.0037931304902790006,0.607893560596763
1103207,1103237,0.004016209814483,0.4691987067622459
1103208,1103207,0.004049607127369,0.3616494463557411
1103208,1103210,0.004226529972561,0.5505833984916301
1103210,1103208,0.004226529972561,0.5505833984916301
1103211,1103201,0.003406495178463,0.4784944441769474
1103211,1103202,0.011303946967586,0.6412261975868402
1103211,1103212,0.006294069336119999,0.39603373744560366
1103211,1103213,0.006597779411480999,1.2161975905371727
1103212,1103201,0.004249944861756999,0.5294201392630687
1103212,1103202,0.0012246354474739999,0.9446614170400339
1103212,1103211,0.006294069336119999,0.39603373744560366
1103212,1103225,0.005046089442031,0.7505854241048665
1103212,1103232,0.004295762616274,0.3883496762615027
1103213,1103201,0.0039047079012849996,0.8582136554080988
1103213,1103202,0.003079310834933,1.6556679121554119
1103213,1103211,0.006597779411480999,1.2161975905371727
1103213,1103215,0.0032394036716959997,0.8365585317212547
1103213,1103217,0.005039798075071,0.8922280210023736
1103213,1103218,0.006675494332759,0.5846164562886036
1103213,1103219,0.0037276399357590003,0.8802991257716084
1103213,1103220,0.0011401364191010001,0.9360230424754158
1103213,1103224,0.009810314211455999,1.0435410207964155
1103213,1103233,0.006749956152334,0.5771631552276241
1103213,1103234,0.014737503797124999,0.660274755970762
1103214,1103202,0.003172261906488,1.2133926750717647
1103214,1103216,0.006433871382827,0.5193798903728194
1103214,1103217,0.00704774612337,0.4667585327764615
1103214,1103235,0.002411870194108,0.8557814406508554
1103214,1104313,0.004605019886487,0.515850105752964
1103214,1104315,0.0026330765189480003,0.6140744047119931
1103214,1104316,0.002109538609415,0.7200988534013661
1103215,1103204,0.001017126477296,0.49878155175016875
1103215,1103205,0.002962804538272001,0.2700780104862032
1103215,1103213,0.0032394036716959997,0.8365585317212547
1103215,1103216,0.0026840615863570005,0.43123037813682935
1103215,1103218,0.0012347896363930002,0.5021217836676264
1103215,1103235,0.002388642667086,0.39990970668807174
1103216,1103214,0.006433871382827,0.5193798903728194
1103216,1103215,0.0026840615863570005,0.43123037813682935
1103216,1103217,0.001928619194327,0.6563536485938842
1103216,1103218,0.006363712971449001,0.2662293114048456
1103216,1103235,0.0018270433736059999,0.4847161477177282
1103217,1103202,0.005970797317813001,0.9385416017729782
1103217,1103213,0.005039798075071,0.8922280210023736
1103217,1103214,0.00704774612337,0.4667585327764615
1103217,1103216,0.001928619194327,0.6563536485938841
1103217,1103218,0.003684125061842,0.5625408981145299
1103218,1103213,0.006675494332759,0.5846164562886036
1103218,1103215,0.0012347896363930002,0.5021217836676264
1103218,1103216,0.006363712971449001,0.2662293114048456
1103218,1103217,0.003684125061842,0.5625408981145299
1103219,1103213,0.0037276399357590003,0.8802991257716084
1103219,1103220,0.0027741309730249996,0.2361316955717526
1103219,1103221,0.0034000008655149998,0.23328791781540253
1103219,1103234,0.0023834872684460003,0.5175932345467795
1103220,1103213,0.0011401364191010001,0.9360230424754158
1103220,1103219,0.0027741309730249996,0.2361316955717526
1103220,1103221,0.0030149393145119997,0.25533052619634916
1103220,1103224,0.004032176636474,0.39936516956119605
1103221,1103219,0.0034000008655149998,0.23328791781540253
1103221,1103220,0.0030149393145119997,0.25533052619634916
1103221,1103224,0.000961818654442,0.6175388463945576
1103221,1103226,0.0024195319396679996,0.2597760142142249
1103221,1103229,0.00010473539342500001,0.5088445945809885
1103221,1103234,0.000516218106714,0.7284058174446761
1103221,1103242,0.0029601375176409998,0.2573933926240275
1103224,1103207,0.0037931304902790006,0.6078935605967629
1103224,1103213,0.009810314211455999,1.0435410207964155
1103224,1103220,0.004032176636474,0.39936516956119605
1103224,1103221,0.000961818654442,0.6175388463945575
1103224,1103226,0.004344274293846,0.5309927266435451
1103224,1103236,5.7027993841000004e-05,0.8062335869581314
1103224,1103237,0.005518383708810001,0.43996588321573027
1103225,1103202,0.0019870192708259997,1.268519756843794
1103225,1103203,0.000762750007866,1.4050595161325752
1103225,1103212,0.005046089442031,0.7505854241048665
1103225,1103231,0.0007247459429430001,1.307390067966398
1103225,1103232,0.004289752733340001,0.9217392241742938
1103226,1103221,0.0024195319396679996,0.2597760142142249
1103226,1103224,0.004344274293846,0.5309927266435451
1103226,1103242,0.0029509240389850003,0.30123134291334586
1103227,1103204,0.006378101711800001,0.3410866025017392
1103227,1103235,0.0028327216435050004,0.45967629636132046
1103227,1104301,0.0007662857101130001,1.153596211903891
1103227,1104317,0.004577638279574,0.4532584053866935
1103228,1103229,0.005975446339447,0.42213140738315896
1103228,1103239,0.007772159599172,0.5523293739751323
1103228,1103240,0.004871279664843999,0.5121469434881347
1103228,1103241,0.0019279428925,0.6421685624794633
1103228,1103243,0.0026426993343800003,0.6767563934852061
1103229,1103221,0.00010473539342500001,0.5088445945809885
1103229,1103228,0.005975446339447,0.42213140738315896
1103229,1103230,0.003436170772088,0.39478235913329346
1103229,1103234,0.004482033917011,0.5806645582843928
1103229,1103240,0.000611487871592,0.6430749791535201
1103229,1103242,0.0023841732719429997,0.5054386570968574
1103230,1103229,0.003436170772088,0.39478235913329346
1103230,1103231,0.005050123827402,0.5693524643455448
1103230,1103234,0.004033387051958,0.3852718249366303
1103230,1103240,0.0024500061295960004,0.41811964482592523
1103231,1103225,0.0007247459429430001,1.3073900679663981
1103231,1103230,0.005050123827402,0.5693524643455447
1103231,1103232,0.010304854816976,0.4286500721417401
1103231,1103233,0.002528638449306,0.7578224226494782
1103231,1103234,0.0037428942594669996,0.7462348776910939
1103231,1103239,0.00014045964887,0.8218997935979385
1103231,1103240,0.006146639198699,0.4979640551138239
1103232,1103201,0.003628310975209,0.5303816841113798
1103232,1103212,0.004295762616274,0.3883496762615027
1103232,1103225,0.004289752733340001,0.9217392241742938
1103232,1103231,0.010304854816976,0.4286500721417401
1103233,1103201,0.005917434567408001,0.2879830381111799
1103233,1103213,0.006749956152334,0.5771631552276241
1103233,1103231,0.002528638449306,0.7578224226494782
1103233,1103234,0.0034519795890259994,0.6246775197642764
1103234,1103213,0.014737503797124999,0.660274755970762
1103234,1103219,0.0023834872684460003,0.5175932345467795
1103234,1103221,0.000516218106714,0.7284058174446761
1103234,1103229,0.004482033917011,0.5806645582843928
1103234,1103230,0.004033387051958,0.3852718249366303
1103234,1103231,0.0037428942594669996,0.7462348776910938
1103234,1103233,0.0034519795890259994,0.6246775197642763
1103235,1103214,0.002411870194108,0.8557814406508554
1103235,1103215,0.002388642667086,0.39990970668807174
1103235,1103216,0.0018270433736059999,0.4847161477177282
1103235,1103227,0.0028327216435050004,0.45967629636132046
1103235,1104316,0.001272134415642,0.4138133257319567
1103235,1104317,0.002784451752049,0.40254660106606494
1103236,1103224,5.7027993841000004e-05,0.8062335869581314
1103236,1103237,0.005412248715234999,0.4210925810063043
1103237,1103207,0.004016209814483,0.4691987067622459
1103237,1103224,0.005518383708810001,0.43996588321573027
1103237,1103236,0.005412248715234999,0.4210925810063043
1103238,1103243,0.003709803100342,0.6914650633732793
1103239,1103228,0.007772159599172,0.5523293739751323
1103239,1103231,0.00014045964887,0.8218997935979385
1103239,1103240,0.0035127315617059997,0.3979394105875429
1103240,1103228,0.004871279664843999,0.5121469434881347
1103240,1103229,0.000611487871592,0.6430749791535201
1103240,1103230,0.0024500061295960004,0.41811964482592523
1103240,1103231,0.006146639198699,0.4979640551138239
1103240,1103239,0.0035127315617059997,0.3979394105875429
1103241,1103228,0.0019279428925,0.6421685624794633
1103241,1103242,0.005628291737542,0.23109753285322035
1103241,1103243,0.004887713563927999,0.3599777312248171
1103242,1103221,0.0029601375176409998,0.2573933926240275
1103242,1103226,0.0029509240389850003,0.30123134291334586
1103242,1103229,0.0023841732719429997,0.5054386570968574
1103242,1103241,0.005628291737542,0.23109753285322035
1103242,1103243,0.000468063199791,0.5840904602808652
1103243,1103228,0.0026426993343800003,0.676756393485206
1103243,1103238,0.003709803100342,0.6914650633732793
1103243,1103241,0.004887713563927999,0.3599777312248171
1103243,1103242,0.000468063199791,0.5840904602808652
1103244,1103707,0.0101137990983,0.7911170840104694
