SA1_2016,AREA_SKM,FEMALE,BORN_ELSEWHERE,NON_ENGLISH_LANGUGE,HIGH_SCHOOL_COMPLETE,AGE_UNDER_15,AGE_15_24,AGE_25_34,AGE_35_44,AGE_45_64,AGE_OVER_65,HIGH_SCHOOL_TOTAL,MEDIAN_AGE,MEDIAN_MORTGAGE_REPAY,MEDIAN_TOT_PRSNL_INC,MEDIAN_RENT,MEDIAN_TOT_FAM_INC,AVERAGE_NUM_PSNS_PER,MEDIAN_TOT_HHD,AVERAGE_HOUSEHOLD_SIZE,LEVERAGE_RATIO,MARRIED,DEFACTOR,NOT_MARRIED,AUSTRALIAN_TOTAL,AUSTRALIAN_ABORIGINAL_TOTAL,CHINESE_TOTAL,CROATIAN_TOTAL,DUTCH_TOTAL,ENGLISH_TOTAL,FILIPINO_TOTAL,FRENCH_TOTAL,GERMAN_TOTAL,GREEK_TOTAL,HUNGARIAN_TOTAL,INDIAN_TOTAL,IRISH_TOTAL,ITALIAN_TOTAL,KOREAN_TOTAL,LEBANESE_TOTAL,MACEDONIAN_TOTAL,MALTESE_TOTAL,MAORI_TOTAL,NEW_ZEALANDER_TOTAL,POLISH_TOTAL,RUSSIAN_TOTAL,SCOTTISH_TOTAL,SERBIAN_TOTAL,SOUTH_AFRICAN_TOTAL,SPANISH_TOTAL,SRI_LANKAN_TOTAL,TURKISH_TOTAL,VIETNAMESE_TOTAL,WELSH_TOTAL,OTHER_TOTAL,LOW_ENGLISH,CHRISTIANITY,ISLAM,HINDUISM,JUDAISM,BUDDHISM,OTHER_RELIGION,NO_RELIGION,FAMILY_COUPLE_CHILDREN_DEPENDENTS,ONE_PARENT_FAMILIES,Owned_outright_Total,Owned_with_a_mortgage_Total,Rented_Real_Estate_Agent_Total,HOUSING_PUBLIC_HOUSING,HOUSING_SHARE_HOUSE,HOUSING_CO_OPERATIVE,HOUSING_RENTAL,NO_INTERNET_TOTAL,LABOUR_FORCE,LABOUR_FORCE.1,DIFF_ADDRESS_1YR,DIFF_ADDRESS_5YR,DIPLOMA_ABOVE,AGRICULTURE_TOTAL,MINING_TOTAL,MANUFACTURING_TOTAL,CONSTRUCTION_TOTAL,RETAIL_TOTAL,REAL_ESTATE_TOTAL,ADMIN_TOTAL,PUBLIC_ADMIN_TOTAL,EDUCATION_SECTOR_TOTAL,HEALTHCARE_TOTAL,WHITECOLLAR,BLUECOLLAR,NOT_USE_PUBLIC_TRANSPORT,2PP
107011134,-0.18032906387091416,0.48449873991857473,-0.27561723139508737,-0.19640799141341275,-0.2568627048971519,0.06147268484603681,0.451570693624397,-0.31470405691087644,-0.24035811895079565,0.33702261527619765,-0.10704813247808145,-0.2568627048971519,-0.034720881317596965,-0.08118281250806866,-0.3458326807277568,-0.5544062068229045,0.13970734714000865,-0.4820614327215841,0.0036601692871773305,0.4043005605765945,-0.28175358725375366,0.5998985708847591,-0.4114292647111147,-0.4867896529285711,0.15709427921679373,-0.239945607328989,-0.5161878273922501,2.266824802886928,1.0351539196864918,0.0976228954543052,-0.2849473440362401,-0.04023424802172415,0.22342520474418714,0.16562091844031468,0.4147246547682511,-0.3194049852151121,-0.13547966919875692,1.1572230823535044,-0.2936139846191777,-0.15689874410854,3.7337441665684934,0.27192635979482116,-0.5667243115934631,-0.01713268204753707,0.33837376046298806,-0.33524533150890895,0.2516614210514457,1.6762481157275861,-0.2705845604432365,0.7130273513488933,-0.24701981883542806,-0.043065211694990994,-0.2759789821801699,1.3038836713904087,-0.17461232811711933,0.014900330519770185,0.6466219899354472,-0.21443442916726974,-0.34107313741485407,-0.18430763503929037,-0.4122837077868327,-0.4165234693700574,-0.07013112474486975,0.30488536626880847,-0.4187736734884616,0.2266001040063717,0.513696862662333,-0.8000778588892876,1.3329104634188769,-1.203913673142718,-0.1598055329486434,-0.5306191279889113,-0.11931127417318085,0.22115909241737583,-0.08116236982756866,-1.0166848245973554,-1.2405161014443977,-0.0867094060811879,-0.46840487043849316,0.2750423380100154,0.3473013660691298,0.1478548603839615,0.26199029185339306,-0.5171849948503741,0.23547453406041202,0.17736803846555907,1.4871074310002004,0.5826702379077517,-0.1496709356125466,0.36372295147304784,0.7870913147705452,0
107011545,-0.1819665181457697,-0.09955725232872913,0.19837073828678348,0.3983242556490816,-0.9549450946882208,0.28763812315870363,0.14468745722394274,0.013296094659049093,-0.4630428468022682,-0.15289379209940437,0.033496134534330806,-0.9549450946882208,-0.35762507757124373,-0.5397188906612835,-1.0673011006047377,-0.6666526438009097,-0.891281015305829,0.21480457623863097,-0.9391288295249351,-0.10209610115570081,1.1226163186446094,-0.7484136489162638,-0.1340608957386848,1.047681574937643,-0.24138229434580344,0.05716512188414869,-0.5337653493293419,1.1197463652333455,-0.49204356368150787,-0.5870094204348248,0.013916312261807867,-0.7156467148124083,-0.3163719723839471,-0.0733303745519445,0.30344895800882626,-0.5272016648614927,-1.0639527005590557,1.0720706585906232,-0.31114786769040004,0.572369294819154,7.613878375399962,1.2298768923035472,0.8624554503813241,-0.8241487571958138,0.5908644776846347,-0.6231210792427758,-0.605220195134821,1.4467273143663275,-0.36324254432008574,1.6307051047332308,-0.4420630605365301,1.2956019586120067,-0.07199960306533629,-0.3983225929107829,0.504798788906029,1.4938472675096988,0.4220385424271899,0.7804469373716373,-0.43248832887023825,-0.18430763503929037,-0.25006200496916237,-0.34484970608010523,-0.5964659270544403,-0.45265431152394425,1.4651935617206346,0.20017040365697525,-0.5474793009963055,-0.4800531674442866,2.010000629978198,-0.12040534806685317,-0.19460642564488742,0.1971629305021586,1.4433776620946048,-1.0632889348255052,1.3221464358106967,-0.7581953812400657,-0.9926218622912245,-0.9603800746317463,-0.4495635797116572,0.003922151508315122,0.3689040594941076,0.7987191497566535,1.2189228234642933,-0.40018738592055747,1.992559182438447,-0.2699721072352133,-1.0260030032868885,0.3430610362426733,-1.3065517779141704,0.7000303387664385,0.7937433663435461,0
107011546,-0.18268805647498995,-0.2839959867226156,0.35297111272157816,0.5405329594921379,-1.0726939315204496,-0.12119939994496247,-0.30772803561383993,-0.19705182863035975,-0.367606534865923,-0.13062486449142216,0.6126620700250409,-1.0726939315204496,0.28818331493604976,-0.5397188906612835,-1.191871187489972,-0.9659764757422568,-1.1516492627709642,0.21480457623863097,-1.294936191549976,-0.6084927628879973,2.516347058589197,-1.2476390316968813,-0.21484779932288772,1.717949494870336,-0.44724886072648024,0.2965043204169541,-0.5551094831100964,0.7643136099040663,-0.6037897210011176,-0.77578671341896,0.09120863716647552,-0.5535477227826441,-0.24342640790717215,0.23565836638632168,0.8227355428861424,-0.4476745405523841,-0.8746772065627413,2.172501981064776,-0.3228371230712149,-0.21912297951192689,11.85557054459982,0.6209470964452873,2.4659254272310855,-0.1723280811145133,0.21212840185216453,-0.4922684666364727,-0.9784264739615924,0.7745592532369263,-0.6257734986378254,2.5260004738886814,-0.46156738470664027,0.9806214479515367,-0.09919685361398076,-0.020054534177184915,0.2144327689428804,2.412245788449299,0.6779592151691569,-0.021067279291013336,-0.41471315275391357,-0.19326458159493604,-0.24474326061448465,-0.29109438361264117,-0.4307463218926685,-1.1070165421621279,2.9545932977889744,0.2974317009427539,-1.5401234016134173,0.07598973394140277,2.441502159853291,0.2176492493568167,-0.47301356721483995,0.8774809417003322,2.5375456010170216,-1.8239814558140088,2.470308185878368,-0.7246874904344911,-0.8193488481892618,-0.816695106458025,-0.4165913209396944,-0.018943406389418608,0.638937727306335,0.7544194860820721,0.6830406057621888,-1.0582989361507766,2.7305347347572217,0.050562957794474214,-0.5721874904514004,0.6548812301903775,-1.33751452551835,0.03835238978269457,0.7737872116245441,0
107011547,-0.18288271959731775,-0.9541233883537372,-0.33314295211501116,-0.4035874449355651,-1.0818691655593242,-1.3912053227776306,-0.6873774002329576,-0.5892259228987491,-1.1271205173593375,0.4310469762876776,1.7833494809635964,-1.0818691655593242,1.5798000999506367,-0.338410368545238,-0.9375405934326189,-0.7414836017862465,-0.6938205323289143,-0.4820614327215841,-1.2326196479184717,-1.1148894246202925,2.762821069851663,-0.555989849084381,-0.3360281546991921,0.9115865658142536,0.26548614560661976,-0.14090869759127642,-0.5977977506716055,0.004979996246060812,0.3460526162155651,0.3442918916202416,-0.2540304140743731,0.36501323205268627,0.16506875316276756,0.5281677078078805,0.9340112396455672,-0.5528555759289471,0.1458757948498184,0.6463085397762189,-0.3228371230712149,-0.3634832056477844,1.3703896939165985,0.4427237415599429,1.1413197941812827,-0.3275234801814895,0.5151172625181406,-0.6754621242852973,0.20389101736161924,0.18436290687940346,-0.4404575308841268,1.7426170258776619,-0.4225587363664199,0.035679915970126486,-0.23518310635720316,0.6419145686066122,-0.4320853223813174,0.465341021988784,0.6744773012543006,-0.3074277913214999,-0.4299490179964776,-0.16191526865017608,-0.33250254246666694,-0.4344419101925454,-0.02228250635309038,-1.2074787933389446,1.0405912060238043,1.7066633235725708,-1.2231626100463566,-0.3510432137055206,-0.3334199125881298,-0.17241374767049467,-0.6006168404344016,-0.40009299793344755,1.936181759912143,-1.4872814875076226,0.5992297783606811,-0.5595414571784446,-0.7510514557695098,-0.7225566790338627,-0.4589842250750752,0.3403725034321119,-0.15676148051369457,0.7578271525185785,1.0323209798001676,-0.5464343970828284,-0.30336475810885205,0.39927692963995803,0.6051640758670819,0.09688719891553771,-0.9786281328335399,0.31450723625938104,0.8716673990558402,0
107031136,-0.17384323902857185,0.5644221914892569,-0.6369506646671078,-0.6616530800245618,-0.8868954422332318,1.01542690542126,0.7109977594474606,-0.14179093352890482,0.3362362656646235,-0.2221749002131252,-0.7588028652169607,-0.8868954422332318,-0.8419813719517139,0.06607064348422392,-0.15378713011302086,0.11907241504512625,0.0855367721640409,-0.4820614327215841,0.3554471091424434,0.9106972223088909,-0.6381656467052313,0.6335390953308917,0.06521346643568199,-0.8338319261932133,0.8144636559550902,-0.16566792502570457,-0.5739425423284092,0.05344809924550795,2.040869335562979,0.7755431298151103,-0.34678120395997414,-0.12128374403660623,1.5437399217738126,-0.3493603164567956,0.30344895800882626,-0.5015477537940383,-0.07665079944314578,0.14521927686388136,-0.3695941445944744,-0.36099423623164895,0.7530956152388647,0.4055938759588294,-0.7410145264684372,-0.1723280811145133,0.03538489979701172,-0.6492916017640366,0.5084273408842647,-0.14352395220810935,-0.36324254432008574,2.369323784286477,-0.5005760330468607,-0.2661764067461573,-0.2895776074544922,2.0604197888576046,-0.6249065075130957,-0.6419923445392082,0.8685940020075612,-0.37385162143166434,-0.4375669506177597,-0.19326458159493604,-0.462811779156271,-0.5061156734824974,0.033735388349479985,0.8696461296411834,-0.48624924164183375,-0.31468015914926706,1.7654778266552174,-0.6950697570088965,-0.3862099933707209,-0.6404893441032682,-0.5310150550419135,-0.9617508908993818,-0.5235534761510452,0.8696182906370838,-0.2937849161363969,-0.5571480364066177,-0.5094810492477951,-0.8365137227578486,-0.4107034175875582,0.3665045696009504,0.34010046826080353,0.866872478486778,0.96055103992935,-0.3416885814556492,-0.30336475810885205,0.4873360134393228,-0.18687243238353346,0.3857311680460433,-0.7210743686714993,1.476544956582072,1.0465213261175734,0
107031137,-0.1826624388080916,0.33694775240346825,-0.5470667260422271,-0.6557466482355531,-1.225614498835032,0.020878888225815018,0.20163486191681035,0.073904818318709,-0.8209290165635632,-0.08856133456523459,0.20338480894493924,-1.225614498835032,-0.034720881317596965,-0.39992130585847413,-0.6520674776539573,-0.3673288118595627,-0.7287692903779258,-0.4820614327215841,-0.6396073778767377,-0.10209610115570081,0.5463281628151048,-0.4133540254327759,0.42606163577845496,0.2736412105483667,0.743502074361751,0.2387327897366217,-0.61914188445236,-0.05964414108653543,2.0036206164564425,0.7931623438269628,-0.33647556063935186,-0.5805642214542714,1.1790120993899382,-0.31228166754420367,0.526000351527676,-0.5348978381817291,-0.03828414525470364,-0.35586998604845604,-0.3695941445944744,-0.40081774688981653,0.3562637075174643,0.4278717953194974,0.40930089170639156,-0.948305076449395,-0.2676039608689646,-0.28290428646638766,0.359144829353556,-0.20910132402561185,-0.47134352550974323,1.3844988782154817,-0.4420630605365301,-0.18743127908103976,-0.2542211817412543,1.6506293918962072,-0.5976846931415506,-0.5556578786743139,0.6039685444784525,-0.3812320469994604,-0.4604207484816057,-0.19326458159493604,-0.462811779156271,-0.4254826897813013,0.2297980198084779,-0.9183104217083781,1.818617421743481,-0.11910037656373344,0.4108987681000432,-0.39704676310073944,0.6902486104134199,-0.22875618057443944,-0.06700315242532594,-0.26244726078404984,0.06495460588033315,-0.34000752142660084,0.4291317413136186,-0.535607249460177,-0.7852001519793854,-1.1915972647963555,-0.4318998696552486,0.26197630492559604,0.19968296099844535,0.7476041532090599,1.6208344867408717,-0.5756837993152826,0.48146638483333665,-0.09385393963648384,-0.704907121563666,1.0618886412379087,-1.192552570826054,1.3316320173418308,0.9305855701309893,0
107031138,-0.18179463060875425,0.25702430083277933,-0.3846764102599427,-0.6798267162984348,0.08491476305094006,-1.1331447585490744,-0.6367574849504087,-0.8958347602358533,-0.9601069714707334,0.6933254570039091,1.6134608065529878,0.08491476305094006,1.5798000999506367,0.12758158079746007,-0.1382158692523666,0.15648789403779462,-0.23249692608196323,-0.4820614327215841,-0.3802901479262845,-0.8616910937541454,0.8796886960334028,0.7492624994255909,-0.12598220538026464,-0.8525449899476801,0.34580529839908053,-0.239945607328989,-0.5186989019546917,-0.22120448441802595,0.6067936499613211,0.896360597324957,-0.49621303210899814,0.013798749321530726,0.5589748013373517,-0.2669633188732579,-0.4383890203873394,-0.493851580473802,1.4452264833650577,-0.14626401986290313,-0.28776935692877026,-0.37841702214459727,-0.06702366071869599,-0.06224243061519954,-0.8107306124184269,0.23117995645962522,0.31312468874082305,-0.1520516738600845,1.1533277906969257,-0.12712960925373368,-0.023496603438305095,-0.27179755472210276,-0.4030544121963097,-0.34492153441127477,-0.3086156828385433,0.6419145686066122,-0.6078928735308801,-0.6845339654001705,0.34717739325777147,-0.39304072790793404,-0.435027639743999,-0.16639374192799894,-0.35909626424005553,-0.4344419101925454,0.4223595328485642,-0.9413895875192682,-0.1357054363572411,1.239386221395242,-0.6320735663131901,-0.27103704084427027,-0.45277139957485757,-0.4757960786917368,-0.5194147574764988,-0.5598886238195302,-0.29500664817769434,-0.8014111816983162,-0.5064074624452248,-0.15744676751154904,0.3973565501033534,0.28488964954050533,-0.41305857892841263,0.24564376357007203,-0.5492104110674648,0.9895484702010028,-0.6853729144413984,-0.16619216806092377,-1.3459016494798197,1.1706745037223927,1.4614197604623425,0.7960208969246017,0.06566089999833974,-0.5303625415752341,0.5390648204058047,0
107031139,-0.18265039564959026,-0.2102204929650624,-0.6753011451470569,-0.7438887841638372,-0.01524820854011188,0.15425850569225932,-0.23179816269001588,-0.5036606659674642,-0.467019359799616,0.878899853737092,0.0597516569432431,-0.01524820854011188,0.28818331493604976,0.15926903335276354,0.19916144939514246,0.23131885202313138,0.3074613857752636,-0.4820614327215841,0.5383763178671817,0.4043005605765945,-0.774701609778684,1.6333354818699732,-0.7130337047588053,-1.6146770410386602,0.8129040607552367,-0.28946406219784526,-0.5726870050471884,0.16654033957755135,1.7987526613704914,0.8200106699402624,-0.5116714970899316,-0.06725074669335136,0.4568510110698669,-0.39879851500691815,0.19217326124940146,-0.5092439271142746,1.0871377109395983,-0.1528142063062016,-0.36374951690406704,-0.3833949609768682,0.03879818134034414,0.004591327466804576,0.06072046195644342,0.13806271701943942,-0.29285303259112916,-0.8586557819341215,1.4250219616828148,-0.2254956669799875,0.053718383125736034,-0.025591328204353683,-0.5590890055571913,-0.3317973464670885,-0.32493403316772995,1.2093166567070093,-0.5647916674426001,-0.9210153284214028,0.4324842841717598,-0.4063254939299669,-0.427409707122717,-0.11713053587194758,-0.4707898956882876,-0.6046670980061817,0.5495668354023188,-0.0005741812282694312,-0.7384597494346218,1.222471213171628,0.6079284493444319,-0.8430811768022096,-0.6891791526447222,-0.3977834792862747,-0.7862216014810366,-1.1571445522551365,-1.1991950363472634,0.30845167679310576,-0.6339809902305216,-0.8036703759047741,-0.6637825654553823,0.141204681366784,-0.42836712764396684,0.3011744041788539,-0.27917674325523756,0.8907261435423218,-0.7188655530477802,-0.31243917922319464,-1.0881959010510411,1.371449214784944,2.5017704172455844,0.4448128890045556,0.1430677690087891,0.17232850341989858,0.6378953009189581,0
107031140,-0.15474868144927142,0.5090905711710902,-0.719643888201998,-0.7643341249719443,0.05280144391487746,-0.33286705375040787,-0.4121316108840969,-0.883356493600041,-0.8209290165635632,0.9110660825041762,0.8922061615552237,0.05280144391487746,1.0954438055701667,0.40158484701096653,0.12130514509187114,0.23131885202313138,0.1991202358233281,-0.4820614327215841,0.14236473414439638,-0.10209610115570081,0.2041016579686605,1.181206833313941,-0.20946200575060736,-1.3612000865463472,0.7138697655645326,-0.23169253151751296,-0.6078420489213723,-0.3181406904169202,0.4391744139819063,0.8661562304474955,-0.5477412487121099,0.12186474400804025,-0.14130261763968716,-0.41527791452362567,-0.6609404139061892,-0.4681976694063476,1.4349953755814735,-0.28709302839382145,-0.3929726553561042,-0.4232184716350358,-0.28748583167502945,-0.14392813493764905,0.16529459088142784,0.9761178719811121,0.06063397151917625,-0.28290428646638766,0.827891915559981,-0.4058334394781195,-0.2551415631304283,-0.6522980866131693,-0.4030544121963097,-0.3974182861880198,-0.3113354078934077,0.8310485979734112,-0.7360622495302386,-0.8121588279830578,0.24184949733335645,-0.42403851529267744,-0.41217384188015294,-0.1708722152058218,-0.3670743807720721,-0.5061156734824974,0.376844993402726,-0.37119843219139015,-0.7931807894614419,1.351448150876683,-0.2198103745790063,-0.6790685224366466,-0.7121313616806313,-0.3977834792862747,0.6638155941957995,-0.8438818401220238,-0.5506934119728806,-0.31506678303353514,-1.2718486291570057,-0.3728546369759573,-0.32229560335662377,0.2287369033576717,-0.0468309904255397,-0.02547642293162827,-0.5708131044924428,0.9827331373279901,-0.9628833486085602,0.09705245203116418,-0.4556454276349483,0.529604373663018,2.163549421830456,0.47435374948381226,0.4625470283791889,-0.44013373035017817,0.25397689584863054,0
107031141,-0.17715824818148246,-0.10570521014186482,-0.4242253432548902,-0.351792581555027,-0.4434257970209423,1.1865007626064819,0.20796235132712915,-0.36105190441532253,0.861135981314522,-0.13557351507097315,-0.6800362979902238,-0.4434257970209423,-0.5190771756980671,0.4705516555136859,0.10573388423121688,0.3809807679938049,0.33367295431202215,-0.4820614327215841,0.6047132836684602,0.9106972223088909,-0.4572998254910484,1.181206833313941,-0.29294180612095044,-1.3016585200548643,0.26158715760698575,-0.1326556217798004,-0.5299987374856794,1.0712782622338983,0.4391744139819063,0.30318039225925253,-0.3210170956584183,-0.2023332400514883,0.2453088740872197,-0.04449142539770635,0.4147246547682511,-0.3630166340297846,-0.04084192220059985,0.5054795312453005,-0.28776935692877026,-0.3585052668155135,4.412767653114001,1.2298768923035472,0.5835911065813655,0.07598455739264899,0.5908644776846347,-0.4399274215939515,0.06655110675336719,0.8893196539175556,-0.05438259806392146,3.0407953111530657,-0.3250371155158689,0.40315717840734155,-0.26781980701557656,1.1462719802514094,-0.34474866793927667,-0.1765369633545606,0.9086360120284137,-0.2557648123469276,-0.36138762440493943,-0.17535068848364463,-0.3856899860134441,-0.3896458081363254,-0.3210446114334676,0.9999755365732691,-0.9285433621593655,-0.18993197350011623,1.0930069580602373,-0.19103086798301996,-0.032745974217719416,-1.2905943391487873,-0.2990091037336197,-0.5155888463461608,-0.6792510027078903,0.8945590290301495,-0.3363094253981623,0.06753478504016684,0.42138711410289587,-0.45005070491128774,-0.44485325702994827,0.6016931651204976,0.41931034415238994,0.6998968230979726,0.826580485503824,0.3895464743557059,-0.29165086045299815,0.529604373663018,0.5152572289845799,0.35619030756678666,-0.246781371280201,0.6672198619573271,0.9609949487504221,0
