SA1_id,SA1_2PP
1137530,63.10808989
1137531,62.18149826
1137532,63.2621148
1137533,63.2440249
1137534,62.85911392
1137535,62.88425926
1137601,59.41004255
1137602,60.72414286
1137603,56.42414474
1137604,57.58120603
1137605,58.56457338
1137606,57.37737903
1137607,57.18407216
1137608,56.7866343
1137609,57.07371429
1137610,55.58514388
1137611,57.7798125
1137612,52.45875
1137613,58.96954733
1137614,58.82177285
1137615,58.75334328
1137616,59.39045872
1137617,59.66586667
1137618,58.02212121
1137619,58.36914286
1137620,57.61406926
1137621,60.38444444
1137622,56.93627119
1137623,61.09186528
1137624,53.4533631
1137625,54.83820896
1137626,54.04868766
1137627,59.2974092
1137628,58.39458204
1137629,58.16719101
1137630,58.52722656
1137631,59.60806931
1137632,58.52951613
1137633,58.54144105
1137634,59.14423792
1137635,59.16
1137636,59.36084746
1137637,58.66972826
1137638,58.91853994
1137639,59.73852713
1137640,59.09638655
1137641,58.38203911
1137642,58.22260317
1137643,57.30010753
1137644,58.314375
1137645,58.16009677
1137646,59.9558
1137647,59.88767442
1137648,58.8401506
1137649,57.49513834
1137650,56.75652968
1137651,55.01796078
1137652,54.96716049
1137653,54.54312727
1137654,54.59641115
1137655,53.61502203
1137656,54.11610644
1137657,53.96011194
1137701,54.35903509
1137702,51.30865
1137703,53.34659091
1137704,51.96228571
1137705,53.70543478
1137706,53.03548913
1137707,52.97
1137708,54.30820717
1137709,52.76735577
1137710,52.24782609
1137711,51.71291339
1137712,53.95825
1137713,51.06657005
1137714,50.74614865
1137715,49.82446097
1137716,52.56169231
1137717,52.46711957
1137718,51.28091255
1137719,51.14184729
1137720,53.56313131
1137721,53.32032258
1137722,52.31902235
1137723,52.13517699
1137724,54.76681529
1137725,55.44577093
1137726,55.90114094
1137727,54.80947507
1137728,53.11850909
1137729,52.17934426
1137730,52.60848606
1137731,51.18517241
1137732,51.6699537
1137733,51.67071429
1137734,52.56326772
1137801,57.93171123
1137802,58.78752727
1137803,59.91921466
1137805,58.84189516
1137806,59.40534483
1137807,58.16717172
1137817,59.812875
1137818,59.34148148
1137819,58.82904762
1137820,58.34344595
1137821,57.66924444
1137822,58.84496622
1137823,57.60535714
1137824,59.17390152
1137825,57.88484536
1137826,58.86910345
1137827,58.5572028
1137914,57.49633333
1137915,57.32670927
1138001,51.69398734
1138002,53.6621
1138003,53.46277228
1138004,54.05328358
1138005,53.91850202
1138006,56.71344262
1138007,52.12648464
1138016,54.15738462
1138017,54.76831169
1138018,56.15322485
1138019,54.91434921
1138020,54.81833333
1138021,55.82868852
1138022,55.51823729
1138023,54.85177515
1138024,54.85032129
1138025,55.69322581
1138026,55.2945098
1138027,54.6455914
1138028,54.76671141
1138029,54.26456349
1138101,60.90882353
1138102,59.5357377
1138103,55.03939597
1138104,61.881417
1138105,61.00977848
1138106,61.91164474
1138107,61.47324675
1138108,60.64829932
1138109,60.69154362
1138110,58.91589888
1138111,61.02976253
1138112,62.02038647
1138113,61.18321138
1138114,60.70104693
1138116,59.1884507
1138117,61.27492669
1138118,61.35901478
1138119,60.0548366
1138120,62.01888889
1138121,60.94292776
1138122,60.11043243
1138123,59.96364116
1138124,59.1310396
1138125,59.66713043
1138126,59.14464286
1138127,59.37150289
1138128,59.01430556
1138129,59.8707027
1138130,59.48006969
1138131,59.63722543
1138132,59.51637255
1138133,60.66172691
1138134,61.39089674
1138135,60.77304598
1138136,61.86414847
1138137,61.88807074
1138138,61.60709434
1138139,60.61
1138140,60.36948113
1138141,58.31196203
1138142,58.70338346
1138143,61.04392857
1138144,60.82781116
1138145,60.15748718
1138146,60.21606299
1138147,60.66946488
1139210,64.15525346
1139218,65.93711538
1139221,69.08799353
1139222,68.81916388
1139404,69.26993485
1139405,67.68263374
1139915,40.94008163
1147607,37.93185185
1147608,37.65782016
1147615,36.13517937
1147616,38.12777273
1147617,38.05585761
1147618,37.28445378
1147622,37.44980263
1147625,36.55894444
1147626,36.62971053
1147627,36.22142857
1147628,36.40584383
1147629,37.23341085
1147636,36.69334951
1147637,37.00834586
1147640,37.25768939
1147641,37.41
1147642,37.31492823
1147648,46.96236301
1147650,38.07930233
1147652,37.17729805
1147656,32.14199438
1147703,43.23341615
1147704,42.55798969
1147709,44.26562162
1147710,47.51787879
1147713,45.36128319
1147714,45.10251163
1147715,45.63172507
1147716,44.51970414
1147717,48.2375
1147718,46.44724744
1147719,46.23673004
1147725,45.18082781
1147726,42.02028881
1147730,40.31
1147731,43.76714286
1147738,44.70394231
1147744,44.68094556
1147745,43.6039433
1147747,44.58892562
1147748,45.09961165
1147749,41.89878261
1147750,44.16486047
1147751,43.83193939
1147752,45.33354978
1149501,40.72953668
1149502,40.47513812
1149503,41.09026515
1149504,40.79861386
1149505,40.29742358
1149506,40.33566667
1149507,39.16466667
1149508,39.97426471
1149509,38.22312925
1149510,37.84620347
1149511,37.64230769
1149512,38.06320158
1149513,38.90843081
1149514,39.30566176
1149515,40.17594752
1149516,39.6284507
1149517,39.67866667
1149518,40.64334545
1149519,41.00036649
1149520,39.9203321
1149521,40.44808889
1149522,37.51313043
1149523,37.39266846
1149524,37.60835443
1149525,38.05334532
1149526,38.38014451
1149527,40.36564286
1149528,38.17678571
1149529,38.80979651
1149530,40.84775862
1149531,40.69163265
1149532,40.77541063
1149533,38.6210453
1149534,40.73120235
1149535,40.80135135
1149536,40.45092857
1149537,40.33101852
1149538,40.64744076
1149539,40.30071599
1149540,40.29137124
1149541,40.22253623
1149542,40.70045045
1149543,40.3116
1149544,39.9115748
1149545,40.66098765
1149546,40.51514066
1149547,40.59620438
1149548,40.24129032
1149549,40.83574468
1149550,39.51028571
1149551,39.56661355
1149552,39.21788462
1149553,39.52588235
1149554,40.38892063
1149555,37.65138122
1149556,39.96325153
1149557,40.89701923
1149558,40.25230769
1149701,40.10368116
1149702,41.66025559
1149703,39.16386364
1149704,39.83891429
1149705,38.41363914
1149706,38.92212851
1149707,39.57744898
1149708,39.8798893
1149709,39.40687898
1149710,38.47901639
1149711,37.89430894
1149712,38.21157051
1149713,38.31545181
1149714,38.32426357
1149715,38.77091873
1149716,39.06635659
1149717,38.59936644
1149718,38.21262376
1149719,39.1180137
1149720,39.09522523
1149721,38.60666667
1149722,38.42984962
1149723,38.02816832
1149724,38.07584158
1149725,38.56433071
1149726,38.37398792
1149727,38.98210046
1149728,39.3336755
1149729,38.77734694
1149730,38.19493007
1149731,38.58637288
1149732,41.53
1149733,38.56889952
1149734,38.15678571
1149735,38.7918677
1149736,38.28877743
1149737,38.14885117
1149738,38.06687097
1149739,38.34963788
1149740,38.85831325
1149741,38.90166667
1149742,39.50203175
1149743,40.01134078
1149744,40.41720755
1149745,39.99529762
1149746,39.44134021
1149747,38.22320346
1149748,38.29837662
1149749,39.22309859
1149750,41.45144543
1149751,38.780625
1149752,38.96218935
1149753,38.64488584
1149754,38.17389937
1149801,40.80653846
1149802,42.7814939
1149803,40.81770492
1149804,36.34469697
1149805,35.95111475
1149806,34.99666667
1149807,34.56729927
1149816,42.64683849
1149817,42.01172308
1149818,40.03855967
1149819,42.88979661
1149820,35.22148265
1149821,40.68729167
1149822,39.99115385
1149823,39.80630058
1149825,34.15740088
1149826,42.61518367
1149827,40.4072973
1149828,40.34550661
1149829,39.59869841
1149830,39.37317308
1149831,40.02037333
1149832,39.89578616
1149833,40.12782991
1149834,40.45818505
1149835,41.91755208
1150001,42.93375
1150002,44.96671642
1150003,38.34092896
1150004,45.57963768
1150005,41.38156028
1150006,41.54347107
1150007,44.00201729
1150008,43.72646259
1150009,43.41121662
1150010,40.89988439
1150011,39.85330275
1150012,40.2819685
1150013,44.18983696
1150014,43.5543128
1150015,42.23305466
1150016,41.65076923
1150017,41.48345238
1150018,41.80047945
1150019,41.63025078
1150020,47.24851459
1150021,32.74686192
1150022,46.67316832
1150023,40.78444043
1150024,43.5473913
1150025,40.0952648
1150026,46.56869732
1150027,46.10681614
1150028,47.12698225
1150029,40.62739726
1150030,37.95340909
1150031,37.43714777
1150032,37.10153846
1150033,41.72848101
1150034,41.60102326
1150035,39.0375
1150036,37.15505525
1150037,36.01360825
1150038,37.39853846
1150039,37.1133871
1150040,36.06506494
1150041,41.645
1150042,41.01652893
1150043,38.85611538
1150101,41.33552147
1150102,39.6400551
1150103,41.18353234
1150104,40.79147757
1150105,40.75504225
1150106,40.61253521
1150107,39.84590799
1150108,38.9252451
1150109,40.59427653
1150110,40.30376045
1150111,39.69942761
1150112,39.44504065
1150113,40.71464151
1150114,39.68
1150115,39.4606357
1150116,39.68404692
1150117,39.24959016
1150118,39.17762332
1150119,40.629
1150120,40.09279503
1150121,40.38707627
1150122,40.08281369
1150123,39.73775253
1150124,39.69427653
1150126,39.23195122
1150127,40.47583333
1150128,39.51564384
1150129,39.78173516
1150130,40.69765957
1150131,40.9001049
1150132,40.78338235
1150201,36.51975232
1150202,43.3240553
1150203,38.95156658
1150204,39.6404065
1150205,40.84985348
1150206,40.28286792
1150207,40.36283019
1150208,40.99228448
1150209,39.95258621
1150210,39.28275556
1150211,45.94820896
1150212,43.95711246
1150213,45.15855422
1150214,45.6183121
1150215,38.28876607
1150216,34.6419209
1150217,43.39268868
1150218,34.569875
1150219,41.34453659
1150220,38.60861765
1150221,41.94832
1150222,39.73588015
1150223,34.15433594
1150224,35.46227545
1150225,35.37890496
1150226,44.2328629
1150227,36.30832512
1150228,38.64364198
1150229,35.64322449
1150230,34.46083333
1150231,34.26023256
1150232,38.93295129
1150233,38.667125
1150234,40.28647059
1150235,39.61079832
1150236,44.45031496
1150237,34.38979532
1150238,34.09955335
1150239,33.81501149
1150240,39.58815385
1150241,39.50053097
1150242,39.51601671
1150243,44.02370892
1150244,39.62544304
1150245,41.75367521
1150246,42.60318919
1150247,42.32680798
1150248,45.57157509
1150249,46.41017621
1150250,40.53970779
1150251,38.75383399
1150252,34.1654878
1150253,43.95800283
1150254,44.10963061
1150255,43.54195767
1150256,42.55188272
1150257,45.18900374
1150301,43.58072581
1150302,44.53320442
1150303,43.1364684
1150304,44.54489583
1150305,43.70935897
1150306,44.8064539
1150307,44.44721591
1150308,40.9334375
1150309,40.96202156
1150310,45.17096491
1150311,41.70022222
1150312,44.22354839
1150313,43.69046595
1150314,44.20527508
1150315,45.6225
1150316,44.47825397
1150317,44.51375
1150318,44.91059172
1150319,44.57694915
1150320,40.3881875
1150321,42.12756303
1150322,39.81678862
1150323,40.87415094
1150324,43.02012195
1150325,41.19294521
1150326,42.00077253
1150327,44.51607547
1150328,43.32200758
1150330,44.46658088
1150331,44.50050676
1150332,43.9268232
1150333,40.24068249
1150334,44.75538136
1150335,41.45572917
1150336,41.58023529
1150337,40.95852368
1150338,42.68310105
1129229,28.2372043
1129301,33.46579365
1129302,33.4053012
1129303,33.34118605
1129304,33.72697115
1129305,32.693125
1129306,31.5179638
1129307,31.66465863
1129308,31.66917431
1129309,32.0043038
1129310,33.5302439
1129311,32.4315625
1129312,32.34197531
1129313,32.35870466
1129314,31.32065934
1129315,31.52946203
1129316,31.8507767
1129317,31.64720222
1129318,31.84959184
1129319,31.92060201
1129320,31.69935484
1129321,31.51957929
1129322,31.87344498
1129323,31.31478873
1129324,31.75861272
1129325,33.04498498
1129326,32.75125786
1129327,32.14216418
1129328,32.56217054
1129329,32.92343478
1129330,32.09017094
1129331,31.7068932
1129332,31.89145161
1129333,30.962
1129334,32.03875
1129335,30.50033175
1129336,30.4455418
1129337,30.65317734
1129338,31.95766234
1129339,32.49523649
1129340,32.23207469
1129341,32.61935294
1129342,29.53051429
1129344,31.49095238
1129345,25.68781431
1129347,31.38910072
1129348,31.56496032
1129349,31.63900552
1129350,31.52856164
1129351,30.79301105
1129352,30.00791809
1129353,30.55404959
1129354,30.8382
1129355,31.11671429
1129356,30.69637462
1129357,30.50428571
1129358,31.48899676
1129359,31.05443983
1129360,30.84919028
1129361,30.55888889
1129362,31.46733553
1129363,32.24595855
1129364,30.38691964
1129401,23.89612832
1129402,24.38536496
1129403,24.00069767
1129404,23.50606061
1129405,22.52792857
1129406,22.10321138
1129407,23.78288889
1129408,25.04109859
1129409,23.00264706
1129410,22.5490625
1129411,21.15855263
1129412,22.89738019
1129413,22.84903846
1129414,22.88938462
1129415,23.39738739
1129416,23.26055556
1129601,27.37948718
1129602,32.65744493
1129603,28.31512605
1129604,32.1213369
1129605,32.40821138
1129606,28.8806
1129607,30.02055866
1129608,29.78475676
1129609,30.29538153
1129610,32.76853428
1129611,32.1110274
1129612,32.00900433
1129613,32.89574074
1129614,27.92357588
1129615,32.35178914
1129616,27.29789474
1129617,32.18329749
1129620,27.75373259
1129621,28.28423221
1129622,32.68476804
1129623,33.00513514
1129624,31.30606742
1129625,27.87753289
1129626,26.78369792
1129627,32.04011673
1129628,29.27705405
1129701,21.92304054
1129702,22.1862782
1129703,25.03233846
1129704,24.85797753
1129705,23.77033613
1129706,29.0675
1129707,23.85208092
1129708,25.27605911
1129709,22.26592375
1129710,21.60374558
1129711,22.6126178
1129712,24.939375
1129713,24.54082294
1129714,22.71303523
1129715,24.2361811
1129716,24.90475862
1129717,24.97082873
1129718,24.62706107
1129719,24.37576792
1129720,24.45289683
1129721,25.298125
1129722,21.83421203
1129723,24.4517757
1129724,25.71397661
1129725,23.19427907
1129726,24.9998913
1129727,33.55583333
1129728,24.59017937
1129729,24.45946903
1129730,24.31813333
1129731,23.79109756
1129732,24.00122867
1129733,24.28819398
1129734,24.34212276
1129735,23.2992446
1129736,31.06476038
1129737,30.57621053
1129738,24.27280702
1129739,23.99128617
1129740,21.75787671
1129741,22.95374302
1129742,21.24306878
1129743,30.21442748
1129744,31.59
1129745,30.33476923
1129746,24.33495902
1129747,24.20538745
1129748,24.42144231
1129749,24.5228629
1129750,24.2325
1129751,21.57776667
1129752,22.10884273
1129753,21.90459318
1129754,22.77064846
1129755,22.20295732
1129756,25.14114478
1129757,30.52652778
1129758,22.41465116
1129801,26.25814978
1129802,27.18753623
1129803,27.45620939
1129804,26.74598039
1129805,25.24398693
1129806,27.0668595
1129807,26.02962712
1129808,27.36784404
1129809,27.26362832
1129810,31.35509259
1129811,27.88566667
1129812,29.56288889
1129813,26.77708075
1129814,25.44225519
1129815,26.43431925
1129816,26.73407692
1129817,27.20692308
1130108,32.93620408
1140301,39.53603448
1140302,39.6185274
1140303,39.75539519
1140304,39.92286036
1140305,39.40792208
1140306,40.30458015
1140308,39.95971154
1140309,40.356
1140310,40.59722408
1140312,40.88086957
1140313,40.457277
1140314,40.50692308
1140315,40.08160194
1140316,40.29286853
1140317,39.26258621
1140318,40.02710191
1140319,39.8711838
1140320,39.74050251
1140321,40.0897281
1140322,40.12017995
1140326,40.02730159
1140327,40.36204878
1140328,40.67
1140329,38.93030822
1140330,39.25104167
1140331,39.39681648
1140332,39.65182796
1140333,40.02528302
1140334,40.05027933
1140336,40.24827815
1140337,40.29378238
1140338,40.19897959
1140339,40.27611111
1140340,40.56072139
1140341,39.98976261
1140342,40.26769231
1140343,40.36240741
1140346,39.04106618
1140347,40.39
1140348,41.02555556
1140350,39.89155689
1140401,42.92431373
1140403,40.767
1140404,41.24043353
1140405,41.68771654
1140406,40.69215686
1140407,40.8885
1140408,41.36074534
1140409,41.10721154
1140410,40.98284746
1140411,41.73890909
1140412,40.95316265
1140413,49.18688073
1140414,50.81939394
1140415,41.25336806
1140416,42.07736842
1140417,40.8239207
1140418,40.73353896
1140419,41.22757925
1140420,41.26201465
1140421,41.39829971
1140422,40.87914894
1140423,41.38856502
1140424,41.65418502
1140425,41.14033457
1140426,41.56834783
1140427,41.38035806
1140428,42.48333333
1140429,41.10463668
1140430,41.12702703
1140431,41.00483425
1140432,45.88023041
1140502,41.15204819
1140503,41.50547297
1140512,41.36607038
1140513,42.01583072
1140526,41.73057895
1140527,41.67377465
1140528,42.67289753
1140533,40.44887006
1140534,40.51196825
1140535,40.62408537
1140536,41.26251656
1140537,41.82095406
1140538,41.40245098
1140539,41.07375862
1140540,41.44839779
1140548,40.90878893
1140551,40.72208054
1140552,40.63273469
1140553,41.10211429
1140554,39.84608696
1140555,40.3824498
1140556,40.27774194
1140557,41.83118919
1140558,41.17653659
1140559,42.07424242
1140570,40.78108108
1140571,40.91811966
1140601,40.02574257
1140602,38.83545045
1140603,39.32920863
1140604,39.80125
1140606,36.91240566
1140607,37.8528777
1140608,38.26952247
1140609,39.17269912
1140610,38.85362573
1140611,36.98134897
1140615,40.98716667
1140616,41.19153558
1140617,38.025
1140618,36.78860902
1140619,41.42175978
1140620,40.56537549
1140621,40.817625
1140622,40.70511364
1140623,37.07260274
1140624,37.63028736
1140625,37.2093633
1140626,40.71078603
1140627,40.45487805
1140628,40.52227907
1140629,37.35891026
1140630,40.64913043
1140631,41.04319672
1140632,39.41
1140633,37.2440176
1140634,36.86812689
1140635,36.76747664
1140636,36.69730216
1140637,37.72384615
1140638,37.93285171
1140639,39.14156863
1140640,38.24993789
1140641,39.39105528
1140642,39.7952231
1140643,36.83714815
1140644,36.52981013
1140645,36.62807407
1147609,33.55107034
1147610,33.76036789
1147635,33.12621387
1147645,32.63660305
1147646,33.26759563
1147655,33.62431169
1149601,38.54591973
1149602,37.49723404
1149603,37.76220779
